onset	duration	sample	value
18.7343750000	n/a	4796	non_target
19.8281250000	n/a	5076	response
20.2265625000	n/a	5178	non_target
20.8320312500	n/a	5333	response
21.7226562500	n/a	5561	non_target
22.2500000000	n/a	5696	response
23.1992187500	n/a	5939	non_target
23.7304687500	n/a	6075	response
24.6796875000	n/a	6318	non_target
25.2500000000	n/a	6464	response
26.1601562500	n/a	6697	non_target
26.7148437500	n/a	6839	response
27.6523437500	n/a	7079	non_target
28.1523437500	n/a	7207	response
29.1445312500	n/a	7461	target
30.6250000000	n/a	7840	non_target
31.0625000000	n/a	7952	response
31.6914062500	n/a	8113	non_target
32.2382812500	n/a	8253	response
33.1718750000	n/a	8492	non_target
33.7304687500	n/a	8635	response
34.6523437500	n/a	8871	target
36.1289062500	n/a	9249	non_target
36.7890625000	n/a	9418	response
37.6093750000	n/a	9628	non_target
38.2187500000	n/a	9784	response
39.0898437500	n/a	10007	non_target
39.6054687500	n/a	10139	response
40.5859375000	n/a	10390	non_target
41.0000000000	n/a	10496	response
41.6523437500	n/a	10663	target
43.1445312500	n/a	11045	non_target
43.6289062500	n/a	11169	response
44.6367187500	n/a	11427	non_target
45.3593750000	n/a	11612	response
46.1171875000	n/a	11806	target
47.5976562500	n/a	12185	non_target
48.1015625000	n/a	12314	response
49.0781250000	n/a	12564	non_target
49.7851562500	n/a	12745	response
50.5585937500	n/a	12943	non_target
51.0585937500	n/a	13071	response
52.0390625000	n/a	13322	target
53.5312500000	n/a	13704	non_target
54.0625000000	n/a	13840	response
55.0117187500	n/a	14083	non_target
55.6171875000	n/a	14238	response
56.4921875000	n/a	14462	target
56.8984375000	n/a	14566	response
57.5585937500	n/a	14735	non_target
58.0625000000	n/a	14864	response
59.0351562500	n/a	15113	target
60.5156250000	n/a	15492	non_target
61.0664062500	n/a	15633	response
61.9960937500	n/a	15871	non_target
62.4687500000	n/a	15992	response
63.4765625000	n/a	16250	non_target
64.0039062500	n/a	16385	response
64.9570312500	n/a	16629	target
66.4375000000	n/a	17008	non_target
66.8945312500	n/a	17125	response
67.5156250000	n/a	17284	non_target
68.0664062500	n/a	17425	response
68.9960937500	n/a	17663	target
70.4765625000	n/a	18042	non_target
70.9570312500	n/a	18165	response
71.9687500000	n/a	18424	non_target
72.8750000000	n/a	18656	response
73.4492187500	n/a	18803	non_target
73.9023437500	n/a	18919	response
74.5156250000	n/a	19076	non_target
75.0195312500	n/a	19205	response
76.0117187500	n/a	19459	non_target
76.7148437500	n/a	19639	response
77.4882812500	n/a	19837	target
78.9687500000	n/a	20216	non_target
79.3984375000	n/a	20326	response
80.0351562500	n/a	20489	non_target
80.5156250000	n/a	20612	response
81.5156250000	n/a	20868	non_target
81.9101562500	n/a	20969	response
82.5820312500	n/a	21141	target
84.0781250000	n/a	21524	non_target
84.5039062500	n/a	21633	response
85.1445312500	n/a	21797	non_target
85.6953125000	n/a	21938	response
86.6210937500	n/a	22175	non_target
87.2929687500	n/a	22347	response
88.1171875000	n/a	22558	non_target
89.0703125000	n/a	22802	response
89.5976562500	n/a	22937	non_target
90.0195312500	n/a	23045	response
90.6640625000	n/a	23210	non_target
91.0898437500	n/a	23319	response
91.7421875000	n/a	23486	non_target
92.1679687500	n/a	23595	response
92.8242187500	n/a	23763	non_target
93.2460937500	n/a	23871	response
93.8906250000	n/a	24036	non_target
94.3242187500	n/a	24147	response
94.9570312500	n/a	24309	non_target
95.3710937500	n/a	24415	response
96.0351562500	n/a	24585	non_target
96.4648437500	n/a	24695	response
97.1015625000	n/a	24858	non_target
97.5468750000	n/a	24972	response
98.1718750000	n/a	25132	non_target
98.6367187500	n/a	25251	response
99.6484375000	n/a	25510	non_target
100.1484375000	n/a	25638	response
101.1445312500	n/a	25893	non_target
101.5117187500	n/a	25987	response
102.2109375000	n/a	26166	non_target
102.7148437500	n/a	26295	response
103.6875000000	n/a	26544	non_target
104.1484375000	n/a	26662	response
104.7695312500	n/a	26821	non_target
105.2460937500	n/a	26943	response
106.2500000000	n/a	27200	non_target
106.6875000000	n/a	27312	response
107.3281250000	n/a	27476	target
108.8085937500	n/a	27855	non_target
109.2617187500	n/a	27971	response
109.8789062500	n/a	28129	non_target
110.3710937500	n/a	28255	response
111.3554687500	n/a	28507	non_target
111.7812500000	n/a	28616	response
112.4218750000	n/a	28780	target
113.9023437500	n/a	29159	non_target
114.3085937500	n/a	29263	response
114.9687500000	n/a	29432	non_target
115.4375000000	n/a	29552	response
116.4492187500	n/a	29811	non_target
116.8515625000	n/a	29914	response
117.5273437500	n/a	30087	non_target
118.2382812500	n/a	30269	response
119.0078125000	n/a	30466	non_target
119.3984375000	n/a	30566	response
120.0898437500	n/a	30743	non_target
120.5312500000	n/a	30856	response
121.1679687500	n/a	31019	non_target
121.5898437500	n/a	31127	response
122.2343750000	n/a	31292	non_target
122.6445312500	n/a	31397	response
123.3164062500	n/a	31569	non_target
123.6875000000	n/a	31664	response
124.3945312500	n/a	31845	target
125.8750000000	n/a	32224	non_target
126.3867187500	n/a	32355	response
127.3554687500	n/a	32603	non_target
128.0468750000	n/a	32780	response
128.8476562500	n/a	32985	non_target
130.1015625000	n/a	33306	response
130.3281250000	n/a	33364	target
130.7382812500	n/a	33469	response
131.3945312500	n/a	33637	non_target
131.8242187500	n/a	33747	response
132.4765625000	n/a	33914	non_target
132.8945312500	n/a	34021	response
133.5429687500	n/a	34187	non_target
133.9414062500	n/a	34289	response
134.6093750000	n/a	34460	non_target
135.0078125000	n/a	34562	response
135.6875000000	n/a	34736	target
137.1679687500	n/a	35115	non_target
137.5703125000	n/a	35218	response
138.2500000000	n/a	35392	non_target
138.6796875000	n/a	35502	response
139.3164062500	n/a	35665	non_target
139.9726562500	n/a	35833	response
140.7968750000	n/a	36044	non_target
141.1406250000	n/a	36132	response
141.8632812500	n/a	36317	non_target
142.2890625000	n/a	36426	response
142.9414062500	n/a	36593	non_target
143.3593750000	n/a	36700	response
144.0195312500	n/a	36869	non_target
144.5195312500	n/a	36997	response
145.5000000000	n/a	37248	non_target
145.8398437500	n/a	37335	response
146.5703125000	n/a	37522	target
148.0468750000	n/a	37900	non_target
148.4453125000	n/a	38002	response
149.1132812500	n/a	38173	non_target
149.5351562500	n/a	38281	response
150.1953125000	n/a	38450	non_target
150.6093750000	n/a	38556	response
151.2734375000	n/a	38726	non_target
151.6601562500	n/a	38825	response
