onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
25.49511719	n/a	6526.75	largeHSmallT	correct	incongruent	1.5962	yes	H	T
27.09130859	n/a	6935.375	responseLargeH	correct	n/a	1.5962	yes	n/a	n/a
28.17285156	n/a	7212.25	largeHSmallT	correct	incongruent	1.561	yes	H	T
29.73388672	n/a	7611.875	responseLargeH	correct	n/a	1.561	yes	n/a	n/a
30.79980469	n/a	7884.75	largeHSmallT	correct	incongruent	1	no	H	T
31.79980469	n/a	8140.75	responseLargeH	correct	n/a	1	no	n/a	n/a
32.87988281	n/a	8417.25	largeHSmallT	correct	incongruent	0.47949	no	H	T
33.359375	n/a	8540	responseLargeH	correct	n/a	0.47949	no	n/a	n/a
34.43945312	n/a	8816.5	largeTSmallH	correct	incongruent	1.5132	yes	T	H
35.95263672	n/a	9203.875	responseLargeT	correct	n/a	1.5132	yes	n/a	n/a
37.02636719	n/a	9478.75	largeHSmallH	correct	congruent	0.5791	no	H	H
37.60546875	n/a	9627	responseLargeH	correct	n/a	0.5791	no	n/a	n/a
38.6796875	n/a	9902	largeHSmallT	correct	incongruent	0.74951	no	H	T
39.42919922	n/a	10093.875	responseLargeH	correct	n/a	0.74951	no	n/a	n/a
40.50585938	n/a	10369.5	largeHSmallT	correct	incongruent	0.83594	no	H	T
41.34179688	n/a	10583.5	responseLargeH	correct	n/a	0.83594	no	n/a	n/a
42.41259766	n/a	10857.625	largeHSmallH	correct	congruent	0.75977	no	H	H
43.17236328	n/a	11052.125	responseLargeH	correct	n/a	0.75977	no	n/a	n/a
44.25244141	n/a	11328.625	largeHSmallH	correct	congruent	0.52441	no	H	H
44.77685547	n/a	11462.875	responseLargeH	correct	n/a	0.52441	no	n/a	n/a
45.85253906	n/a	11738.25	largeTSmallH	correct	incongruent	0.54346	no	T	H
46.39599609	n/a	11877.375	responseLargeT	correct	n/a	0.54346	no	n/a	n/a
47.46582031	n/a	12151.25	largeTSmallT	correct	congruent	0.65186	no	T	T
48.11767578	n/a	12318.125	responseLargeT	correct	n/a	0.65186	no	n/a	n/a
49.19921875	n/a	12595	largeHSmallT	correct	incongruent	0.51562	no	H	T
49.71484375	n/a	12727	responseLargeH	correct	n/a	0.51562	no	n/a	n/a
50.78515625	n/a	13001	largeHSmallH	correct	congruent	0.65674	no	H	H
51.44189453	n/a	13169.125	responseLargeH	correct	n/a	0.65674	no	n/a	n/a
52.51904297	n/a	13444.875	largeTSmallT	correct	congruent	0.57959	no	T	T
53.09863281	n/a	13593.25	responseLargeT	correct	n/a	0.57959	no	n/a	n/a
54.17236328	n/a	13868.125	largeHSmallH	correct	congruent	0.52441	no	H	H
54.69677734	n/a	14002.375	responseLargeH	correct	n/a	0.52441	no	n/a	n/a
55.75878906	n/a	14274.25	largeTSmallH	correct	incongruent	0.94531	no	T	H
56.70410156	n/a	14516.25	responseLargeT	correct	n/a	0.94531	no	n/a	n/a
57.77246094	n/a	14789.75	largeTSmallT	correct	congruent	0.68506	no	T	T
58.45751953	n/a	14965.125	responseLargeT	correct	n/a	0.68506	no	n/a	n/a
59.53222656	n/a	15240.25	largeTSmallH	correct	incongruent	0.6626	no	T	H
60.19482422	n/a	15409.875	responseLargeT	correct	n/a	0.6626	no	n/a	n/a
61.265625	n/a	15684	largeHSmallT	correct	incongruent	0.51611	no	H	T
61.78173828	n/a	15816.125	responseLargeH	correct	n/a	0.51611	no	n/a	n/a
62.86572266	n/a	16093.625	largeTSmallT	correct	congruent	0.68408	no	T	T
