onset	duration	sample	value	stimulus	response_type	response_time
10.65625	n/a	2728	D	nontarget	n/a	n/a
12.67578125	n/a	3245	B	nontarget	n/a	n/a
14.26171875	n/a	3651	D	nontarget	n/a	n/a
15.82421875	n/a	4051	A	nontarget	n/a	n/a
17.41015625	n/a	4457	C	nontarget	n/a	n/a
18.97265625	n/a	4857	C	target	hit	730.4688
19.703125	n/a	5044	rt	n/a	hit	730.4688
20.5625	n/a	5264	C	target	hit	613.2812
21.17578125	n/a	5421	rt	n/a	hit	613.2812
22.1171875	n/a	5662	D	nontarget	n/a	n/a
23.69140625	n/a	6065	D	target	hit	562.5
24.25390625	n/a	6209	rt	n/a	hit	562.5
25.265625	n/a	6468	B	nontarget	n/a	n/a
26.83984375	n/a	6871	B	target	hit	386.7188
27.2265625	n/a	6970	rt	n/a	hit	386.7188
28.4140625	n/a	7274	D	nontarget	n/a	n/a
29.984375	n/a	7676	B	nontarget	n/a	n/a
31.546875	n/a	8076	B	target	hit	476.5625
32.0234375	n/a	8198	rt	n/a	hit	476.5625
33.10546875	n/a	8475	A	nontarget	n/a	n/a
34.6640625	n/a	8874	A	target	hit	375
35.0390625	n/a	8970	rt	n/a	hit	375
36.2265625	n/a	9274	C	nontarget	n/a	n/a
37.796875	n/a	9676	B	nontarget	n/a	n/a
39.359375	n/a	10076	D	nontarget	n/a	n/a
40.91796875	n/a	10475	B	nontarget	n/a	n/a
42.4765625	n/a	10874	B	target	hit	628.9062
43.10546875	n/a	11035	rt	n/a	hit	628.9062
44.0390625	n/a	11274	B	target	hit	558.5938
44.59765625	n/a	11417	rt	n/a	hit	558.5938
45.59765625	n/a	11673	C	nontarget	n/a	n/a
47.16015625	n/a	12073	B	nontarget	n/a	n/a
48.71875	n/a	12472	B	target	hit	667.9688
49.38671875	n/a	12643	rt	n/a	hit	667.9688
50.27734375	n/a	12871	B	target	hit	441.4062
50.71875	n/a	12984	rt	n/a	hit	441.4062
51.83984375	n/a	13271	A	nontarget	n/a	n/a
53.3984375	n/a	13670	A	target	hit	554.6875
53.953125	n/a	13812	rt	n/a	hit	554.6875
54.95703125	n/a	14069	A	target	hit	468.75
55.42578125	n/a	14189	rt	n/a	hit	468.75
56.51953125	n/a	14469	C	nontarget	n/a	n/a
58.078125	n/a	14868	B	nontarget	n/a	n/a
59.65234375	n/a	15271	D	nontarget	n/a	n/a
61.2109375	n/a	15670	D	target	hit	515.625
61.7265625	n/a	15802	rt	n/a	hit	515.625
62.78515625	n/a	16073	C	nontarget	n/a	n/a
64.359375	n/a	16476	C	target	hit	550.7812
64.91015625	n/a	16617	rt	n/a	hit	550.7812
65.9296875	n/a	16878	C	target	hit	429.6875
66.359375	n/a	16988	rt	n/a	hit	429.6875
67.50390625	n/a	17281	C	target	hit	378.9062
67.8828125	n/a	17378	rt	n/a	hit	378.9062
69.0625	n/a	17680	C	target	hit	386.7188
69.44921875	n/a	17779	rt	n/a	hit	386.7188
70.625	n/a	18080	B	nontarget	n/a	n/a
72.18359375	n/a	18479	D	nontarget	n/a	n/a
73.74609375	n/a	18879	D	target	hit	519.5312
74.265625	n/a	19012	rt	n/a	hit	519.5312
75.3046875	n/a	19278	C	nontarget	n/a	n/a
76.86328125	n/a	19677	A	nontarget	n/a	n/a
78.4375	n/a	20080	D	nontarget	n/a	n/a
79.99609375	n/a	20479	B	nontarget	n/a	n/a
81.55859375	n/a	20879	B	target	miss	n/a
83.1171875	n/a	21278	B	target	hit	500
83.6171875	n/a	21406	rt	n/a	hit	500
84.67578125	n/a	21677	B	target	hit	406.25
85.08203125	n/a	21781	rt	n/a	hit	406.25
86.23828125	n/a	22077	B	target	hit	488.2812
86.7265625	n/a	22202	rt	n/a	hit	488.2812
87.796875	n/a	22476	A	nontarget	n/a	n/a
89.35546875	n/a	22875	A	target	hit	476.5625
89.83203125	n/a	22997	rt	n/a	hit	476.5625
90.91796875	n/a	23275	D	nontarget	n/a	n/a
92.4765625	n/a	23674	D	target	hit	445.3125
92.921875	n/a	23788	rt	n/a	hit	445.3125
94.0390625	n/a	24074	C	nontarget	n/a	n/a
95.59765625	n/a	24473	C	target	hit	457.0312
96.0546875	n/a	24590	rt	n/a	hit	457.0312
97.15625	n/a	24872	D	nontarget	false_alarm	480.4688
97.63671875	n/a	24995	rt	n/a	false_alarm	480.4688
98.71484375	n/a	25271	C	nontarget	n/a	n/a
100.2773438	n/a	25671	A	nontarget	n/a	n/a
101.8359375	n/a	26070	C	nontarget	n/a	n/a
103.3984375	n/a	26470	C	target	hit	519.5312
103.9179688	n/a	26603	rt	n/a	hit	519.5312
104.9570312	n/a	26869	C	target	hit	460.9375
105.4179688	n/a	26987	rt	n/a	hit	460.9375
106.515625	n/a	27268	A	nontarget	n/a	n/a
108.078125	n/a	27668	B	nontarget	n/a	n/a
109.6367188	n/a	28067	D	nontarget	n/a	n/a
111.1992188	n/a	28467	D	target	hit	550.7812
111.75	n/a	28608	rt	n/a	hit	550.7812
112.7578125	n/a	28866	A	nontarget	n/a	n/a
114.3164062	n/a	29265	A	target	hit	472.6562
114.7890625	n/a	29386	rt	n/a	hit	472.6562
115.875	n/a	29664	A	target	hit	429.6875
116.3046875	n/a	29774	rt	n/a	hit	429.6875
117.4375	n/a	30064	C	nontarget	n/a	n/a
119.0117188	n/a	30467	C	target	hit	585.9375
119.5976562	n/a	30617	rt	n/a	hit	585.9375
120.5820312	n/a	30869	C	target	hit	480.4688
121.0625	n/a	30992	rt	n/a	hit	480.4688
122.15625	n/a	31272	B	nontarget	n/a	n/a
123.7304688	n/a	31675	B	target	miss	n/a
125.3046875	n/a	32078	D	nontarget	miss	n/a
126.875	n/a	32480	A	nontarget	n/a	n/a
128.4375	n/a	32880	B	nontarget	n/a	n/a
129.9960938	n/a	33279	C	nontarget	n/a	n/a
131.5585938	n/a	33679	D	nontarget	n/a	n/a
133.1171875	n/a	34078	B	nontarget	n/a	n/a
134.6757812	n/a	34477	D	nontarget	n/a	n/a
136.234375	n/a	34876	B	nontarget	n/a	n/a
137.796875	n/a	35276	C	nontarget	n/a	n/a
139.3554688	n/a	35675	A	nontarget	n/a	n/a
140.9179688	n/a	36075	D	nontarget	n/a	n/a
142.4765625	n/a	36474	A	nontarget	n/a	n/a
144.0351562	n/a	36873	C	nontarget	n/a	n/a
145.5976562	n/a	37273	C	target	hit	535.1562
146.1328125	n/a	37410	rt	n/a	hit	535.1562
147.15625	n/a	37672	C	target	hit	722.6562
147.8789062	n/a	37857	rt	n/a	hit	722.6562
148.7148438	n/a	38071	B	nontarget	n/a	n/a
150.2773438	n/a	38471	D	nontarget	n/a	n/a
151.8359375	n/a	38870	C	nontarget	n/a	n/a
153.3945312	n/a	39269	D	nontarget	n/a	n/a
154.9570312	n/a	39669	A	nontarget	n/a	n/a
156.515625	n/a	40068	D	nontarget	n/a	n/a
158.0742188	n/a	40467	A	nontarget	n/a	n/a
159.6367188	n/a	40867	D	nontarget	n/a	n/a
161.1953125	n/a	41266	B	nontarget	n/a	n/a
