onset	duration	sample	value	response_type	response_time
21.26953125	n/a	5445	nontarget	correct	0.51953
21.7890625	n/a	5578	rt	correct	0.51953
22.76171875	n/a	5827	nontarget	correct	0.34766
23.109375	n/a	5916	rt	correct	0.34766
23.84375	n/a	6104	nontarget	correct	0.29688
24.140625	n/a	6180	rt	correct	0.29688
24.91015625	n/a	6377	nontarget	correct	0.30859
25.21875	n/a	6456	rt	correct	0.30859
25.9765625	n/a	6650	nontarget	correct	0.28516
26.26171875	n/a	6723	rt	correct	0.28516
27.04296875	n/a	6923	nontarget	correct	0.28516
27.328125	n/a	6996	rt	correct	0.28516
28.109375	n/a	7196	nontarget	correct	0.30859
28.41796875	n/a	7275	rt	correct	0.30859
29.17578125	n/a	7469	nontarget	correct	0.25391
29.4296875	n/a	7534	rt	correct	0.25391
30.2578125	n/a	7746	nontarget	correct	0.36719
30.625	n/a	7840	rt	correct	0.36719
31.32421875	n/a	8019	nontarget	correct	0.42969
31.75390625	n/a	8129	rt	correct	0.42969
32.390625	n/a	8292	nontarget	correct	0.50781
32.8984375	n/a	8422	rt	correct	0.50781
33.8828125	n/a	8674	nontarget	correct	0.3125
34.1953125	n/a	8754	rt	correct	0.3125
34.94921875	n/a	8947	nontarget	correct	0.35156
35.30078125	n/a	9037	rt	correct	0.35156
36.02734375	n/a	9223	nontarget	correct	0.26953
36.296875	n/a	9292	rt	correct	0.26953
37.09765625	n/a	9497	nontarget	correct	0.27344
37.37109375	n/a	9567	rt	correct	0.27344
38.1640625	n/a	9770	nontarget	correct	0.25391
38.41796875	n/a	9835	rt	correct	0.25391
39.23046875	n/a	10043	nontarget	correct	0.34375
39.57421875	n/a	10131	rt	correct	0.34375
40.296875	n/a	10316	nontarget	correct	0.29688
40.59375	n/a	10392	rt	correct	0.29688
41.36328125	n/a	10589	nontarget	correct	0.28516
41.6484375	n/a	10662	rt	correct	0.28516
42.4296875	n/a	10862	target	correct	n/a
43.91015625	n/a	11241	nontarget	correct	0.24219
44.15234375	n/a	11303	rt	correct	0.24219
44.98828125	n/a	11517	target	incorrect	0.30078
45.2890625	n/a	11594	rt	incorrect	0.30078
46.0546875	n/a	11790	nontarget	correct	0.36719
46.421875	n/a	11884	rt	correct	0.36719
47.13671875	n/a	12067	nontarget	correct	0.4375
