onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
12.2265625	n/a	3130	largeHSmallT	correct	incongruent	0.82812	no	H	T
13.0546875	n/a	3342	responseLargeH	correct	n/a	0.82812	no	n/a	n/a
14.1171875	n/a	3614	largeTSmallH	correct	incongruent	0.33984	no	T	H
14.45703125	n/a	3701	responseLargeT	correct	n/a	0.33984	no	n/a	n/a
15.53125	n/a	3976	largeTSmallH	correct	incongruent	0.47656	no	T	H
16.0078125	n/a	4098	responseLargeT	correct	n/a	0.47656	no	n/a	n/a
17.0625	n/a	4368	largeHSmallH	correct	congruent	0.32422	no	H	H
17.38671875	n/a	4451	responseLargeH	correct	n/a	0.32422	no	n/a	n/a
18.453125	n/a	4724	largeTSmallT	correct	congruent	0.35938	no	T	T
18.8125	n/a	4816	responseLargeT	correct	n/a	0.35938	no	n/a	n/a
19.87890625	n/a	5089	largeTSmallH	correct	incongruent	0.42578	no	T	H
20.3046875	n/a	5198	responseLargeT	correct	n/a	0.42578	no	n/a	n/a
21.37109375	n/a	5471	largeTSmallT	correct	congruent	0.40234	no	T	T
21.7734375	n/a	5574	responseLargeT	correct	n/a	0.40234	no	n/a	n/a
22.8359375	n/a	5846	largeHSmallH	correct	congruent	0.50391	no	H	H
23.33984375	n/a	5975	responseLargeH	correct	n/a	0.50391	no	n/a	n/a
24.41015625	n/a	6249	largeHSmallT	correct	incongruent	0.40234	no	H	T
24.8125	n/a	6352	responseLargeH	correct	n/a	0.40234	no	n/a	n/a
25.87890625	n/a	6625	largeHSmallH	correct	congruent	0.46875	no	H	H
26.34765625	n/a	6745	responseLargeH	correct	n/a	0.46875	no	n/a	n/a
27.41015625	n/a	7017	largeTSmallT	correct	congruent	0.41016	no	T	T
27.8203125	n/a	7122	responseLargeT	correct	n/a	0.41016	no	n/a	n/a
28.890625	n/a	7396	largeTSmallT	correct	congruent	0.42969	no	T	T
29.3203125	n/a	7506	responseLargeT	correct	n/a	0.42969	no	n/a	n/a
30.3984375	n/a	7782	largeTSmallT	correct	congruent	0.45312	no	T	T
30.8515625	n/a	7898	responseLargeT	correct	n/a	0.45312	no	n/a	n/a
31.91796875	n/a	8171	largeHSmallT	correct	incongruent	0.55859	no	H	T
32.4765625	n/a	8314	responseLargeH	correct	n/a	0.55859	no	n/a	n/a
33.54296875	n/a	8587	largeHSmallT	correct	incongruent	0.41797	no	H	T
33.9609375	n/a	8694	responseLargeH	correct	n/a	0.41797	no	n/a	n/a
35.0234375	n/a	8966	largeHSmallT	correct	incongruent	0.37891	no	H	T
35.40234375	n/a	9063	responseLargeH	correct	n/a	0.37891	no	n/a	n/a
36.4765625	n/a	9338	largeHSmallH	correct	congruent	0.38281	no	H	H
36.859375	n/a	9436	responseLargeH	correct	n/a	0.38281	no	n/a	n/a
37.9296875	n/a	9710	largeTSmallT	correct	congruent	0.51172	no	T	T
38.44140625	n/a	9841	responseLargeT	correct	n/a	0.51172	no	n/a	n/a
39.50390625	n/a	10113	largeTSmallT	correct	congruent	0.42578	no	T	T
39.9296875	n/a	10222	responseLargeT	correct	n/a	0.42578	no	n/a	n/a
40.99609375	n/a	10495	largeTSmallH	correct	incongruent	0.38281	no	T	H
41.37890625	n/a	10593	responseLargeT	correct	n/a	0.38281	no	n/a	n/a
42.44921875	n/a	10867	largeTSmallH	correct	incongruent	0.40625	no	T	H
42.85546875	n/a	10971	responseLargeT	correct	n/a	0.40625	no	n/a	n/a
43.91796875	n/a	11243	largeTSmallT	correct	congruent	0.4375	no	T	T
44.35546875	n/a	11355	responseLargeT	correct	n/a	0.4375	no	n/a	n/a
45.41015625	n/a	11625	largeHSmallH	error	congruent	0.72266	no	H	H
46.1328125	n/a	11810	responseLargeT	error	n/a	0.72266	no	n/a	n/a
47.2109375	n/a	12086	largeHSmallT	correct	incongruent	0.5	no	H	T
47.7109375	n/a	12214	responseLargeH	correct	n/a	0.5	no	n/a	n/a
48.78515625	n/a	12489	largeTSmallH	error	incongruent	0.42969	no	T	H
49.21484375	n/a	12599	responseLargeH	error	n/a	0.42969	no	n/a	n/a
50.27734375	n/a	12871	largeTSmallT	correct	congruent	0.64453	no	T	T
50.921875	n/a	13036	responseLargeT	correct	n/a	0.64453	no	n/a	n/a
51.99609375	n/a	13311	largeHSmallT	correct	incongruent	0.5625	no	H	T
52.55859375	n/a	13455	responseLargeH	correct	n/a	0.5625	no	n/a	n/a
53.625	n/a	13728	largeTSmallT	correct	congruent	0.56641	no	T	T
54.19140625	n/a	13873	responseLargeT	correct	n/a	0.56641	no	n/a	n/a
55.25	n/a	14144	largeTSmallH	correct	incongruent	0.58203	no	T	H
55.83203125	n/a	14293	responseLargeT	correct	n/a	0.58203	no	n/a	n/a
56.890625	n/a	14564	largeHSmallH	correct	congruent	0.64062	no	H	H
57.53125	n/a	14728	responseLargeH	correct	n/a	0.64062	no	n/a	n/a
58.59765625	n/a	15001	largeHSmallT	correct	incongruent	0.71484	no	H	T
59.3125	n/a	15184	responseLargeH	correct	n/a	0.71484	no	n/a	n/a
60.37109375	n/a	15455	largeHSmallT	correct	incongruent	0.61328	no	H	T
60.984375	n/a	15612	responseLargeH	correct	n/a	0.61328	no	n/a	n/a
62.0625	n/a	15888	largeHSmallH	correct	congruent	0.39453	no	H	H
62.45703125	n/a	15989	responseLargeH	correct	n/a	0.39453	no	n/a	n/a
63.53125	n/a	16264	largeTSmallH	correct	incongruent	0.39062	no	T	H
63.921875	n/a	16364	responseLargeT	correct	n/a	0.39062	no	n/a	n/a
64.99609375	n/a	16639	largeTSmallT	correct	congruent	0.42188	no	T	T
65.41796875	n/a	16747	responseLargeT	correct	n/a	0.42188	no	n/a	n/a
66.48828125	n/a	17021	largeTSmallH	correct	incongruent	0.69141	no	T	H
67.1796875	n/a	17198	responseLargeT	correct	n/a	0.69141	no	n/a	n/a
68.25	n/a	17472	largeHSmallH	correct	congruent	0.4375	no	H	H
68.6875	n/a	17584	responseLargeH	correct	n/a	0.4375	no	n/a	n/a
69.7578125	n/a	17858	largeTSmallT	correct	congruent	0.45312	no	T	T
70.2109375	n/a	17974	responseLargeT	correct	n/a	0.45312	no	n/a	n/a
71.27734375	n/a	18247	largeHSmallT	correct	incongruent	0.50781	no	H	T
71.78515625	n/a	18377	responseLargeH	correct	n/a	0.50781	no	n/a	n/a
72.8515625	n/a	18650	largeTSmallT	correct	congruent	0.55859	no	T	T
73.41015625	n/a	18793	responseLargeT	correct	n/a	0.55859	no	n/a	n/a
74.4765625	n/a	19066	largeTSmallH	correct	incongruent	0.96875	no	T	H
75.4453125	n/a	19314	responseLargeT	correct	n/a	0.96875	no	n/a	n/a
76.515625	n/a	19588	largeTSmallH	correct	incongruent	0.50391	no	T	H
77.01953125	n/a	19717	responseLargeT	correct	n/a	0.50391	no	n/a	n/a
78.08984375	n/a	19991	largeTSmallH	correct	incongruent	0.64453	no	T	H
78.734375	n/a	20156	responseLargeT	correct	n/a	0.64453	no	n/a	n/a
79.796875	n/a	20428	largeHSmallT	correct	incongruent	0.56641	no	H	T
80.36328125	n/a	20573	responseLargeH	correct	n/a	0.56641	no	n/a	n/a
81.4375	n/a	20848	largeHSmallT	correct	incongruent	0.54297	no	H	T
81.98046875	n/a	20987	responseLargeH	correct	n/a	0.54297	no	n/a	n/a
83.03515625	n/a	21257	largeHSmallH	correct	congruent	0.55469	no	H	H
83.58984375	n/a	21399	responseLargeH	correct	n/a	0.55469	no	n/a	n/a
84.6640625	n/a	21674	largeTSmallH	correct	incongruent	0.91016	no	T	H
85.57421875	n/a	21907	responseLargeT	correct	n/a	0.91016	no	n/a	n/a
86.6484375	n/a	22182	largeHSmallT	correct	incongruent	0.96484	no	H	T
87.61328125	n/a	22429	responseLargeH	correct	n/a	0.96484	no	n/a	n/a
88.69140625	n/a	22705	largeTSmallH	correct	incongruent	0.50391	no	T	H
89.1953125	n/a	22834	responseLargeT	correct	n/a	0.50391	no	n/a	n/a
90.26171875	n/a	23107	largeHSmallH	correct	congruent	0.51172	no	H	H
90.7734375	n/a	23238	responseLargeH	correct	n/a	0.51172	no	n/a	n/a
91.8359375	n/a	23510	largeHSmallH	correct	congruent	0.78906	no	H	H
92.625	n/a	23712	responseLargeH	correct	n/a	0.78906	no	n/a	n/a
93.703125	n/a	23988	largeHSmallH	error	congruent	4.4414	yes	H	H
98.14453125	n/a	25125	responseLargeT	error	n/a	4.4414	yes	n/a	n/a
99.22265625	n/a	25401	largeHSmallH	correct	congruent	0.49609	no	H	H
99.71875	n/a	25528	responseLargeH	correct	n/a	0.49609	no	n/a	n/a
100.78125	n/a	25800	largeHSmallH	correct	congruent	0.49219	no	H	H
101.2734375	n/a	25926	responseLargeH	correct	n/a	0.49219	no	n/a	n/a
102.34375	n/a	26200	largeHSmallT	correct	incongruent	0.71094	no	H	T
103.0546875	n/a	26382	responseLargeH	correct	n/a	0.71094	no	n/a	n/a
104.1171875	n/a	26654	largeHSmallH	correct	congruent	0.46484	no	H	H
104.5820312	n/a	26773	responseLargeH	correct	n/a	0.46484	no	n/a	n/a
105.6484375	n/a	27046	largeHSmallT	correct	incongruent	0.51953	no	H	T
106.1679688	n/a	27179	responseLargeH	correct	n/a	0.51953	no	n/a	n/a
107.234375	n/a	27452	largeHSmallT	correct	incongruent	0.39062	no	H	T
107.625	n/a	27552	responseLargeH	correct	n/a	0.39062	no	n/a	n/a
108.6875	n/a	27824	largeHSmallH	correct	congruent	0.49219	no	H	H
109.1796875	n/a	27950	responseLargeH	correct	n/a	0.49219	no	n/a	n/a
110.25	n/a	28224	largeTSmallH	correct	incongruent	0.58203	no	T	H
110.8320312	n/a	28373	responseLargeT	correct	n/a	0.58203	no	n/a	n/a
111.9023438	n/a	28647	largeHSmallT	correct	incongruent	0.49609	no	H	T
112.3984375	n/a	28774	responseLargeH	correct	n/a	0.49609	no	n/a	n/a
113.4609375	n/a	29046	largeHSmallH	correct	congruent	0.49219	no	H	H
113.953125	n/a	29172	responseLargeH	correct	n/a	0.49219	no	n/a	n/a
115.0234375	n/a	29446	largeTSmallT	correct	congruent	0.39062	no	T	T
115.4140625	n/a	29546	responseLargeT	correct	n/a	0.39062	no	n/a	n/a
116.4882812	n/a	29821	largeHSmallH	correct	congruent	0.41797	no	H	H
116.90625	n/a	29928	responseLargeH	correct	n/a	0.41797	no	n/a	n/a
117.96875	n/a	30200	largeHSmallT	correct	incongruent	0.57812	no	H	T
