onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
5.421875	n/a	1388	largeTSmallH	n/a	incongruent	n/a	n/a	T	H
21.84765625	n/a	5593	largeTSmallT	n/a	congruent	n/a	n/a	T	T
53.984375	n/a	13820	largeTSmallT	correct	congruent	1.1328	no	T	T
55.1171875	n/a	14110	responseLargeT	correct	n/a	1.1328	no	n/a	n/a
56.19921875	n/a	14387	largeHSmallT	correct	incongruent	1.2891	no	H	T
57.48828125	n/a	14717	responseLargeH	correct	n/a	1.2891	no	n/a	n/a
58.55859375	n/a	14991	largeHSmallT	correct	incongruent	0.80469	no	H	T
59.36328125	n/a	15197	responseLargeH	correct	n/a	0.80469	no	n/a	n/a
60.4375	n/a	15472	largeHSmallT	correct	incongruent	0.82031	no	H	T
61.2578125	n/a	15682	responseLargeH	correct	n/a	0.82031	no	n/a	n/a
62.33203125	n/a	15957	largeTSmallH	correct	incongruent	0.49609	no	T	H
62.828125	n/a	16084	responseLargeT	correct	n/a	0.49609	no	n/a	n/a
63.890625	n/a	16356	largeHSmallH	correct	congruent	0.75781	no	H	H
64.6484375	n/a	16550	responseLargeH	correct	n/a	0.75781	no	n/a	n/a
65.71875	n/a	16824	largeTSmallH	correct	incongruent	0.48828	no	T	H
66.20703125	n/a	16949	responseLargeT	correct	n/a	0.48828	no	n/a	n/a
67.27734375	n/a	17223	largeTSmallT	correct	congruent	0.66797	no	T	T
67.9453125	n/a	17394	responseLargeT	correct	n/a	0.66797	no	n/a	n/a
69.01171875	n/a	17667	largeTSmallT	correct	congruent	0.4375	no	T	T
69.44921875	n/a	17779	responseLargeT	correct	n/a	0.4375	no	n/a	n/a
70.51953125	n/a	18053	largeHSmallH	correct	congruent	0.48828	no	H	H
71.0078125	n/a	18178	responseLargeH	correct	n/a	0.48828	no	n/a	n/a
72.06640625	n/a	18449	largeHSmallH	correct	congruent	0.46094	no	H	H
72.52734375	n/a	18567	responseLargeH	correct	n/a	0.46094	no	n/a	n/a
73.59765625	n/a	18841	largeTSmallT	correct	congruent	0.44922	no	T	T
74.046875	n/a	18956	responseLargeT	correct	n/a	0.44922	no	n/a	n/a
75.10546875	n/a	19227	largeHSmallH	correct	congruent	0.44922	no	H	H
75.5546875	n/a	19342	responseLargeH	correct	n/a	0.44922	no	n/a	n/a
76.625	n/a	19616	largeHSmallH	correct	congruent	0.42578	no	H	H
77.05078125	n/a	19725	responseLargeH	correct	n/a	0.42578	no	n/a	n/a
78.1171875	n/a	19998	largeTSmallH	correct	incongruent	0.33984	no	T	H
78.45703125	n/a	20085	responseLargeT	correct	n/a	0.33984	no	n/a	n/a
79.53125	n/a	20360	largeHSmallT	correct	incongruent	0.76172	no	H	T
80.29296875	n/a	20555	responseLargeH	correct	n/a	0.76172	no	n/a	n/a
81.37109375	n/a	20831	largeHSmallH	correct	congruent	0.61328	no	H	H
81.984375	n/a	20988	responseLargeH	correct	n/a	0.61328	no	n/a	n/a
83.05078125	n/a	21261	largeHSmallT	correct	incongruent	0.45703	no	H	T
83.5078125	n/a	21378	responseLargeH	correct	n/a	0.45703	no	n/a	n/a
84.5859375	n/a	21654	largeTSmallT	correct	congruent	0.58594	no	T	T
85.171875	n/a	21804	responseLargeT	correct	n/a	0.58594	no	n/a	n/a
86.23828125	n/a	22077	largeHSmallH	correct	congruent	0.53906	no	H	H
86.77734375	n/a	22215	responseLargeH	correct	n/a	0.53906	no	n/a	n/a
87.8359375	n/a	22486	largeTSmallT	correct	congruent	0.47266	no	T	T
88.30859375	n/a	22607	responseLargeT	correct	n/a	0.47266	no	n/a	n/a
89.37109375	n/a	22879	largeTSmallT	correct	congruent	0.44531	no	T	T
89.81640625	n/a	22993	responseLargeT	correct	n/a	0.44531	no	n/a	n/a
90.87890625	n/a	23265	largeHSmallT	correct	incongruent	0.44531	no	H	T
91.32421875	n/a	23379	responseLargeH	correct	n/a	0.44531	no	n/a	n/a
92.3984375	n/a	23654	largeTSmallT	correct	congruent	0.67969	no	T	T
93.078125	n/a	23828	responseLargeT	correct	n/a	0.67969	no	n/a	n/a
94.14453125	n/a	24101	largeTSmallT	correct	congruent	0.57031	no	T	T
94.71484375	n/a	24247	responseLargeT	correct	n/a	0.57031	no	n/a	n/a
95.78515625	n/a	24521	largeTSmallH	correct	incongruent	0.42578	no	T	H
96.2109375	n/a	24630	responseLargeT	correct	n/a	0.42578	no	n/a	n/a
97.27734375	n/a	24903	largeHSmallH	correct	congruent	0.41797	no	H	H
97.6953125	n/a	25010	responseLargeH	correct	n/a	0.41797	no	n/a	n/a
98.7578125	n/a	25282	largeHSmallT	correct	incongruent	0.41016	no	H	T
99.16796875	n/a	25387	responseLargeH	correct	n/a	0.41016	no	n/a	n/a
100.2226562	n/a	25657	largeTSmallH	correct	incongruent	0.95312	no	T	H
101.1757812	n/a	25901	responseLargeT	correct	n/a	0.95312	no	n/a	n/a
102.2382812	n/a	26173	largeTSmallH	correct	incongruent	0.45703	no	T	H
102.6953125	n/a	26290	responseLargeT	correct	n/a	0.45703	no	n/a	n/a
103.7695312	n/a	26565	largeTSmallH	correct	incongruent	0.58984	no	T	H
104.359375	n/a	26716	responseLargeT	correct	n/a	0.58984	no	n/a	n/a
105.4257812	n/a	26989	largeHSmallT	correct	incongruent	0.42188	no	H	T
105.8476562	n/a	27097	responseLargeH	correct	n/a	0.42188	no	n/a	n/a
106.9179688	n/a	27371	largeHSmallT	correct	incongruent	0.46094	no	H	T
107.3789062	n/a	27489	responseLargeH	correct	n/a	0.46094	no	n/a	n/a
108.4492188	n/a	27763	largeHSmallT	correct	incongruent	0.45703	no	H	T
108.90625	n/a	27880	responseLargeH	correct	n/a	0.45703	no	n/a	n/a
109.984375	n/a	28156	largeTSmallT	correct	congruent	0.45312	no	T	T
110.4375	n/a	28272	responseLargeT	correct	n/a	0.45312	no	n/a	n/a
111.5039062	n/a	28545	largeHSmallH	correct	congruent	0.5	no	H	H
112.0039062	n/a	28673	responseLargeH	correct	n/a	0.5	no	n/a	n/a
113.0625	n/a	28944	largeHSmallT	error	incongruent	0.62891	no	H	T
113.6914062	n/a	29105	responseLargeT	error	n/a	0.62891	no	n/a	n/a
114.7421875	n/a	29374	largeTSmallH	correct	incongruent	1.2656	no	T	H
116.0078125	n/a	29698	responseLargeT	correct	n/a	1.2656	no	n/a	n/a
117.078125	n/a	29972	largeHSmallH	correct	congruent	0.66797	no	H	H
117.7460938	n/a	30143	responseLargeH	correct	n/a	0.66797	no	n/a	n/a
118.8085938	n/a	30415	largeHSmallT	correct	incongruent	1.1641	no	H	T
119.9726562	n/a	30713	responseLargeH	correct	n/a	1.1641	no	n/a	n/a
121.0351562	n/a	30985	largeTSmallH	correct	incongruent	0.55469	no	T	H
121.5898438	n/a	31127	responseLargeT	correct	n/a	0.55469	no	n/a	n/a
122.6640625	n/a	31402	largeTSmallH	correct	incongruent	0.62891	no	T	H
123.2929688	n/a	31563	responseLargeT	correct	n/a	0.62891	no	n/a	n/a
124.3554688	n/a	31835	largeHSmallH	correct	congruent	0.42969	no	H	H
124.7851562	n/a	31945	responseLargeH	correct	n/a	0.42969	no	n/a	n/a
125.8632812	n/a	32221	largeTSmallT	correct	congruent	0.45312	no	T	T
126.3164062	n/a	32337	responseLargeT	correct	n/a	0.45312	no	n/a	n/a
127.3828125	n/a	32610	largeTSmallH	correct	incongruent	0.48438	no	T	H
127.8671875	n/a	32734	responseLargeT	correct	n/a	0.48438	no	n/a	n/a
128.9296875	n/a	33006	largeHSmallT	correct	incongruent	0.42969	no	H	T
129.359375	n/a	33116	responseLargeH	correct	n/a	0.42969	no	n/a	n/a
130.4375	n/a	33392	largeHSmallH	correct	congruent	0.58203	no	H	H
131.0195312	n/a	33541	responseLargeH	correct	n/a	0.58203	no	n/a	n/a
132.078125	n/a	33812	largeTSmallT	correct	congruent	0.44531	no	T	T
132.5234375	n/a	33926	responseLargeT	correct	n/a	0.44531	no	n/a	n/a
133.5976562	n/a	34201	largeTSmallH	correct	incongruent	1.0938	no	T	H
134.6914062	n/a	34481	responseLargeT	correct	n/a	1.0938	no	n/a	n/a
135.7695312	n/a	34757	largeTSmallT	correct	congruent	0.78516	no	T	T
136.5546875	n/a	34958	responseLargeT	correct	n/a	0.78516	no	n/a	n/a
137.625	n/a	35232	largeHSmallT	correct	incongruent	0.52344	no	H	T
138.1484375	n/a	35366	responseLargeH	correct	n/a	0.52344	no	n/a	n/a
139.2109375	n/a	35638	largeTSmallH	correct	incongruent	0.77734	no	T	H
139.9882812	n/a	35837	responseLargeT	correct	n/a	0.77734	no	n/a	n/a
141.0507812	n/a	36109	largeTSmallT	correct	congruent	0.66406	no	T	T
141.7148438	n/a	36279	responseLargeT	correct	n/a	0.66406	no	n/a	n/a
142.78125	n/a	36552	largeHSmallT	correct	incongruent	0.53906	no	H	T
143.3203125	n/a	36690	responseLargeH	correct	n/a	0.53906	no	n/a	n/a
144.3945312	n/a	36965	largeTSmallH	correct	incongruent	0.86328	no	T	H
145.2578125	n/a	37186	responseLargeT	correct	n/a	0.86328	no	n/a	n/a
146.328125	n/a	37460	largeHSmallT	correct	incongruent	0.53906	no	H	T
146.8671875	n/a	37598	responseLargeH	correct	n/a	0.53906	no	n/a	n/a
147.9296875	n/a	37870	largeTSmallT	correct	congruent	0.44141	no	T	T
148.3710938	n/a	37983	responseLargeT	correct	n/a	0.44141	no	n/a	n/a
149.4492188	n/a	38259	largeHSmallH	correct	congruent	0.48828	no	H	H
149.9375	n/a	38384	responseLargeH	correct	n/a	0.48828	no	n/a	n/a
151.0078125	n/a	38658	largeHSmallH	correct	congruent	0.51172	no	H	H
151.5195312	n/a	38789	responseLargeH	correct	n/a	0.51172	no	n/a	n/a
152.5820312	n/a	39061	largeTSmallT	correct	congruent	0.56641	no	T	T
153.1484375	n/a	39206	responseLargeT	correct	n/a	0.56641	no	n/a	n/a
154.2226562	n/a	39481	largeTSmallT	correct	congruent	0.75	no	T	T
154.9726562	n/a	39673	responseLargeT	correct	n/a	0.75	no	n/a	n/a
156.0507812	n/a	39949	largeHSmallT	correct	incongruent	0.55469	no	H	T
156.6054688	n/a	40091	responseLargeH	correct	n/a	0.55469	no	n/a	n/a
157.6640625	n/a	40362	largeTSmallH	correct	incongruent	0.48828	no	T	H
158.1523438	n/a	40487	responseLargeT	correct	n/a	0.48828	no	n/a	n/a
159.2109375	n/a	40758	largeTSmallH	correct	incongruent	0.59766	no	T	H
159.8085938	n/a	40911	responseLargeT	correct	n/a	0.59766	no	n/a	n/a
160.875	n/a	41184	largeHSmallT	correct	incongruent	0.55469	no	H	T
161.4296875	n/a	41326	responseLargeH	correct	n/a	0.55469	no	n/a	n/a
162.5039062	n/a	41601	largeTSmallH	correct	incongruent	0.78516	no	T	H
163.2890625	n/a	41802	responseLargeT	correct	n/a	0.78516	no	n/a	n/a
164.3554688	n/a	42075	largeHSmallH	correct	congruent	0.60547	no	H	H
164.9609375	n/a	42230	responseLargeH	correct	n/a	0.60547	no	n/a	n/a
166.0234375	n/a	42502	largeHSmallH	correct	congruent	1.7109	yes	H	H
167.734375	n/a	42940	responseLargeH	correct	n/a	1.7109	yes	n/a	n/a
168.8085938	n/a	43215	largeHSmallT	correct	incongruent	0.53906	no	H	T
169.3476562	n/a	43353	responseLargeH	correct	n/a	0.53906	no	n/a	n/a
