onset	duration	sample	value	response_type	response_time
7.984375	n/a	2044	nontarget	correct	0.61719
8.6015625	n/a	2202	rt	correct	0.61719
9.4765625	n/a	2426	nontarget	correct	0.32812
9.8046875	n/a	2510	rt	correct	0.32812
10.54296875	n/a	2699	nontarget	correct	0.35547
10.8984375	n/a	2790	rt	correct	0.35547
11.609375	n/a	2972	target	correct	n/a
13.08984375	n/a	3351	nontarget	correct	0.33984
13.4296875	n/a	3438	rt	correct	0.33984
14.171875	n/a	3628	nontarget	correct	0.36328
14.53515625	n/a	3721	rt	correct	0.36328
15.23828125	n/a	3901	target	correct	n/a
16.71875	n/a	4280	nontarget	correct	0.32422
17.04296875	n/a	4363	rt	correct	0.32422
17.78515625	n/a	4553	nontarget	correct	0.43359
18.21875	n/a	4664	rt	correct	0.43359
18.8515625	n/a	4826	nontarget	correct	0.4375
19.2890625	n/a	4938	rt	correct	0.4375
19.91796875	n/a	5099	target	correct	n/a
21.3984375	n/a	5478	nontarget	correct	0.38672
21.78515625	n/a	5577	rt	correct	0.38672
22.46484375	n/a	5751	nontarget	correct	0.35547
22.8203125	n/a	5842	rt	correct	0.35547
23.53125	n/a	6024	nontarget	correct	0.32812
23.859375	n/a	6108	rt	correct	0.32812
24.59765625	n/a	6297	nontarget	correct	0.38281
24.98046875	n/a	6395	rt	correct	0.38281
25.6640625	n/a	6570	nontarget	correct	0.35938
26.0234375	n/a	6662	rt	correct	0.35938
26.7421875	n/a	6846	nontarget	correct	0.42969
27.171875	n/a	6956	rt	correct	0.42969
27.80859375	n/a	7119	nontarget	correct	0.41016
28.21875	n/a	7224	rt	correct	0.41016
28.875	n/a	7392	nontarget	correct	0.39844
29.2734375	n/a	7494	rt	correct	0.39844
29.95703125	n/a	7669	nontarget	correct	0.36328
30.3203125	n/a	7762	rt	correct	0.36328
31.0234375	n/a	7942	nontarget	correct	0.36328
31.38671875	n/a	8035	rt	correct	0.36328
32.08984375	n/a	8215	nontarget	correct	0.36328
32.453125	n/a	8308	rt	correct	0.36328
33.14453125	n/a	8485	nontarget	correct	0.38672
33.53125	n/a	8584	rt	correct	0.38672
34.2109375	n/a	8758	nontarget	correct	0.38672
34.59765625	n/a	8857	rt	correct	0.38672
35.27734375	n/a	9031	nontarget	correct	0.45312
35.73046875	n/a	9147	rt	correct	0.45312
36.34375	n/a	9304	nontarget	correct	0.41406
36.7578125	n/a	9410	rt	correct	0.41406
37.41015625	n/a	9577	nontarget	correct	0.32812
37.73828125	n/a	9661	rt	correct	0.32812
38.4921875	n/a	9854	nontarget	correct	0.35156
38.84375	n/a	9944	rt	correct	0.35156
39.5703125	n/a	10130	nontarget	correct	0.38672
39.95703125	n/a	10229	rt	correct	0.38672
40.63671875	n/a	10403	target	correct	n/a
42.1171875	n/a	10782	nontarget	correct	0.35547
42.47265625	n/a	10873	rt	correct	0.35547
43.18359375	n/a	11055	nontarget	correct	0.30859
43.4921875	n/a	11134	rt	correct	0.30859
44.26171875	n/a	11331	nontarget	correct	0.30859
44.5703125	n/a	11410	rt	correct	0.30859
45.328125	n/a	11604	target	correct	n/a
46.80859375	n/a	11983	nontarget	correct	0.32422
47.1328125	n/a	12066	rt	correct	0.32422
47.875	n/a	12256	nontarget	correct	0.33984
48.21484375	n/a	12343	rt	correct	0.33984
48.94140625	n/a	12529	nontarget	correct	0.37109
49.3125	n/a	12624	rt	correct	0.37109
50.0078125	n/a	12802	nontarget	correct	0.30859
50.31640625	n/a	12881	rt	correct	0.30859
51.078125	n/a	13076	nontarget	correct	0.37109
51.44921875	n/a	13171	rt	correct	0.37109
52.15625	n/a	13352	nontarget	correct	0.40234
52.55859375	n/a	13455	rt	correct	0.40234
53.22265625	n/a	13625	nontarget	correct	0.28516
53.5078125	n/a	13698	rt	correct	0.28516
54.2890625	n/a	13898	nontarget	correct	0.28906
54.578125	n/a	13972	rt	correct	0.28906
55.37109375	n/a	14175	nontarget	correct	0.30469
55.67578125	n/a	14253	rt	correct	0.30469
56.4375	n/a	14448	target	correct	n/a
57.9140625	n/a	14826	nontarget	correct	0.3125
58.2265625	n/a	14906	rt	correct	0.3125
58.984375	n/a	15100	nontarget	correct	0.29688
59.28125	n/a	15176	rt	correct	0.29688
60.05078125	n/a	15373	nontarget	correct	0.33594
60.38671875	n/a	15459	rt	correct	0.33594
61.1171875	n/a	15646	nontarget	correct	0.28516
61.40234375	n/a	15719	rt	correct	0.28516
62.18359375	n/a	15919	nontarget	correct	0.26953
62.453125	n/a	15988	rt	correct	0.26953
63.26171875	n/a	16195	nontarget	correct	0.36328
63.625	n/a	16288	rt	correct	0.36328
64.328125	n/a	16468	nontarget	correct	0.46875
64.796875	n/a	16588	rt	correct	0.46875
65.80859375	n/a	16847	target	correct	n/a
67.2890625	n/a	17226	nontarget	correct	0.37891
67.66796875	n/a	17323	rt	correct	0.37891
68.35546875	n/a	17499	nontarget	correct	0.33984
68.6953125	n/a	17586	rt	correct	0.33984
69.421875	n/a	17772	nontarget	correct	0.30469
69.7265625	n/a	17850	rt	correct	0.30469
70.50390625	n/a	18049	target	correct	n/a
71.98046875	n/a	18427	nontarget	correct	0.28125
72.26171875	n/a	18499	rt	correct	0.28125
73.05078125	n/a	18701	nontarget	correct	0.28516
73.3359375	n/a	18774	rt	correct	0.28516
74.1171875	n/a	18974	nontarget	correct	0.29688
74.4140625	n/a	19050	rt	correct	0.29688
75.18359375	n/a	19247	nontarget	correct	0.32031
75.50390625	n/a	19329	rt	correct	0.32031
76.25	n/a	19520	nontarget	correct	0.27734
76.52734375	n/a	19591	rt	correct	0.27734
77.31640625	n/a	19793	nontarget	correct	0.25391
77.5703125	n/a	19858	rt	correct	0.25391
78.39453125	n/a	20069	nontarget	correct	0.39844
78.79296875	n/a	20171	rt	correct	0.39844
79.4609375	n/a	20342	nontarget	correct	0.30078
79.76171875	n/a	20419	rt	correct	0.30078
80.52734375	n/a	20615	nontarget	correct	0.4375
80.96484375	n/a	20727	rt	correct	0.4375
81.609375	n/a	20892	target	correct	n/a
83.08984375	n/a	21271	nontarget	correct	0.38672
83.4765625	n/a	21370	rt	correct	0.38672
84.16796875	n/a	21547	nontarget	correct	0.32422
84.4921875	n/a	21630	rt	correct	0.32422
85.234375	n/a	21820	target	correct	n/a
86.71484375	n/a	22199	nontarget	correct	0.33203
87.046875	n/a	22284	rt	correct	0.33203
87.78125	n/a	22472	target	correct	n/a
89.25	n/a	22848	nontarget	correct	0.26172
89.51171875	n/a	22915	rt	correct	0.26172
90.328125	n/a	23124	target	correct	n/a
91.80859375	n/a	23503	nontarget	correct	0.27734
92.0859375	n/a	23574	rt	correct	0.27734
92.88671875	n/a	23779	nontarget	correct	0.25781
93.14453125	n/a	23845	rt	correct	0.25781
93.953125	n/a	24052	nontarget	correct	0.33984
94.29296875	n/a	24139	rt	correct	0.33984
95.0234375	n/a	24326	nontarget	correct	0.30078
95.32421875	n/a	24403	rt	correct	0.30078
96.08984375	n/a	24599	nontarget	correct	0.33203
96.421875	n/a	24684	rt	correct	0.33203
97.15625	n/a	24872	nontarget	correct	0.35156
97.5078125	n/a	24962	rt	correct	0.35156
98.22265625	n/a	25145	target	correct	n/a
99.703125	n/a	25524	nontarget	correct	0.30859
100.0117188	n/a	25603	rt	correct	0.30859
100.78125	n/a	25800	nontarget	correct	0.32422
101.1054688	n/a	25883	rt	correct	0.32422
101.8476562	n/a	26073	nontarget	correct	0.32422
102.171875	n/a	26156	rt	correct	0.32422
102.9140625	n/a	26346	nontarget	correct	0.40625
103.3203125	n/a	26450	rt	correct	0.40625
103.9960938	n/a	26623	nontarget	correct	0.29297
104.2890625	n/a	26698	rt	correct	0.29297
105.0625	n/a	26896	nontarget	correct	0.30859
105.3710938	n/a	26975	rt	correct	0.30859
106.1289062	n/a	27169	nontarget	correct	0.28516
106.4140625	n/a	27242	rt	correct	0.28516
107.2070312	n/a	27445	nontarget	correct	0.32812
107.5351562	n/a	27529	rt	correct	0.32812
108.2734375	n/a	27718	nontarget	correct	0.32812
108.6015625	n/a	27802	rt	correct	0.32812
109.3398438	n/a	27991	nontarget	correct	0.26953
109.609375	n/a	28060	rt	correct	0.26953
110.3945312	n/a	28261	nontarget	correct	0.28906
110.6835938	n/a	28335	rt	correct	0.28906
111.4609375	n/a	28534	nontarget	correct	0.26562
111.7265625	n/a	28602	rt	correct	0.26562
112.5273438	n/a	28807	nontarget	correct	0.30078
112.828125	n/a	28884	rt	correct	0.30078
113.59375	n/a	29080	nontarget	correct	0.27734
113.8710938	n/a	29151	rt	correct	0.27734
114.6601562	n/a	29353	nontarget	correct	0.26172
114.921875	n/a	29420	rt	correct	0.26172
115.7421875	n/a	29630	nontarget	correct	0.27734
116.0195312	n/a	29701	rt	correct	0.27734
116.8085938	n/a	29903	nontarget	correct	0.28125
117.0898438	n/a	29975	rt	correct	0.28125
117.875	n/a	30176	nontarget	correct	0.29297
118.1679688	n/a	30251	rt	correct	0.29297
118.9414062	n/a	30449	nontarget	correct	0.3125
119.2539062	n/a	30529	rt	correct	0.3125
120.0078125	n/a	30722	nontarget	correct	0.28125
120.2890625	n/a	30794	rt	correct	0.28125
121.0742188	n/a	30995	nontarget	correct	0.30078
121.375	n/a	31072	rt	correct	0.30078
122.140625	n/a	31268	nontarget	correct	0.28906
122.4296875	n/a	31342	rt	correct	0.28906
123.2070312	n/a	31541	nontarget	correct	0.28125
123.4882812	n/a	31613	rt	correct	0.28125
124.2734375	n/a	31814	nontarget	correct	0.26953
124.5429688	n/a	31883	rt	correct	0.26953
125.3554688	n/a	32091	target	incorrect	0.25391
125.609375	n/a	32156	rt	incorrect	0.25391
126.421875	n/a	32364	nontarget	correct	0.375
126.796875	n/a	32460	rt	correct	0.375
127.4882812	n/a	32637	nontarget	correct	0.30469
127.7929688	n/a	32715	rt	correct	0.30469
128.5546875	n/a	32910	nontarget	correct	0.35938
128.9140625	n/a	33002	rt	correct	0.35938
129.6210938	n/a	33183	nontarget	correct	0.39844
130.0195312	n/a	33285	rt	correct	0.39844
130.6757812	n/a	33453	nontarget	correct	0.51562
131.1914062	n/a	33585	rt	correct	0.51562
132.1523438	n/a	33831	nontarget	correct	0.42578
132.578125	n/a	33940	rt	correct	0.42578
133.2226562	n/a	34105	nontarget	correct	0.33203
133.5546875	n/a	34190	rt	correct	0.33203
134.2890625	n/a	34378	nontarget	correct	0.32812
134.6171875	n/a	34462	rt	correct	0.32812
135.3671875	n/a	34654	nontarget	correct	0.32812
135.6953125	n/a	34738	rt	correct	0.32812
136.4335938	n/a	34927	nontarget	correct	0.31641
136.75	n/a	35008	rt	correct	0.31641
137.5	n/a	35200	nontarget	correct	0.33594
137.8359375	n/a	35286	rt	correct	0.33594
138.5820312	n/a	35477	nontarget	correct	0.30078
138.8828125	n/a	35554	rt	correct	0.30078
139.6484375	n/a	35750	target	correct	n/a
141.1289062	n/a	36129	nontarget	correct	0.26172
141.390625	n/a	36196	rt	correct	0.26172
142.1953125	n/a	36402	nontarget	correct	0.28906
142.484375	n/a	36476	rt	correct	0.28906
143.2617188	n/a	36675	nontarget	correct	0.32031
143.5820312	n/a	36757	rt	correct	0.32031
144.328125	n/a	36948	target	correct	n/a
145.8085938	n/a	37327	nontarget	correct	0.39453
146.203125	n/a	37428	rt	correct	0.39453
146.875	n/a	37600	nontarget	correct	0.34375
147.21875	n/a	37688	rt	correct	0.34375
147.9414062	n/a	37873	nontarget	correct	0.41406
148.3554688	n/a	37979	rt	correct	0.41406
149.0078125	n/a	38146	target	correct	n/a
150.4882812	n/a	38525	nontarget	correct	0.25781
150.7460938	n/a	38591	rt	correct	0.25781
151.5546875	n/a	38798	target	correct	n/a
153.0195312	n/a	39173	nontarget	correct	0.26953
153.2890625	n/a	39242	rt	correct	0.26953
154.0859375	n/a	39446	nontarget	correct	0.33203
154.4179688	n/a	39531	rt	correct	0.33203
155.1523438	n/a	39719	nontarget	correct	0.26562
155.4179688	n/a	39787	rt	correct	0.26562
156.21875	n/a	39992	nontarget	correct	0.32422
156.5429688	n/a	40075	rt	correct	0.32422
157.3007812	n/a	40269	nontarget	correct	0.27734
157.578125	n/a	40340	rt	correct	0.27734
158.3671875	n/a	40542	target	correct	n/a
159.8476562	n/a	40921	nontarget	correct	0.29297
160.140625	n/a	40996	rt	correct	0.29297
160.9140625	n/a	41194	nontarget	correct	0.28906
161.203125	n/a	41268	rt	correct	0.28906
161.9804688	n/a	41467	nontarget	correct	0.52344
162.5039062	n/a	41601	rt	correct	0.52344
163.4609375	n/a	41846	target	correct	n/a
164.9414062	n/a	42225	nontarget	correct	0.28125
165.2226562	n/a	42297	rt	correct	0.28125
166.0195312	n/a	42501	target	incorrect	0.29688
166.3164062	n/a	42577	rt	incorrect	0.29688
167.0859375	n/a	42774	nontarget	correct	0.38672
167.4726562	n/a	42873	rt	correct	0.38672
168.1523438	n/a	43047	nontarget	correct	0.49609
168.6484375	n/a	43174	rt	correct	0.49609
169.6210938	n/a	43423	nontarget	incorrect	n/a
171.1132812	n/a	43805	nontarget	correct	0.42578
171.5390625	n/a	43914	rt	correct	0.42578
172.1796875	n/a	44078	nontarget	correct	0.48047
172.6601562	n/a	44201	rt	correct	0.48047
173.671875	n/a	44460	nontarget	correct	0.40234
174.0742188	n/a	44563	rt	correct	0.40234
174.7382812	n/a	44733	nontarget	correct	0.42969
175.1679688	n/a	44843	rt	correct	0.42969
175.8085938	n/a	45007	nontarget	correct	0.44922
176.2578125	n/a	45122	rt	correct	0.44922
176.875	n/a	45280	nontarget	correct	0.29688
177.171875	n/a	45356	rt	correct	0.29688
177.9414062	n/a	45553	nontarget	correct	0.31641
178.2578125	n/a	45634	rt	correct	0.31641
179.0078125	n/a	45826	nontarget	correct	0.35938
179.3671875	n/a	45918	rt	correct	0.35938
180.0742188	n/a	46099	nontarget	correct	0.41797
180.4921875	n/a	46206	rt	correct	0.41797
181.1523438	n/a	46375	nontarget	correct	0.33594
181.4882812	n/a	46461	rt	correct	0.33594
182.21875	n/a	46648	nontarget	correct	0.28906
182.5078125	n/a	46722	rt	correct	0.28906
183.2851562	n/a	46921	target	correct	n/a
184.765625	n/a	47300	nontarget	correct	0.25781
185.0234375	n/a	47366	rt	correct	0.25781
185.8320312	n/a	47573	nontarget	correct	0.32812
186.1601562	n/a	47657	rt	correct	0.32812
186.8984375	n/a	47846	nontarget	correct	0.35938
187.2578125	n/a	47938	rt	correct	0.35938
187.9648438	n/a	48119	nontarget	correct	0.26562
188.2304688	n/a	48187	rt	correct	0.26562
189.046875	n/a	48396	nontarget	correct	0.30469
189.3515625	n/a	48474	rt	correct	0.30469
190.1132812	n/a	48669	nontarget	correct	0.33594
190.4492188	n/a	48755	rt	correct	0.33594
191.1796875	n/a	48942	nontarget	correct	0.41016
191.5898438	n/a	49047	rt	correct	0.41016
192.2578125	n/a	49218	target	correct	n/a
193.7382812	n/a	49597	nontarget	correct	0.33203
194.0703125	n/a	49682	rt	correct	0.33203
194.8203125	n/a	49874	target	incorrect	0.32812
195.1484375	n/a	49958	rt	incorrect	0.32812
195.8867188	n/a	50147	nontarget	correct	0.30078
196.1875	n/a	50224	rt	correct	0.30078
196.953125	n/a	50420	nontarget	correct	0.28125
197.234375	n/a	50492	rt	correct	0.28125
198.0195312	n/a	50693	nontarget	correct	0.29688
198.3164062	n/a	50769	rt	correct	0.29688
199.0859375	n/a	50966	nontarget	correct	0.30469
199.390625	n/a	51044	rt	correct	0.30469
200.1523438	n/a	51239	target	correct	n/a
201.6328125	n/a	51618	nontarget	correct	0.27734
201.9101562	n/a	51689	rt	correct	0.27734
202.7109375	n/a	51894	nontarget	correct	0.61328
203.3242188	n/a	52051	rt	correct	0.61328
204.1914062	n/a	52273	nontarget	correct	0.38281
204.5742188	n/a	52371	rt	correct	0.38281
205.2734375	n/a	52550	nontarget	correct	0.38672
205.6601562	n/a	52649	rt	correct	0.38672
206.3398438	n/a	52823	nontarget	incorrect	n/a
207.8203125	n/a	53202	nontarget	correct	0.29688
208.1171875	n/a	53278	rt	correct	0.29688
208.8867188	n/a	53475	nontarget	correct	0.26562
209.1523438	n/a	53543	rt	correct	0.26562
209.9648438	n/a	53751	target	incorrect	0.24219
210.2070312	n/a	53813	rt	incorrect	0.24219
211.03125	n/a	54024	nontarget	correct	0.28906
211.3203125	n/a	54098	rt	correct	0.28906
212.0976562	n/a	54297	nontarget	correct	0.27344
212.3710938	n/a	54367	rt	correct	0.27344
213.1640625	n/a	54570	nontarget	correct	0.37891
213.5429688	n/a	54667	rt	correct	0.37891
214.2304688	n/a	54843	nontarget	correct	0.30859
214.5390625	n/a	54922	rt	correct	0.30859
215.3007812	n/a	55117	nontarget	correct	0.39062
215.6914062	n/a	55217	rt	correct	0.39062
216.3789062	n/a	55393	nontarget	correct	0.34766
216.7265625	n/a	55482	rt	correct	0.34766
