onset	duration	sample	value	response_type	response_time
23.91796875	n/a	6123	rt	n/a	n/a
24.296875	n/a	6220	nontarget	correct	0.45312
24.75	n/a	6336	rt	correct	0.45312
25.375	n/a	6496	nontarget	correct	0.34375
25.71875	n/a	6584	rt	correct	0.34375
26.45703125	n/a	6773	nontarget	correct	0.27734
26.734375	n/a	6844	rt	correct	0.27734
27.5234375	n/a	7046	nontarget	correct	0.25781
27.78125	n/a	7112	rt	correct	0.25781
28.58984375	n/a	7319	nontarget	correct	0.26953
28.859375	n/a	7388	rt	correct	0.26953
29.671875	n/a	7596	nontarget	correct	0.28906
29.9609375	n/a	7670	rt	correct	0.28906
30.734375	n/a	7868	target	incorrect	0.29297
31.02734375	n/a	7943	rt	incorrect	0.29297
31.80078125	n/a	8141	nontarget	correct	0.34375
32.14453125	n/a	8229	rt	correct	0.34375
32.88671875	n/a	8419	nontarget	correct	0.25391
33.140625	n/a	8484	rt	correct	0.25391
33.94921875	n/a	8691	nontarget	correct	0.25391
34.203125	n/a	8756	rt	correct	0.25391
35.015625	n/a	8964	target	incorrect	0.32031
35.3359375	n/a	9046	rt	incorrect	0.32031
36.09375	n/a	9240	nontarget	correct	0.35156
36.4453125	n/a	9330	rt	correct	0.35156
37.1796875	n/a	9518	nontarget	correct	0.39062
37.5703125	n/a	9618	rt	correct	0.39062
38.2421875	n/a	9790	nontarget	correct	0.34375
38.5859375	n/a	9878	rt	correct	0.34375
39.3203125	n/a	10066	nontarget	correct	0.33203
39.65234375	n/a	10151	rt	correct	0.33203
40.40234375	n/a	10343	nontarget	correct	0.36328
40.765625	n/a	10436	rt	correct	0.36328
41.46875	n/a	10616	nontarget	correct	0.39062
41.859375	n/a	10716	rt	correct	0.39062
42.53515625	n/a	10889	target	correct	n/a
44.02734375	n/a	11271	nontarget	correct	0.28125
44.30859375	n/a	11343	rt	correct	0.28125
45.09375	n/a	11544	nontarget	correct	0.41016
45.50390625	n/a	11649	rt	correct	0.41016
46.17578125	n/a	11821	target	correct	n/a
47.65625	n/a	12200	nontarget	correct	0.26562
47.921875	n/a	12268	rt	correct	0.26562
48.73828125	n/a	12477	nontarget	correct	0.28516
49.0234375	n/a	12550	rt	correct	0.28516
49.80078125	n/a	12749	nontarget	incorrect	n/a
50.8828125	n/a	13026	nontarget	correct	0.28906
51.171875	n/a	13100	rt	correct	0.28906
51.9609375	n/a	13302	nontarget	correct	0.34766
52.30859375	n/a	13391	rt	correct	0.34766
53.02734375	n/a	13575	nontarget	correct	0.33984
53.3671875	n/a	13662	rt	correct	0.33984
54.09375	n/a	13848	nontarget	correct	0.42578
54.51953125	n/a	13957	rt	correct	0.42578
55.17578125	n/a	14125	nontarget	correct	0.41016
55.5859375	n/a	14230	rt	correct	0.41016
56.2421875	n/a	14398	nontarget	correct	0.31641
56.55859375	n/a	14479	rt	correct	0.31641
57.30859375	n/a	14671	nontarget	incorrect	n/a
58.80078125	n/a	15053	nontarget	correct	0.33984
59.140625	n/a	15140	rt	correct	0.33984
59.8671875	n/a	15326	nontarget	correct	0.35547
60.22265625	n/a	15417	rt	correct	0.35547
60.94921875	n/a	15603	nontarget	correct	0.3125
61.26171875	n/a	15683	rt	correct	0.3125
62.36328125	n/a	15965	rt	n/a	n/a
63.08203125	n/a	16149	nontarget	correct	0.32812
63.41015625	n/a	16233	rt	correct	0.32812
64.1640625	n/a	16426	nontarget	correct	0.33984
64.50390625	n/a	16513	rt	correct	0.33984
65.2265625	n/a	16698	nontarget	correct	0.32422
65.55078125	n/a	16781	rt	correct	0.32422
66.29296875	n/a	16971	target	incorrect	0.33203
66.625	n/a	17056	rt	incorrect	0.33203
67.37890625	n/a	17249	nontarget	correct	0.30078
67.6796875	n/a	17326	rt	correct	0.30078
68.44140625	n/a	17521	target	incorrect	0.27344
68.71484375	n/a	17591	rt	incorrect	0.27344
69.5078125	n/a	17794	nontarget	correct	0.30469
69.8125	n/a	17872	rt	correct	0.30469
70.5859375	n/a	18070	nontarget	correct	0.32422
70.91015625	n/a	18153	rt	correct	0.32422
71.65625	n/a	18344	nontarget	correct	0.40234
72.05859375	n/a	18447	rt	correct	0.40234
72.72265625	n/a	18617	nontarget	correct	0.38672
73.109375	n/a	18716	rt	correct	0.38672
73.80078125	n/a	18893	nontarget	correct	0.42969
74.23046875	n/a	19003	rt	correct	0.42969
74.87109375	n/a	19167	nontarget	correct	0.34766
75.21875	n/a	19256	rt	correct	0.34766
75.93359375	n/a	19439	nontarget	correct	0.34375
76.27734375	n/a	19527	rt	correct	0.34375
77.015625	n/a	19716	nontarget	correct	0.42578
77.44140625	n/a	19825	rt	correct	0.42578
78.08203125	n/a	19989	nontarget	correct	0.39453
78.4765625	n/a	20090	rt	correct	0.39453
79.1484375	n/a	20262	nontarget	correct	0.43359
79.58203125	n/a	20373	rt	correct	0.43359
80.2265625	n/a	20538	nontarget	correct	0.40234
80.62890625	n/a	20641	rt	correct	0.40234
81.296875	n/a	20812	nontarget	correct	0.40234
81.69921875	n/a	20915	rt	correct	0.40234
82.359375	n/a	21084	nontarget	correct	0.39844
82.7578125	n/a	21186	rt	correct	0.39844
83.44140625	n/a	21361	nontarget	correct	0.39453
83.8359375	n/a	21462	rt	correct	0.39453
84.5234375	n/a	21638	target	correct	n/a
86	n/a	22016	nontarget	correct	0.32031
86.3203125	n/a	22098	rt	correct	0.32031
87.0703125	n/a	22290	nontarget	correct	0.35547
87.42578125	n/a	22381	rt	correct	0.35547
88.1484375	n/a	22566	nontarget	correct	0.29297
88.44140625	n/a	22641	rt	correct	0.29297
89.2265625	n/a	22842	nontarget	correct	0.38672
89.61328125	n/a	22941	rt	correct	0.38672
90.30859375	n/a	23119	nontarget	correct	0.35547
90.6640625	n/a	23210	rt	correct	0.35547
91.375	n/a	23392	nontarget	correct	0.375
91.75	n/a	23488	rt	correct	0.375
92.44140625	n/a	23665	nontarget	correct	0.32812
92.76953125	n/a	23749	rt	correct	0.32812
93.51953125	n/a	23941	nontarget	correct	0.49219
94.01171875	n/a	24067	rt	correct	0.49219
95	n/a	24320	nontarget	correct	0.3125
95.3125	n/a	24400	rt	correct	0.3125
