onset	duration	sample	value	response_type	response_time
18.34375	n/a	4696	nontarget	correct	0.76172
19.10546875	n/a	4891	rt	correct	0.76172
19.83984375	n/a	5079	nontarget	correct	0.40234
20.2421875	n/a	5182	rt	correct	0.40234
20.91796875	n/a	5355	target	correct	n/a
22.3984375	n/a	5734	nontarget	correct	0.36328
22.76171875	n/a	5827	rt	correct	0.36328
23.4765625	n/a	6010	nontarget	correct	0.37891
23.85546875	n/a	6107	rt	correct	0.37891
24.55859375	n/a	6287	target	correct	n/a
26.0390625	n/a	6666	nontarget	correct	0.36719
26.40625	n/a	6760	rt	correct	0.36719
27.10546875	n/a	6939	nontarget	correct	0.33984
27.4453125	n/a	7026	rt	correct	0.33984
28.171875	n/a	7212	nontarget	correct	0.39453
28.56640625	n/a	7313	rt	correct	0.39453
29.25	n/a	7488	target	correct	n/a
30.73046875	n/a	7867	nontarget	correct	0.34766
31.078125	n/a	7956	rt	correct	0.34766
31.8125	n/a	8144	nontarget	correct	0.40234
32.21484375	n/a	8247	rt	correct	0.40234
32.87890625	n/a	8417	nontarget	correct	0.33203
33.2109375	n/a	8502	rt	correct	0.33203
33.9453125	n/a	8690	nontarget	correct	0.35156
34.296875	n/a	8780	rt	correct	0.35156
35.0234375	n/a	8966	nontarget	correct	0.33594
35.359375	n/a	9052	rt	correct	0.33594
36.09375	n/a	9240	nontarget	correct	0.32812
36.421875	n/a	9324	rt	correct	0.32812
37.171875	n/a	9516	nontarget	correct	0.33203
37.50390625	n/a	9601	rt	correct	0.33203
38.25	n/a	9792	nontarget	correct	0.35547
38.60546875	n/a	9883	rt	correct	0.35547
39.33203125	n/a	10069	target	correct	n/a
40.8125	n/a	10448	nontarget	correct	0.41406
41.2265625	n/a	10554	rt	correct	0.41406
41.87890625	n/a	10721	nontarget	correct	0.37109
42.25	n/a	10816	rt	correct	0.37109
42.95703125	n/a	10997	nontarget	correct	0.34766
43.3046875	n/a	11086	rt	correct	0.34766
44.0390625	n/a	11274	target	correct	n/a
45.53125	n/a	11656	nontarget	correct	0.40625
45.9375	n/a	11760	rt	correct	0.40625
46.609375	n/a	11932	nontarget	correct	0.35156
46.9609375	n/a	12022	rt	correct	0.35156
47.69140625	n/a	12209	nontarget	correct	0.38672
48.078125	n/a	12308	rt	correct	0.38672
48.7578125	n/a	12482	nontarget	correct	0.39062
49.1484375	n/a	12582	rt	correct	0.39062
49.82421875	n/a	12755	nontarget	correct	0.39844
50.22265625	n/a	12857	rt	correct	0.39844
50.90625	n/a	13032	nontarget	correct	0.39844
51.3046875	n/a	13134	rt	correct	0.39844
51.97265625	n/a	13305	nontarget	correct	0.33594
52.30859375	n/a	13391	rt	correct	0.33594
53.0390625	n/a	13578	nontarget	correct	0.34375
53.3828125	n/a	13666	rt	correct	0.34375
54.1171875	n/a	13854	nontarget	correct	0.34375
54.4609375	n/a	13942	rt	correct	0.34375
55.18359375	n/a	14127	target	correct	n/a
56.6640625	n/a	14506	nontarget	correct	0.39062
57.0546875	n/a	14606	rt	correct	0.39062
57.73046875	n/a	14779	nontarget	correct	0.37109
58.1015625	n/a	14874	rt	correct	0.37109
58.8125	n/a	15056	nontarget	correct	0.34766
59.16015625	n/a	15145	rt	correct	0.34766
59.890625	n/a	15332	nontarget	correct	0.31641
60.20703125	n/a	15413	rt	correct	0.31641
60.97265625	n/a	15609	nontarget	correct	0.33203
61.3046875	n/a	15694	rt	correct	0.33203
62.0390625	n/a	15882	nontarget	correct	0.31641
62.35546875	n/a	15963	rt	correct	0.31641
63.1171875	n/a	16158	nontarget	correct	0.33203
63.44921875	n/a	16243	rt	correct	0.33203
64.19921875	n/a	16435	nontarget	correct	0.34375
64.54296875	n/a	16523	rt	correct	0.34375
65.265625	n/a	16708	target	correct	n/a
66.7578125	n/a	17090	nontarget	correct	0.44141
67.19921875	n/a	17203	rt	correct	0.44141
67.82421875	n/a	17363	nontarget	correct	0.35547
68.1796875	n/a	17454	rt	correct	0.35547
68.90234375	n/a	17639	nontarget	correct	0.33594
69.23828125	n/a	17725	rt	correct	0.33594
69.984375	n/a	17916	nontarget	correct	0.28906
70.2734375	n/a	17990	rt	correct	0.28906
71.05078125	n/a	18189	nontarget	correct	0.31641
71.3671875	n/a	18270	rt	correct	0.31641
72.1171875	n/a	18462	nontarget	correct	0.29297
72.41015625	n/a	18537	rt	correct	0.29297
73.1953125	n/a	18738	nontarget	correct	0.32422
73.51953125	n/a	18821	rt	correct	0.32422
74.265625	n/a	19012	nontarget	correct	0.29688
74.5625	n/a	19088	rt	correct	0.29688
75.33203125	n/a	19285	nontarget	correct	0.3125
75.64453125	n/a	19365	rt	correct	0.3125
76.41015625	n/a	19561	nontarget	correct	0.32812
76.73828125	n/a	19645	rt	correct	0.32812
77.4921875	n/a	19838	nontarget	correct	0.32422
77.81640625	n/a	19921	rt	correct	0.32422
