onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
22.24609375	n/a	5695	largeTSmallH	error	incongruent	1.2539	no	T	H
23.5	n/a	6016	responseLargeH	error	n/a	1.2539	no	n/a	n/a
24.578125	n/a	6292	largeTSmallH	correct	incongruent	1.2109	no	T	H
25.7890625	n/a	6602	responseLargeT	correct	n/a	1.2109	no	n/a	n/a
26.84375	n/a	6872	largeTSmallT	correct	congruent	0.77344	no	T	T
27.6171875	n/a	7070	responseLargeT	correct	n/a	0.77344	no	n/a	n/a
28.68359375	n/a	7343	largeHSmallH	correct	congruent	0.69531	no	H	H
29.37890625	n/a	7521	responseLargeH	correct	n/a	0.69531	no	n/a	n/a
30.45703125	n/a	7797	largeTSmallT	correct	congruent	0.60938	no	T	T
31.06640625	n/a	7953	responseLargeT	correct	n/a	0.60938	no	n/a	n/a
32.13671875	n/a	8227	largeTSmallT	correct	congruent	0.65625	no	T	T
32.79296875	n/a	8395	responseLargeT	correct	n/a	0.65625	no	n/a	n/a
33.859375	n/a	8668	largeHSmallH	correct	congruent	0.57031	no	H	H
34.4296875	n/a	8814	responseLargeH	correct	n/a	0.57031	no	n/a	n/a
35.49609375	n/a	9087	largeTSmallT	correct	congruent	0.55859	no	T	T
36.0546875	n/a	9230	responseLargeT	correct	n/a	0.55859	no	n/a	n/a
37.125	n/a	9504	largeTSmallH	correct	incongruent	0.58203	no	T	H
37.70703125	n/a	9653	responseLargeT	correct	n/a	0.58203	no	n/a	n/a
38.765625	n/a	9924	largeHSmallT	correct	incongruent	0.83203	no	H	T
39.59765625	n/a	10137	responseLargeH	correct	n/a	0.83203	no	n/a	n/a
40.671875	n/a	10412	largeHSmallH	correct	congruent	0.76562	no	H	H
41.4375	n/a	10608	responseLargeH	correct	n/a	0.76562	no	n/a	n/a
42.51171875	n/a	10883	largeHSmallH	correct	congruent	0.62109	no	H	H
43.1328125	n/a	11042	responseLargeH	correct	n/a	0.62109	no	n/a	n/a
44.203125	n/a	11316	largeHSmallH	correct	congruent	0.625	no	H	H
44.828125	n/a	11476	responseLargeH	correct	n/a	0.625	no	n/a	n/a
45.8984375	n/a	11750	largeHSmallH	correct	congruent	0.58984	no	H	H
46.48828125	n/a	11901	responseLargeH	correct	n/a	0.58984	no	n/a	n/a
47.55078125	n/a	12173	largeTSmallT	correct	congruent	0.71484	no	T	T
48.265625	n/a	12356	responseLargeT	correct	n/a	0.71484	no	n/a	n/a
49.32421875	n/a	12627	largeTSmallT	correct	congruent	0.75781	no	T	T
50.08203125	n/a	12821	responseLargeT	correct	n/a	0.75781	no	n/a	n/a
51.15234375	n/a	13095	largeHSmallT	correct	incongruent	0.68359	no	H	T
51.8359375	n/a	13270	responseLargeH	correct	n/a	0.68359	no	n/a	n/a
52.8984375	n/a	13542	largeTSmallT	correct	congruent	0.66406	no	T	T
53.5625	n/a	13712	responseLargeT	correct	n/a	0.66406	no	n/a	n/a
54.62890625	n/a	13985	largeHSmallT	correct	incongruent	0.72656	no	H	T
55.35546875	n/a	14171	responseLargeH	correct	n/a	0.72656	no	n/a	n/a
56.4296875	n/a	14446	largeHSmallT	correct	incongruent	0.71484	no	H	T
