onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
12.68359375	n/a	3247	largeTSmallT	correct	congruent	0.88672	no	T	T
13.5703125	n/a	3474	responseLargeT	correct	n/a	0.88672	no	n/a	n/a
14.64453125	n/a	3749	largeHSmallT	correct	incongruent	0.58203	no	H	T
15.2265625	n/a	3898	responseLargeH	correct	n/a	0.58203	no	n/a	n/a
16.296875	n/a	4172	largeTSmallH	correct	incongruent	0.54688	no	T	H
16.84375	n/a	4312	responseLargeT	correct	n/a	0.54688	no	n/a	n/a
17.91015625	n/a	4585	largeHSmallT	correct	incongruent	0.62891	no	H	T
18.5390625	n/a	4746	responseLargeH	correct	n/a	0.62891	no	n/a	n/a
19.60546875	n/a	5019	largeHSmallH	correct	congruent	0.50781	no	H	H
20.11328125	n/a	5149	responseLargeH	correct	n/a	0.50781	no	n/a	n/a
21.17578125	n/a	5421	largeTSmallH	correct	incongruent	0.5625	no	T	H
21.73828125	n/a	5565	responseLargeT	correct	n/a	0.5625	no	n/a	n/a
22.8046875	n/a	5838	largeTSmallH	correct	incongruent	0.56641	no	T	H
23.37109375	n/a	5983	responseLargeT	correct	n/a	0.56641	no	n/a	n/a
24.4453125	n/a	6258	largeTSmallT	correct	congruent	0.45703	no	T	T
24.90234375	n/a	6375	responseLargeT	correct	n/a	0.45703	no	n/a	n/a
25.9765625	n/a	6650	largeTSmallT	correct	congruent	0.39844	no	T	T
26.375	n/a	6752	responseLargeT	correct	n/a	0.39844	no	n/a	n/a
27.4453125	n/a	7026	largeHSmallH	correct	congruent	0.40234	no	H	H
27.84765625	n/a	7129	responseLargeH	correct	n/a	0.40234	no	n/a	n/a
28.92578125	n/a	7405	largeHSmallH	correct	congruent	0.47656	no	H	H
29.40234375	n/a	7527	responseLargeH	correct	n/a	0.47656	no	n/a	n/a
30.484375	n/a	7804	largeHSmallT	correct	incongruent	0.45312	no	H	T
30.9375	n/a	7920	responseLargeH	correct	n/a	0.45312	no	n/a	n/a
32.00390625	n/a	8193	largeHSmallT	correct	incongruent	0.48047	no	H	T
32.484375	n/a	8316	responseLargeH	correct	n/a	0.48047	no	n/a	n/a
33.55078125	n/a	8589	largeHSmallT	correct	incongruent	0.39844	no	H	T
33.94921875	n/a	8691	responseLargeH	correct	n/a	0.39844	no	n/a	n/a
35.015625	n/a	8964	largeTSmallT	error	congruent	0.41406	no	T	T
35.4296875	n/a	9070	responseLargeH	error	n/a	0.41406	no	n/a	n/a
36.49609375	n/a	9343	largeTSmallH	error	incongruent	0.51953	no	T	H
37.015625	n/a	9476	responseLargeH	error	n/a	0.51953	no	n/a	n/a
38.08203125	n/a	9749	largeHSmallH	correct	congruent	0.66797	no	H	H
38.75	n/a	9920	responseLargeH	correct	n/a	0.66797	no	n/a	n/a
39.83203125	n/a	10197	largeHSmallH	correct	congruent	0.46094	no	H	H
40.29296875	n/a	10315	responseLargeH	correct	n/a	0.46094	no	n/a	n/a
41.37890625	n/a	10593	largeTSmallT	correct	congruent	0.41016	no	T	T
41.7890625	n/a	10698	responseLargeT	correct	n/a	0.41016	no	n/a	n/a
42.87109375	n/a	10975	largeHSmallT	correct	incongruent	0.48047	no	H	T
43.3515625	n/a	11098	responseLargeH	correct	n/a	0.48047	no	n/a	n/a
44.4296875	n/a	11374	largeTSmallT	correct	congruent	0.63672	no	T	T
45.06640625	n/a	11537	responseLargeT	correct	n/a	0.63672	no	n/a	n/a
46.13671875	n/a	11811	largeHSmallH	correct	congruent	0.44531	no	H	H
46.58203125	n/a	11925	responseLargeH	correct	n/a	0.44531	no	n/a	n/a
47.65625	n/a	12200	largeHSmallH	correct	congruent	0.44531	no	H	H
48.1015625	n/a	12314	responseLargeH	correct	n/a	0.44531	no	n/a	n/a
49.17578125	n/a	12589	largeTSmallT	correct	congruent	0.39453	no	T	T
49.5703125	n/a	12690	responseLargeT	correct	n/a	0.39453	no	n/a	n/a
50.62890625	n/a	12961	largeHSmallH	correct	congruent	0.44922	no	H	H
51.078125	n/a	13076	responseLargeH	correct	n/a	0.44922	no	n/a	n/a
52.1484375	n/a	13350	largeHSmallT	correct	incongruent	0.44922	no	H	T
52.59765625	n/a	13465	responseLargeH	correct	n/a	0.44922	no	n/a	n/a
53.671875	n/a	13740	largeHSmallT	correct	incongruent	0.47266	no	H	T
54.14453125	n/a	13861	responseLargeH	correct	n/a	0.47266	no	n/a	n/a
55.203125	n/a	14132	largeTSmallH	error	incongruent	0.36328	no	T	H
55.56640625	n/a	14225	responseLargeH	error	n/a	0.36328	no	n/a	n/a
56.64453125	n/a	14501	largeTSmallH	correct	incongruent	0.48828	no	T	H
57.1328125	n/a	14626	responseLargeT	correct	n/a	0.48828	no	n/a	n/a
58.203125	n/a	14900	largeHSmallH	correct	congruent	0.41797	no	H	H
58.62109375	n/a	15007	responseLargeH	correct	n/a	0.41797	no	n/a	n/a
59.68359375	n/a	15279	largeHSmallT	correct	incongruent	0.38281	no	H	T
60.06640625	n/a	15377	responseLargeH	correct	n/a	0.38281	no	n/a	n/a
61.13671875	n/a	15651	largeHSmallT	correct	incongruent	0.39844	no	H	T
61.53515625	n/a	15753	responseLargeH	correct	n/a	0.39844	no	n/a	n/a
62.6015625	n/a	16026	largeTSmallT	correct	congruent	0.44531	no	T	T
