onset	duration	sample	value	stimulus	response_type	response_time
17.5	n/a	4480	A	nontarget	n/a	n/a
19.0625	n/a	4880	C	nontarget	n/a	n/a
20.625	n/a	5280	B	nontarget	n/a	n/a
22.1875	n/a	5680	A	target	hit	386.7188
22.57421875	n/a	5779	rt	n/a	hit	386.7188
23.7734375	n/a	6086	D	nontarget	n/a	n/a
25.34375	n/a	6488	A	nontarget	n/a	n/a
26.921875	n/a	6892	D	nontarget	n/a	n/a
28.4921875	n/a	7294	A	nontarget	n/a	n/a
30.06640625	n/a	7697	A	target	miss	n/a
31.63671875	n/a	8099	A	nontarget	false_alarm	1453.125
33.08984375	n/a	8471	rt	n/a	false_alarm	1453.125
33.19921875	n/a	8499	B	nontarget	n/a	n/a
34.78515625	n/a	8905	B	nontarget	n/a	n/a
36.35546875	n/a	9307	A	target	hit	750
37.10546875	n/a	9499	rt	n/a	hit	750
37.9296875	n/a	9710	D	nontarget	n/a	n/a
39.5078125	n/a	10114	D	nontarget	n/a	n/a
41.078125	n/a	10516	B	nontarget	n/a	n/a
42.65234375	n/a	10919	A	nontarget	n/a	n/a
44.23828125	n/a	11325	C	nontarget	n/a	n/a
45.8125	n/a	11728	B	target	hit	421.875
46.234375	n/a	11836	rt	n/a	hit	421.875
47.3828125	n/a	12130	D	nontarget	n/a	n/a
48.9609375	n/a	12534	B	nontarget	n/a	n/a
50.53125	n/a	12936	D	nontarget	false_alarm	847.6562
51.37890625	n/a	13153	rt	n/a	false_alarm	847.6562
52.109375	n/a	13340	B	nontarget	n/a	n/a
53.69140625	n/a	13745	C	nontarget	n/a	n/a
55.265625	n/a	14148	A	nontarget	n/a	n/a
56.8359375	n/a	14550	A	nontarget	n/a	n/a
58.4140625	n/a	14954	A	nontarget	false_alarm	1082.0312
59.49609375	n/a	15231	rt	n/a	false_alarm	1082.0312
59.984375	n/a	15356	A	target	hit	1347.6562
61.33203125	n/a	15701	rt	n/a	hit	1347.6562
61.5703125	n/a	15762	B	nontarget	n/a	n/a
63.1484375	n/a	16166	A	target	miss	n/a
64.71484375	n/a	16567	B	nontarget	false_alarm	761.7188
65.4765625	n/a	16762	rt	n/a	false_alarm	761.7188
66.29296875	n/a	16971	C	nontarget	n/a	n/a
67.8671875	n/a	17374	B	nontarget	n/a	n/a
69.4375	n/a	17776	B	target	hit	863.2812
70.30078125	n/a	17997	rt	n/a	hit	863.2812
71	n/a	18176	A	nontarget	n/a	n/a
72.58203125	n/a	18581	C	nontarget	n/a	n/a
74.15625	n/a	18984	D	nontarget	n/a	n/a
75.73046875	n/a	19387	D	nontarget	n/a	n/a
77.30859375	n/a	19791	C	target	miss	n/a
78.875	n/a	20192	D	target	miss	n/a
80.46484375	n/a	20599	B	nontarget	miss	n/a
82.0390625	n/a	21002	A	nontarget	n/a	n/a
83.609375	n/a	21404	A	nontarget	n/a	n/a
85.18359375	n/a	21807	D	nontarget	n/a	n/a
86.7578125	n/a	22210	C	nontarget	n/a	n/a
88.328125	n/a	22612	C	nontarget	n/a	n/a
89.90625	n/a	23016	B	nontarget	n/a	n/a
91.48828125	n/a	23421	A	nontarget	n/a	n/a
93.0625	n/a	23824	A	nontarget	false_alarm	871.0938
