onset	duration	sample	value	stimulus	response_type	response_time
15.83984375	n/a	4055	C	nontarget	n/a	n/a
17.48046875	n/a	4475	C	nontarget	n/a	n/a
19.0703125	n/a	4882	A	nontarget	n/a	n/a
20.6484375	n/a	5286	D	nontarget	n/a	n/a
22.22265625	n/a	5689	C	nontarget	n/a	n/a
23.79296875	n/a	6091	C	nontarget	n/a	n/a
25.3671875	n/a	6494	D	nontarget	n/a	n/a
26.9296875	n/a	6894	C	target	hit	816.4062
27.74609375	n/a	7103	rt	n/a	hit	816.4062
28.4921875	n/a	7294	C	nontarget	n/a	n/a
30.07421875	n/a	7699	C	target	hit	699.2188
30.7734375	n/a	7878	rt	n/a	hit	699.2188
31.6484375	n/a	8102	C	target	hit	457.0312
32.10546875	n/a	8219	rt	n/a	hit	457.0312
33.22265625	n/a	8505	D	nontarget	n/a	n/a
34.79296875	n/a	8907	D	nontarget	n/a	n/a
36.3671875	n/a	9310	A	nontarget	n/a	n/a
37.94140625	n/a	9713	B	nontarget	n/a	n/a
39.5	n/a	10112	B	nontarget	n/a	n/a
41.0625	n/a	10512	D	nontarget	n/a	n/a
42.62109375	n/a	10911	B	target	miss	n/a
44.1796875	n/a	11310	B	nontarget	false_alarm	804.6875
44.984375	n/a	11516	rt	n/a	false_alarm	804.6875
45.7421875	n/a	11710	A	nontarget	n/a	n/a
47.30078125	n/a	12109	A	nontarget	n/a	n/a
48.859375	n/a	12508	C	nontarget	n/a	n/a
50.421875	n/a	12908	B	nontarget	n/a	n/a
51.98046875	n/a	13307	A	nontarget	n/a	n/a
53.54296875	n/a	13707	A	nontarget	n/a	n/a
55.1015625	n/a	14106	B	nontarget	n/a	n/a
56.66015625	n/a	14505	D	nontarget	n/a	n/a
58.234375	n/a	14908	B	target	miss	n/a
59.79296875	n/a	15307	C	nontarget	miss	n/a
61.35546875	n/a	15707	A	nontarget	n/a	n/a
62.9140625	n/a	16106	B	nontarget	n/a	n/a
64.48828125	n/a	16509	B	nontarget	n/a	n/a
66.05859375	n/a	16911	A	nontarget	false_alarm	753.9062
66.8125	n/a	17104	rt	n/a	false_alarm	753.9062
67.6328125	n/a	17314	C	nontarget	n/a	n/a
69.20703125	n/a	17717	D	nontarget	n/a	n/a
70.78125	n/a	18120	B	nontarget	n/a	n/a
72.33984375	n/a	18519	C	nontarget	n/a	n/a
73.8984375	n/a	18918	B	target	hit	875
74.7734375	n/a	19142	rt	n/a	hit	875
75.4609375	n/a	19318	B	nontarget	n/a	n/a
77.01953125	n/a	19717	C	nontarget	n/a	n/a
78.58203125	n/a	20117	C	nontarget	n/a	n/a
80.140625	n/a	20516	D	nontarget	n/a	n/a
81.69921875	n/a	20915	A	nontarget	n/a	n/a
83.26171875	n/a	21315	B	nontarget	n/a	n/a
84.8203125	n/a	21714	C	nontarget	n/a	n/a
86.37890625	n/a	22113	B	target	hit	539.0625
86.91796875	n/a	22251	rt	n/a	hit	539.0625
87.94140625	n/a	22513	B	nontarget	n/a	n/a
89.5	n/a	22912	B	target	hit	738.2812
90.23828125	n/a	23101	rt	n/a	hit	738.2812
91.05859375	n/a	23311	D	nontarget	n/a	n/a
92.62109375	n/a	23711	C	nontarget	n/a	n/a
94.1796875	n/a	24110	A	nontarget	n/a	n/a
95.7421875	n/a	24510	B	nontarget	n/a	n/a
97.30078125	n/a	24909	B	nontarget	n/a	n/a
98.859375	n/a	25308	A	nontarget	n/a	n/a
100.421875	n/a	25708	C	nontarget	n/a	n/a
101.9804688	n/a	26107	B	nontarget	n/a	n/a
103.5390625	n/a	26506	D	nontarget	n/a	n/a
105.1015625	n/a	26906	C	nontarget	n/a	n/a
106.6601562	n/a	27305	A	nontarget	n/a	n/a
108.21875	n/a	27704	A	nontarget	n/a	n/a
109.78125	n/a	28104	C	nontarget	n/a	n/a
111.3398438	n/a	28503	A	target	hit	695.3125
112.0351562	n/a	28681	rt	n/a	hit	695.3125
112.8984375	n/a	28902	D	nontarget	n/a	n/a
114.4609375	n/a	29302	C	nontarget	n/a	n/a
