onset	duration	sample	value	response_type	response_time
23.10546875	n/a	5915	nontarget	correct	0.81641
23.921875	n/a	6124	rt	correct	0.81641
24.59765625	n/a	6297	nontarget	correct	0.36719
24.96484375	n/a	6391	rt	correct	0.36719
25.80859375	n/a	6607	target	correct	n/a
27.37109375	n/a	7007	nontarget	correct	0.38281
27.75390625	n/a	7105	rt	correct	0.38281
28.4375	n/a	7280	nontarget	correct	0.37891
28.81640625	n/a	7377	rt	correct	0.37891
29.51953125	n/a	7557	nontarget	correct	0.34375
29.86328125	n/a	7645	rt	correct	0.34375
30.5859375	n/a	7830	nontarget	correct	0.3125
30.8984375	n/a	7910	rt	correct	0.3125
31.65234375	n/a	8103	nontarget	correct	0.32031
31.97265625	n/a	8185	rt	correct	0.32031
32.734375	n/a	8380	nontarget	correct	0.32812
33.0625	n/a	8464	rt	correct	0.32812
33.8125	n/a	8656	nontarget	correct	0.42969
34.2421875	n/a	8766	rt	correct	0.42969
34.87890625	n/a	8929	nontarget	correct	0.35156
35.23046875	n/a	9019	rt	correct	0.35156
35.9609375	n/a	9206	target	correct	n/a
37.44140625	n/a	9585	nontarget	correct	0.28906
37.73046875	n/a	9659	rt	correct	0.28906
38.51953125	n/a	9861	nontarget	correct	0.31641
38.8359375	n/a	9942	rt	correct	0.31641
39.58984375	n/a	10135	nontarget	correct	0.34375
39.93359375	n/a	10223	rt	correct	0.34375
40.65234375	n/a	10407	nontarget	correct	0.30859
40.9609375	n/a	10486	rt	correct	0.30859
41.734375	n/a	10684	nontarget	correct	0.33203
42.06640625	n/a	10769	rt	correct	0.33203
42.80078125	n/a	10957	nontarget	correct	0.44141
43.2421875	n/a	11070	rt	correct	0.44141
43.8671875	n/a	11230	nontarget	correct	0.35156
44.21875	n/a	11320	rt	correct	0.35156
44.9453125	n/a	11506	nontarget	correct	0.37891
45.32421875	n/a	11603	rt	correct	0.37891
46.02734375	n/a	11783	nontarget	correct	0.33594
46.36328125	n/a	11869	rt	correct	0.33594
47.09375	n/a	12056	nontarget	correct	0.375
47.46875	n/a	12152	rt	correct	0.375
48.171875	n/a	12332	nontarget	correct	0.30469
48.4765625	n/a	12410	rt	correct	0.30469
49.25390625	n/a	12609	nontarget	correct	0.32422
49.578125	n/a	12692	rt	correct	0.32422
50.3203125	n/a	12882	nontarget	correct	0.36328
50.68359375	n/a	12975	rt	correct	0.36328
51.38671875	n/a	13155	nontarget	correct	0.375
51.76171875	n/a	13251	rt	correct	0.375
52.46484375	n/a	13431	nontarget	correct	0.34375
52.80859375	n/a	13519	rt	correct	0.34375
53.546875	n/a	13708	nontarget	correct	0.32812
53.875	n/a	13792	rt	correct	0.32812
54.61328125	n/a	13981	nontarget	correct	0.30859
54.921875	n/a	14060	rt	correct	0.30859
55.6796875	n/a	14254	nontarget	correct	0.33203
56.01171875	n/a	14339	rt	correct	0.33203
56.7578125	n/a	14530	nontarget	correct	0.32812
57.0859375	n/a	14614	rt	correct	0.32812
57.82421875	n/a	14803	nontarget	correct	0.42188
58.24609375	n/a	14911	rt	correct	0.42188
58.89453125	n/a	15077	nontarget	correct	0.33594
59.23046875	n/a	15163	rt	correct	0.33594
59.9609375	n/a	15350	nontarget	correct	0.28906
60.25	n/a	15424	rt	correct	0.28906
61.02734375	n/a	15623	nontarget	correct	0.32422
61.3515625	n/a	15706	rt	correct	0.32422
62.10546875	n/a	15899	nontarget	correct	0.36719
62.47265625	n/a	15993	rt	correct	0.36719
63.1875	n/a	16176	nontarget	correct	0.42188
63.609375	n/a	16284	rt	correct	0.42188
64.25390625	n/a	16449	nontarget	correct	0.40234
64.65625	n/a	16552	rt	correct	0.40234
65.3203125	n/a	16722	nontarget	correct	0.44141
65.76171875	n/a	16835	rt	correct	0.44141
66.3984375	n/a	16998	nontarget	correct	0.36328
66.76171875	n/a	17091	rt	correct	0.36328
