onset	duration	sample	value
20.7343750000	n/a	5308	letter_A
22.3828125000	n/a	5730	letter_C
23.9609375000	n/a	6134	letter_A
24.5937500000	n/a	6296	response
25.5273437500	n/a	6535	letter_B
27.0976562500	n/a	6937	letter_C
28.6562500000	n/a	7336	letter_B
29.5976562500	n/a	7577	response
30.2187500000	n/a	7736	letter_C
30.9570312500	n/a	7925	response
31.7773437500	n/a	8135	letter_A
33.3359375000	n/a	8534	letter_A
34.9101562500	n/a	8937	letter_A
35.7070312500	n/a	9141	response
36.4843750000	n/a	9340	letter_C
38.0585937500	n/a	9743	letter_D
39.6289062500	n/a	10145	letter_A
41.2031250000	n/a	10548	letter_C
42.7773437500	n/a	10951	letter_B
44.3359375000	n/a	11350	letter_A
45.8945312500	n/a	11749	letter_A
47.4570312500	n/a	12149	letter_B
49.0156250000	n/a	12548	letter_B
50.5820312500	n/a	12949	letter_C
52.1484375000	n/a	13350	letter_D
53.7109375000	n/a	13750	letter_B
55.2695312500	n/a	14149	letter_C
56.2968750000	n/a	14412	response
56.8320312500	n/a	14549	letter_B
58.3906250000	n/a	14948	letter_C
59.2578125000	n/a	15170	response
59.9492187500	n/a	15347	letter_D
61.5117187500	n/a	15747	letter_A
63.0820312500	n/a	16149	letter_A
64.6445312500	n/a	16549	letter_B
66.2148437500	n/a	16951	letter_A
67.3125000000	n/a	17232	response
67.7890625000	n/a	17354	letter_C
69.3632812500	n/a	17757	letter_A
70.7109375000	n/a	18102	response
70.9375000000	n/a	18160	letter_B
72.5078125000	n/a	18562	letter_C
74.0703125000	n/a	18962	letter_C
75.6289062500	n/a	19361	letter_B
77.1875000000	n/a	19760	letter_C
78.0000000000	n/a	19968	response
78.7500000000	n/a	20160	letter_C
80.3085937500	n/a	20559	letter_B
81.8671875000	n/a	20958	letter_C
82.6601562500	n/a	21161	response
83.4296875000	n/a	21358	letter_D
84.9882812500	n/a	21757	letter_D
86.5468750000	n/a	22156	letter_C
88.1093750000	n/a	22556	letter_A
89.6679687500	n/a	22955	letter_A
91.2304687500	n/a	23355	letter_B
92.7890625000	n/a	23754	letter_D
94.3476562500	n/a	24153	letter_D
95.9101562500	n/a	24553	letter_B
97.4687500000	n/a	24952	letter_C
99.0273437500	n/a	25351	letter_A
100.5898437500	n/a	25751	letter_A
102.1484375000	n/a	26150	letter_A
103.0625000000	n/a	26384	response
103.7070312500	n/a	26549	letter_D
105.2695312500	n/a	26949	letter_D
106.8281250000	n/a	27348	letter_D
107.7968750000	n/a	27596	response
108.3867187500	n/a	27747	letter_C
109.9492187500	n/a	28147	letter_B
111.5078125000	n/a	28546	letter_D
113.0703125000	n/a	28946	letter_B
114.0039062500	n/a	29185	response
114.6289062500	n/a	29345	letter_C
116.1875000000	n/a	29744	letter_A
117.7500000000	n/a	30144	letter_C
119.3085937500	n/a	30543	letter_B
120.8671875000	n/a	30942	letter_B
122.4296875000	n/a	31342	letter_A
123.9882812500	n/a	31741	letter_D
125.5468750000	n/a	32140	letter_D
127.1093750000	n/a	32540	letter_A
128.6679687500	n/a	32939	letter_B
130.2265625000	n/a	33338	letter_C
131.7890625000	n/a	33738	letter_B
132.7070312500	n/a	33973	response
133.3476562500	n/a	34137	letter_B
134.9101562500	n/a	34537	letter_B
135.5703125000	n/a	34706	response
136.4687500000	n/a	34936	letter_D
138.0273437500	n/a	35335	letter_C
139.5859375000	n/a	35734	letter_D
140.8125000000	n/a	36048	response
141.1484375000	n/a	36134	letter_A
142.7070312500	n/a	36533	letter_C
144.2695312500	n/a	36933	letter_D
145.8281250000	n/a	37332	letter_C
146.8203125000	n/a	37586	response
147.3867187500	n/a	37731	letter_D
148.4882812500	n/a	38013	response
148.9492187500	n/a	38131	letter_A
150.5078125000	n/a	38530	letter_B
152.0664062500	n/a	38929	letter_A
152.8437500000	n/a	39128	response
