onset	duration	sample	value	stimulus	response_type	response_time
24.06640625	n/a	6161	C	nontarget	n/a	n/a
25.65625	n/a	6568	D	nontarget	n/a	n/a
27.23046875	n/a	6971	D	nontarget	n/a	n/a
28.8046875	n/a	7374	C	target	hit	863.2812
29.66796875	n/a	7595	rt	n/a	hit	863.2812
30.37890625	n/a	7777	C	nontarget	n/a	n/a
31.953125	n/a	8180	C	nontarget	n/a	n/a
33.5234375	n/a	8582	D	nontarget	n/a	n/a
35.09765625	n/a	8985	C	target	hit	500
35.59765625	n/a	9113	rt	n/a	hit	500
36.671875	n/a	9388	D	nontarget	n/a	n/a
38.2421875	n/a	9790	C	nontarget	n/a	n/a
39.8203125	n/a	10194	A	nontarget	n/a	n/a
41.40234375	n/a	10599	D	target	hit	753.9062
42.15625	n/a	10792	rt	n/a	hit	753.9062
42.98046875	n/a	11003	A	nontarget	n/a	n/a
44.55078125	n/a	11405	B	nontarget	n/a	n/a
46.125	n/a	11808	A	nontarget	n/a	n/a
47.6953125	n/a	12210	D	nontarget	n/a	n/a
49.26953125	n/a	12613	B	target	hit	531.25
49.80078125	n/a	12749	rt	n/a	hit	531.25
50.84375	n/a	13016	D	nontarget	n/a	n/a
52.40625	n/a	13416	B	nontarget	false_alarm	632.8125
53.0390625	n/a	13578	rt	n/a	false_alarm	632.8125
53.9765625	n/a	13818	A	nontarget	n/a	n/a
55.55078125	n/a	14221	A	nontarget	n/a	n/a
57.125	n/a	14624	B	target	hit	875
58	n/a	14848	rt	n/a	hit	875
58.69921875	n/a	15027	C	nontarget	n/a	n/a
60.26953125	n/a	15429	C	nontarget	n/a	n/a
61.84375	n/a	15832	B	target	hit	695.3125
62.5390625	n/a	16010	rt	n/a	hit	695.3125
63.4296875	n/a	16238	D	nontarget	n/a	n/a
65.00390625	n/a	16641	A	nontarget	n/a	n/a
66.578125	n/a	17044	B	target	miss	n/a
68.15234375	n/a	17447	B	nontarget	miss	n/a
69.72265625	n/a	17849	A	target	hit	804.6875
70.52734375	n/a	18055	rt	n/a	hit	804.6875
71.296875	n/a	18252	B	target	hit	601.5625
71.8984375	n/a	18406	rt	n/a	hit	601.5625
72.87109375	n/a	18655	D	nontarget	n/a	n/a
74.44140625	n/a	19057	A	target	hit	699.2188
75.140625	n/a	19236	rt	n/a	hit	699.2188
76.015625	n/a	19460	B	target	hit	648.4375
76.6640625	n/a	19626	rt	n/a	hit	648.4375
77.58984375	n/a	19863	D	target	late_hit	1738.2812
79.1640625	n/a	20266	C	nontarget	late_hit	n/a
79.328125	n/a	20308	rt	n/a	n/a	164.0625
80.73828125	n/a	20669	C	nontarget	n/a	n/a
82.32421875	n/a	21075	D	target	miss	n/a
83.89453125	n/a	21477	C	target	hit	757.8125
84.65234375	n/a	21671	rt	n/a	hit	757.8125
85.46875	n/a	21880	A	nontarget	n/a	n/a
87.04296875	n/a	22283	A	nontarget	n/a	n/a
88.6171875	n/a	22686	A	nontarget	n/a	n/a
90.19140625	n/a	23089	B	nontarget	n/a	n/a
91.77734375	n/a	23495	A	target	hit	585.9375
92.36328125	n/a	23645	rt	n/a	hit	585.9375
93.3515625	n/a	23898	A	target	hit	542.9688
93.89453125	n/a	24037	rt	n/a	hit	542.9688
94.921875	n/a	24300	C	nontarget	n/a	n/a
96.49609375	n/a	24703	D	nontarget	n/a	n/a
98.0703125	n/a	25106	C	nontarget	n/a	n/a
99.640625	n/a	25508	B	nontarget	n/a	n/a
101.2148438	n/a	25911	D	target	hit	550.7812
101.765625	n/a	26052	rt	n/a	hit	550.7812
102.7773438	n/a	26311	A	nontarget	n/a	n/a
104.3515625	n/a	26714	D	nontarget	n/a	n/a
105.921875	n/a	27116	A	nontarget	n/a	n/a
107.4960938	n/a	27519	A	target	hit	472.6562
107.96875	n/a	27640	rt	n/a	hit	472.6562
109.0703125	n/a	27922	A	nontarget	n/a	n/a
110.640625	n/a	28324	C	nontarget	n/a	n/a
112.2265625	n/a	28730	D	nontarget	n/a	n/a
113.8046875	n/a	29134	D	nontarget	n/a	n/a
115.375	n/a	29536	A	nontarget	n/a	n/a
116.9492188	n/a	29939	C	nontarget	false_alarm	1500
118.4492188	n/a	30323	rt	n/a	false_alarm	1500
118.5234375	n/a	30342	A	nontarget	false_alarm	1417.9688
119.9414062	n/a	30705	rt	n/a	false_alarm	1417.9688
120.09375	n/a	30744	A	target	miss	n/a
121.6796875	n/a	31150	A	nontarget	miss	n/a
123.2539062	n/a	31553	A	target	hit	589.8438
123.84375	n/a	31704	rt	n/a	hit	589.8438
124.8320312	n/a	31957	D	nontarget	n/a	n/a
126.4023438	n/a	32359	B	nontarget	n/a	n/a
127.9765625	n/a	32762	A	target	hit	1031.25
129.0078125	n/a	33026	rt	n/a	hit	1031.25
129.5507812	n/a	33165	D	target	hit	496.0938
130.046875	n/a	33292	rt	n/a	hit	496.0938
131.1328125	n/a	33570	D	nontarget	n/a	n/a
132.7109375	n/a	33974	A	target	hit	988.2812
133.6992188	n/a	34227	rt	n/a	hit	988.2812
134.28125	n/a	34376	D	target	hit	644.5312
134.9257812	n/a	34541	rt	n/a	hit	644.5312
135.8554688	n/a	34779	D	target	hit	449.2188
136.3046875	n/a	34894	rt	n/a	hit	449.2188
137.4296875	n/a	35182	A	target	hit	820.3125
138.25	n/a	35392	rt	n/a	hit	820.3125
139	n/a	35584	D	target	hit	476.5625
139.4765625	n/a	35706	rt	n/a	hit	476.5625
140.5742188	n/a	35987	B	nontarget	n/a	n/a
142.1484375	n/a	36390	C	nontarget	n/a	n/a
143.7226562	n/a	36793	C	nontarget	n/a	n/a
145.296875	n/a	37196	B	target	hit	500
145.796875	n/a	37324	rt	n/a	hit	500
146.8710938	n/a	37599	A	nontarget	n/a	n/a
148.4414062	n/a	38001	C	target	hit	707.0312
149.1484375	n/a	38182	rt	n/a	hit	707.0312
150.015625	n/a	38404	C	nontarget	n/a	n/a
151.5742188	n/a	38803	C	nontarget	n/a	n/a
153.1328125	n/a	39202	A	nontarget	n/a	n/a
154.6953125	n/a	39602	D	nontarget	n/a	n/a
156.2539062	n/a	40001	C	target	miss	n/a
157.8164062	n/a	40401	D	nontarget	false_alarm	1050.7812
158.8671875	n/a	40670	rt	n/a	false_alarm	1050.7812
159.4023438	n/a	40807	D	target	hit	648.4375
160.0507812	n/a	40973	rt	n/a	hit	648.4375
160.9726562	n/a	41209	D	nontarget	n/a	n/a
162.5507812	n/a	41613	B	nontarget	n/a	n/a
164.1210938	n/a	42015	A	nontarget	n/a	n/a
165.6953125	n/a	42418	A	nontarget	n/a	n/a
167.2695312	n/a	42821	D	nontarget	n/a	n/a
168.8554688	n/a	43227	B	nontarget	n/a	n/a
170.4296875	n/a	43630	C	nontarget	n/a	n/a
172	n/a	44032	B	nontarget	n/a	n/a
173.5742188	n/a	44435	D	nontarget	n/a	n/a
175.1484375	n/a	44838	C	target	hit	578.125
175.7265625	n/a	44986	rt	n/a	hit	578.125
176.734375	n/a	45244	C	nontarget	n/a	n/a
178.3085938	n/a	45647	A	nontarget	n/a	n/a
179.8789062	n/a	46049	B	nontarget	n/a	n/a
181.4570312	n/a	46453	C	target	hit	691.4062
182.1484375	n/a	46630	rt	n/a	hit	691.4062
183.03125	n/a	46856	C	nontarget	n/a	n/a
184.6015625	n/a	47258	B	target	hit	847.6562
185.4492188	n/a	47475	rt	n/a	hit	847.6562
186.1640625	n/a	47658	B	nontarget	false_alarm	910.1562
187.0742188	n/a	47891	rt	n/a	false_alarm	910.1562
187.7460938	n/a	48063	A	nontarget	n/a	n/a
189.3203125	n/a	48466	C	nontarget	n/a	n/a
190.8945312	n/a	48869	D	nontarget	n/a	n/a
192.46875	n/a	49272	A	target	hit	562.5
193.03125	n/a	49416	rt	n/a	hit	562.5
194.0390625	n/a	49674	D	nontarget	n/a	n/a
195.625	n/a	50080	C	nontarget	n/a	n/a
197.1992188	n/a	50483	B	nontarget	n/a	n/a
198.7734375	n/a	50886	C	nontarget	n/a	n/a
200.3515625	n/a	51290	B	nontarget	n/a	n/a
201.9179688	n/a	51691	A	nontarget	n/a	n/a
203.4921875	n/a	52094	C	target	hit	585.9375
204.078125	n/a	52244	rt	n/a	hit	585.9375
205.078125	n/a	52500	A	nontarget	n/a	n/a
206.65625	n/a	52904	C	nontarget	n/a	n/a
208.2265625	n/a	53306	D	nontarget	n/a	n/a
209.8007812	n/a	53709	D	nontarget	n/a	n/a
211.3710938	n/a	54111	C	target	miss	n/a
212.9492188	n/a	54515	D	target	hit	796.875
213.7460938	n/a	54719	rt	n/a	hit	796.875
214.53125	n/a	54920	B	nontarget	n/a	n/a
216.1054688	n/a	55323	C	target	hit	628.9062
216.734375	n/a	55484	rt	n/a	hit	628.9062
217.6796875	n/a	55726	B	nontarget	n/a	n/a
219.2539062	n/a	56129	C	nontarget	n/a	n/a
220.828125	n/a	56532	A	nontarget	n/a	n/a
222.3984375	n/a	56934	B	target	hit	558.5938
222.9570312	n/a	57077	rt	n/a	hit	558.5938
223.9609375	n/a	57334	B	nontarget	n/a	n/a
225.546875	n/a	57740	A	target	hit	523.4375
226.0703125	n/a	57874	rt	n/a	hit	523.4375
227.1210938	n/a	58143	A	nontarget	n/a	n/a
228.6914062	n/a	58545	B	target	hit	812.5
229.5039062	n/a	58753	rt	n/a	hit	812.5
230.265625	n/a	58948	D	nontarget	n/a	n/a
231.8398438	n/a	59351	A	target	hit	851.5625
232.6914062	n/a	59569	rt	n/a	hit	851.5625
233.4140625	n/a	59754	C	nontarget	n/a	n/a
234.9882812	n/a	60157	B	nontarget	n/a	n/a
236.5585938	n/a	60559	C	nontarget	n/a	n/a
238.1328125	n/a	60962	D	nontarget	n/a	n/a
239.7070312	n/a	61365	D	nontarget	false_alarm	878.9062
240.5859375	n/a	61590	rt	n/a	false_alarm	878.9062
241.2773438	n/a	61767	D	nontarget	n/a	n/a
242.8671875	n/a	62174	C	nontarget	n/a	n/a
244.4296875	n/a	62574	A	nontarget	n/a	n/a
246.0117188	n/a	62979	B	nontarget	n/a	n/a
247.5859375	n/a	63382	A	nontarget	n/a	n/a
249.1601562	n/a	63785	D	nontarget	n/a	n/a
250.7304688	n/a	64187	C	nontarget	n/a	n/a
252.3046875	n/a	64590	C	nontarget	n/a	n/a
253.890625	n/a	64996	C	nontarget	n/a	n/a
255.4648438	n/a	65399	C	target	hit	695.3125
256.1601562	n/a	65577	rt	n/a	hit	695.3125
257.0390625	n/a	65802	D	nontarget	n/a	n/a
258.6132812	n/a	66205	A	nontarget	n/a	n/a
260.1875	n/a	66608	B	nontarget	n/a	n/a
261.7734375	n/a	67014	B	nontarget	n/a	n/a
263.3476562	n/a	67417	C	nontarget	n/a	n/a
264.9179688	n/a	67819	C	nontarget	n/a	n/a
266.4921875	n/a	68222	D	nontarget	n/a	n/a
268.0664062	n/a	68625	C	target	hit	476.5625
268.5429688	n/a	68747	rt	n/a	hit	476.5625
269.6367188	n/a	69027	D	nontarget	n/a	n/a
271.2265625	n/a	69434	B	nontarget	n/a	n/a
272.796875	n/a	69836	C	target	miss	n/a
274.3710938	n/a	70239	C	nontarget	miss	n/a
275.9492188	n/a	70643	C	nontarget	false_alarm	988.2812
276.9375	n/a	70896	rt	n/a	false_alarm	988.2812
277.5195312	n/a	71045	C	target	hit	472.6562
277.9921875	n/a	71166	rt	n/a	hit	472.6562
279.0898438	n/a	71447	D	nontarget	n/a	n/a
280.6796875	n/a	71854	B	nontarget	n/a	n/a
282.2539062	n/a	72257	A	nontarget	n/a	n/a
283.828125	n/a	72660	B	nontarget	n/a	n/a
285.3984375	n/a	73062	C	nontarget	n/a	n/a
286.9726562	n/a	73465	D	nontarget	n/a	n/a
288.546875	n/a	73868	B	target	hit	707.0312
289.2539062	n/a	74049	rt	n/a	hit	707.0312
290.1328125	n/a	74274	A	nontarget	n/a	n/a
291.7070312	n/a	74677	C	nontarget	n/a	n/a
293.2773438	n/a	75079	D	nontarget	n/a	n/a
294.8515625	n/a	75482	A	target	hit	691.4062
295.5429688	n/a	75659	rt	n/a	hit	691.4062
296.4257812	n/a	75885	B	nontarget	n/a	n/a
297.9960938	n/a	76287	D	target	miss	n/a
299.5585938	n/a	76687	C	nontarget	miss	n/a
301.1445312	n/a	77093	A	nontarget	n/a	n/a
302.71875	n/a	77496	A	nontarget	n/a	n/a
304.2890625	n/a	77898	C	target	miss	n/a
305.8632812	n/a	78301	D	nontarget	miss	n/a
307.4375	n/a	78704	B	nontarget	n/a	n/a
309.0117188	n/a	79107	B	nontarget	n/a	n/a
310.5742188	n/a	79507	B	nontarget	n/a	n/a
312.15625	n/a	79912	B	target	hit	535.1562
312.6914062	n/a	80049	rt	n/a	hit	535.1562
313.7304688	n/a	80315	D	nontarget	n/a	n/a
315.3046875	n/a	80718	D	nontarget	n/a	n/a
316.8789062	n/a	81121	A	nontarget	n/a	n/a
318.453125	n/a	81524	D	target	hit	574.2188
319.0273438	n/a	81671	rt	n/a	hit	574.2188
320.0351562	n/a	81929	B	nontarget	n/a	n/a
