onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
14.9453125	n/a	3826	largeTSmallH	correct	incongruent	1.4219	no	T	H
16.3671875	n/a	4190	responseLargeT	correct	n/a	1.4219	no	n/a	n/a
17.4375	n/a	4464	largeTSmallH	correct	incongruent	1.0703	no	T	H
18.5078125	n/a	4738	responseLargeT	correct	n/a	1.0703	no	n/a	n/a
19.5703125	n/a	5010	largeHSmallT	correct	incongruent	0.64062	no	H	T
20.2109375	n/a	5174	responseLargeH	correct	n/a	0.64062	no	n/a	n/a
21.27734375	n/a	5447	largeHSmallH	correct	congruent	0.70312	no	H	H
21.98046875	n/a	5627	responseLargeH	correct	n/a	0.70312	no	n/a	n/a
23.05078125	n/a	5901	largeTSmallH	correct	incongruent	0.47266	no	T	H
23.5234375	n/a	6022	responseLargeT	correct	n/a	0.47266	no	n/a	n/a
24.59765625	n/a	6297	largeTSmallH	correct	incongruent	0.52734	no	T	H
25.125	n/a	6432	responseLargeT	correct	n/a	0.52734	no	n/a	n/a
26.2109375	n/a	6710	largeTSmallH	correct	incongruent	0.57422	no	T	H
26.78515625	n/a	6857	responseLargeT	correct	n/a	0.57422	no	n/a	n/a
27.86328125	n/a	7133	largeTSmallT	correct	congruent	0.51172	no	T	T
28.375	n/a	7264	responseLargeT	correct	n/a	0.51172	no	n/a	n/a
29.453125	n/a	7540	largeHSmallH	correct	congruent	0.59375	no	H	H
30.046875	n/a	7692	responseLargeH	correct	n/a	0.59375	no	n/a	n/a
31.1171875	n/a	7966	largeTSmallH	correct	incongruent	0.60938	no	T	H
31.7265625	n/a	8122	responseLargeT	correct	n/a	0.60938	no	n/a	n/a
32.796875	n/a	8396	largeHSmallT	correct	incongruent	0.51562	no	H	T
33.3125	n/a	8528	responseLargeH	correct	n/a	0.51562	no	n/a	n/a
34.38671875	n/a	8803	largeTSmallH	correct	incongruent	0.39062	no	T	H
34.77734375	n/a	8903	responseLargeT	correct	n/a	0.39062	no	n/a	n/a
35.8515625	n/a	9178	largeHSmallT	correct	incongruent	0.54688	no	H	T
36.3984375	n/a	9318	responseLargeH	correct	n/a	0.54688	no	n/a	n/a
37.46484375	n/a	9591	largeHSmallH	correct	congruent	0.55469	no	H	H
38.01953125	n/a	9733	responseLargeH	correct	n/a	0.55469	no	n/a	n/a
39.08984375	n/a	10007	largeTSmallH	correct	incongruent	0.44531	no	T	H
39.53515625	n/a	10121	responseLargeT	correct	n/a	0.44531	no	n/a	n/a
40.59765625	n/a	10393	largeHSmallH	correct	congruent	0.48828	no	H	H
41.0859375	n/a	10518	responseLargeH	correct	n/a	0.48828	no	n/a	n/a
42.14453125	n/a	10789	largeHSmallH	correct	congruent	0.42969	no	H	H
42.57421875	n/a	10899	responseLargeH	correct	n/a	0.42969	no	n/a	n/a
43.65234375	n/a	11175	largeTSmallH	correct	incongruent	0.44922	no	T	H
44.1015625	n/a	11290	responseLargeT	correct	n/a	0.44922	no	n/a	n/a
45.171875	n/a	11564	largeTSmallT	correct	congruent	0.47656	no	T	T
45.6484375	n/a	11686	responseLargeT	correct	n/a	0.47656	no	n/a	n/a
46.71875	n/a	11960	largeTSmallT	correct	congruent	0.58203	no	T	T
47.30078125	n/a	12109	responseLargeT	correct	n/a	0.58203	no	n/a	n/a
48.37109375	n/a	12383	largeHSmallT	correct	incongruent	0.39453	no	H	T
48.765625	n/a	12484	responseLargeH	correct	n/a	0.39453	no	n/a	n/a
49.83984375	n/a	12759	largeTSmallT	correct	congruent	0.35938	no	T	T
50.19921875	n/a	12851	responseLargeT	correct	n/a	0.35938	no	n/a	n/a
51.27734375	n/a	13127	largeTSmallT	correct	congruent	0.44922	no	T	T
51.7265625	n/a	13242	responseLargeT	correct	n/a	0.44922	no	n/a	n/a
52.796875	n/a	13516	largeTSmallH	correct	incongruent	0.43359	no	T	H
53.23046875	n/a	13627	responseLargeT	correct	n/a	0.43359	no	n/a	n/a
54.3046875	n/a	13902	largeHSmallH	correct	congruent	0.41016	no	H	H
54.71484375	n/a	14007	responseLargeH	correct	n/a	0.41016	no	n/a	n/a
55.78515625	n/a	14281	largeHSmallH	error	congruent	0.5	no	H	H
56.28515625	n/a	14409	responseLargeT	error	n/a	0.5	no	n/a	n/a
57.359375	n/a	14684	largeTSmallT	correct	congruent	0.56641	no	T	T
57.92578125	n/a	14829	responseLargeT	correct	n/a	0.56641	no	n/a	n/a
58.99609375	n/a	15103	largeHSmallH	correct	congruent	0.52734	no	H	H
59.5234375	n/a	15238	responseLargeH	correct	n/a	0.52734	no	n/a	n/a
60.5859375	n/a	15510	largeTSmallH	correct	incongruent	0.46875	no	T	H
61.0546875	n/a	15630	responseLargeT	correct	n/a	0.46875	no	n/a	n/a
62.1328125	n/a	15906	largeHSmallT	correct	incongruent	0.63672	no	H	T
62.76953125	n/a	16069	responseLargeH	correct	n/a	0.63672	no	n/a	n/a
63.8359375	n/a	16342	largeHSmallH	correct	congruent	0.47266	no	H	H
64.30859375	n/a	16463	responseLargeH	correct	n/a	0.47266	no	n/a	n/a
65.37109375	n/a	16735	largeTSmallH	correct	incongruent	0.47656	no	T	H
65.84765625	n/a	16857	responseLargeT	correct	n/a	0.47656	no	n/a	n/a
66.91796875	n/a	17131	largeHSmallH	correct	congruent	0.46094	no	H	H
67.37890625	n/a	17249	responseLargeH	correct	n/a	0.46094	no	n/a	n/a
68.44921875	n/a	17523	largeTSmallH	correct	incongruent	0.46875	no	T	H
68.91796875	n/a	17643	responseLargeT	correct	n/a	0.46875	no	n/a	n/a
69.99609375	n/a	17919	largeHSmallT	correct	incongruent	0.44531	no	H	T
70.44140625	n/a	18033	responseLargeH	correct	n/a	0.44531	no	n/a	n/a
71.50390625	n/a	18305	largeTSmallT	correct	congruent	0.40234	no	T	T
71.90625	n/a	18408	responseLargeT	correct	n/a	0.40234	no	n/a	n/a
72.97265625	n/a	18681	largeHSmallH	correct	congruent	0.41016	no	H	H
73.3828125	n/a	18786	responseLargeH	correct	n/a	0.41016	no	n/a	n/a
74.46484375	n/a	19063	largeTSmallH	correct	incongruent	0.49609	no	T	H
74.9609375	n/a	19190	responseLargeT	correct	n/a	0.49609	no	n/a	n/a
76.0390625	n/a	19466	largeHSmallH	correct	congruent	0.46484	no	H	H
76.50390625	n/a	19585	responseLargeH	correct	n/a	0.46484	no	n/a	n/a
77.5703125	n/a	19858	largeTSmallT	correct	congruent	0.46094	no	T	T
78.03125	n/a	19976	responseLargeT	correct	n/a	0.46094	no	n/a	n/a
79.10546875	n/a	20251	largeTSmallT	correct	congruent	0.45703	no	T	T
79.5625	n/a	20368	responseLargeT	correct	n/a	0.45703	no	n/a	n/a
80.63671875	n/a	20643	largeTSmallH	error	incongruent	0.48828	no	T	H
81.125	n/a	20768	responseLargeH	error	n/a	0.48828	no	n/a	n/a
82.19921875	n/a	21043	largeHSmallH	correct	congruent	0.47266	no	H	H
82.671875	n/a	21164	responseLargeH	correct	n/a	0.47266	no	n/a	n/a
83.7421875	n/a	21438	largeTSmallT	correct	congruent	0.51562	no	T	T
84.2578125	n/a	21570	responseLargeT	correct	n/a	0.51562	no	n/a	n/a
85.33203125	n/a	21845	largeHSmallH	correct	congruent	0.50781	no	H	H
85.83984375	n/a	21975	responseLargeH	correct	n/a	0.50781	no	n/a	n/a
