onset	duration	sample	value	stimulus	response_type	response_time
50.34765625	n/a	12889	A	nontarget	n/a	n/a
52.01171875	n/a	13315	D	nontarget	n/a	n/a
53.67578125	n/a	13741	A	nontarget	n/a	n/a
55.375	n/a	14176	A	target	hit	800.7812
56.17578125	n/a	14381	rt	n/a	hit	800.7812
57.140625	n/a	14628	A	target	hit	871.0938
58.01171875	n/a	14851	rt	n/a	hit	871.0938
58.80078125	n/a	15053	C	nontarget	n/a	n/a
60.37109375	n/a	15455	D	nontarget	n/a	n/a
61.94140625	n/a	15857	D	target	hit	527.3438
62.46875	n/a	15992	rt	n/a	hit	527.3438
63.515625	n/a	16260	A	nontarget	n/a	n/a
65.08984375	n/a	16663	A	target	hit	546.875
65.63671875	n/a	16803	rt	n/a	hit	546.875
66.66015625	n/a	17065	D	nontarget	n/a	n/a
68.23828125	n/a	17469	A	nontarget	n/a	n/a
69.80859375	n/a	17871	B	nontarget	n/a	n/a
71.44921875	n/a	18291	D	nontarget	n/a	n/a
73.14453125	n/a	18725	D	target	hit	750
73.89453125	n/a	18917	rt	n/a	hit	750
74.71484375	n/a	19127	B	nontarget	n/a	n/a
76.4140625	n/a	19562	A	nontarget	n/a	n/a
78.046875	n/a	19980	C	nontarget	n/a	n/a
79.63671875	n/a	20387	D	nontarget	n/a	n/a
81.2734375	n/a	20806	C	nontarget	n/a	n/a
82.84765625	n/a	21209	D	nontarget	n/a	n/a
84.421875	n/a	21612	C	nontarget	n/a	n/a
85.99609375	n/a	22015	A	nontarget	n/a	n/a
87.5703125	n/a	22418	B	nontarget	n/a	n/a
89.12890625	n/a	22817	A	nontarget	n/a	n/a
90.6875	n/a	23216	D	nontarget	n/a	n/a
92.24609375	n/a	23615	C	nontarget	n/a	n/a
94.01171875	n/a	24067	B	nontarget	n/a	n/a
95.59375	n/a	24472	C	nontarget	n/a	n/a
97.28125	n/a	24904	D	nontarget	n/a	n/a
98.9296875	n/a	25326	D	target	hit	593.75
99.5234375	n/a	25478	rt	n/a	hit	593.75
100.5039062	n/a	25729	B	nontarget	n/a	n/a
102.140625	n/a	26148	C	nontarget	n/a	n/a
103.7617188	n/a	26563	B	nontarget	n/a	n/a
105.4101562	n/a	26985	D	nontarget	n/a	n/a
106.9804688	n/a	27387	B	nontarget	n/a	n/a
108.5546875	n/a	27790	A	nontarget	n/a	n/a
110.1953125	n/a	28210	C	nontarget	n/a	n/a
111.7695312	n/a	28613	B	nontarget	n/a	n/a
113.34375	n/a	29016	A	nontarget	n/a	n/a
115.0117188	n/a	29443	D	nontarget	n/a	n/a
116.59375	n/a	29848	D	target	hit	570.3125
117.1640625	n/a	29994	rt	n/a	hit	570.3125
118.28125	n/a	30280	A	nontarget	n/a	n/a
119.9257812	n/a	30701	A	target	hit	531.25
120.4570312	n/a	30837	rt	n/a	hit	531.25
121.5039062	n/a	31105	A	target	hit	820.3125
122.3242188	n/a	31315	rt	n/a	hit	820.3125
123.2734375	n/a	31558	D	nontarget	n/a	n/a
124.8476562	n/a	31961	C	nontarget	n/a	n/a
126.421875	n/a	32364	C	target	hit	726.5625
127.1484375	n/a	32550	rt	n/a	hit	726.5625
127.9960938	n/a	32767	A	nontarget	n/a	n/a
129.5664062	n/a	33169	C	nontarget	n/a	n/a
131.140625	n/a	33572	A	nontarget	n/a	n/a
132.7265625	n/a	33978	A	target	hit	500
133.2265625	n/a	34106	rt	n/a	hit	500
134.3007812	n/a	34381	A	target	hit	589.8438
134.890625	n/a	34532	rt	n/a	hit	589.8438
135.875	n/a	34784	A	target	hit	625
136.5	n/a	34944	rt	n/a	hit	625
137.5273438	n/a	35207	C	nontarget	n/a	n/a
139.1015625	n/a	35610	C	target	hit	664.0625
139.765625	n/a	35780	rt	n/a	hit	664.0625
140.7539062	n/a	36033	B	nontarget	n/a	n/a
142.4101562	n/a	36457	D	nontarget	n/a	n/a
144.046875	n/a	36876	B	nontarget	n/a	n/a
145.6328125	n/a	37282	C	nontarget	n/a	n/a
147.2734375	n/a	37702	D	nontarget	n/a	n/a
148.890625	n/a	38116	B	nontarget	n/a	n/a
150.4609375	n/a	38518	D	nontarget	n/a	n/a
152.0351562	n/a	38921	C	nontarget	n/a	n/a
153.671875	n/a	39340	B	nontarget	n/a	n/a
155.2460938	n/a	39743	D	nontarget	n/a	n/a
156.8203125	n/a	40146	D	target	hit	964.8438
157.7851562	n/a	40393	rt	n/a	hit	964.8438
158.5390625	n/a	40586	C	nontarget	n/a	n/a
160.1132812	n/a	40989	D	nontarget	n/a	n/a
161.765625	n/a	41412	C	nontarget	n/a	n/a
163.375	n/a	41824	A	nontarget	n/a	n/a
165.0195312	n/a	42245	D	nontarget	n/a	n/a
166.6679688	n/a	42667	B	nontarget	n/a	n/a
168.3125	n/a	43088	B	target	hit	519.5312
168.8320312	n/a	43221	rt	n/a	hit	519.5312
169.875	n/a	43488	A	nontarget	n/a	n/a
171.5703125	n/a	43922	C	nontarget	n/a	n/a
173.140625	n/a	44324	B	nontarget	n/a	n/a
174.7109375	n/a	44726	D	nontarget	n/a	n/a
176.3007812	n/a	45133	D	target	hit	632.8125
176.9335938	n/a	45295	rt	n/a	hit	632.8125
177.8710938	n/a	45535	D	target	hit	753.9062
178.625	n/a	45728	rt	n/a	hit	753.9062
179.6523438	n/a	45991	D	target	hit	589.8438
180.2421875	n/a	46142	rt	n/a	hit	589.8438
181.2382812	n/a	46397	A	nontarget	n/a	n/a
182.8867188	n/a	46819	D	nontarget	n/a	n/a
184.4960938	n/a	47231	B	nontarget	n/a	n/a
186.2578125	n/a	47682	B	target	hit	750
187.0078125	n/a	47874	rt	n/a	hit	750
187.9609375	n/a	48118	C	nontarget	n/a	n/a
189.5390625	n/a	48522	B	nontarget	n/a	n/a
191.1132812	n/a	48925	A	nontarget	n/a	n/a
192.6875	n/a	49328	A	target	hit	675.7812
193.3632812	n/a	49501	rt	n/a	hit	675.7812
194.2617188	n/a	49731	D	nontarget	n/a	n/a
195.8320312	n/a	50133	D	target	hit	847.6562
196.6796875	n/a	50350	rt	n/a	hit	847.6562
197.5273438	n/a	50567	B	nontarget	n/a	n/a
199.1015625	n/a	50970	C	nontarget	n/a	n/a
200.75	n/a	51392	B	nontarget	n/a	n/a
202.3710938	n/a	51807	D	nontarget	n/a	n/a
204.0195312	n/a	52229	D	target	hit	609.375
204.6289062	n/a	52385	rt	n/a	hit	609.375
205.625	n/a	52640	D	target	hit	617.1875
206.2421875	n/a	52798	rt	n/a	hit	617.1875
207.2734375	n/a	53062	D	target	hit	570.3125
207.84375	n/a	53208	rt	n/a	hit	570.3125
208.8476562	n/a	53465	C	nontarget	n/a	n/a
210.4179688	n/a	53867	D	nontarget	n/a	n/a
212.0039062	n/a	54273	C	nontarget	n/a	n/a
213.5820312	n/a	54677	D	nontarget	n/a	n/a
215.1523438	n/a	55079	C	nontarget	n/a	n/a
216.7265625	n/a	55482	C	target	hit	679.6875
217.40625	n/a	55656	rt	n/a	hit	679.6875
218.3007812	n/a	55885	A	nontarget	n/a	n/a
220.0078125	n/a	56322	C	nontarget	n/a	n/a
221.5820312	n/a	56725	C	target	hit	671.875
222.2539062	n/a	56897	rt	n/a	hit	671.875
223.2734375	n/a	57158	A	nontarget	n/a	n/a
224.9101562	n/a	57577	B	nontarget	n/a	n/a
226.4960938	n/a	57983	A	nontarget	n/a	n/a
228.1367188	n/a	58403	A	target	hit	859.375
228.9960938	n/a	58623	rt	n/a	hit	859.375
229.75	n/a	58816	B	nontarget	n/a	n/a
231.390625	n/a	59236	D	nontarget	n/a	n/a
232.9648438	n/a	59639	C	nontarget	n/a	n/a
234.6679688	n/a	60075	C	target	hit	570.3125
235.2382812	n/a	60221	rt	n/a	hit	570.3125
236.2460938	n/a	60479	D	nontarget	n/a	n/a
237.8203125	n/a	60882	A	nontarget	n/a	n/a
239.390625	n/a	61284	D	nontarget	n/a	n/a
241.0078125	n/a	61698	C	nontarget	n/a	n/a
242.5820312	n/a	62101	B	nontarget	n/a	n/a
244.2734375	n/a	62534	A	nontarget	n/a	n/a
245.9101562	n/a	62953	B	nontarget	n/a	n/a
247.4960938	n/a	63359	C	nontarget	n/a	n/a
249.1367188	n/a	63779	D	nontarget	n/a	n/a
250.7539062	n/a	64193	A	nontarget	n/a	n/a
252.390625	n/a	64612	C	nontarget	n/a	n/a
253.9648438	n/a	65015	A	nontarget	n/a	n/a
255.5390625	n/a	65418	C	nontarget	n/a	n/a
257.125	n/a	65824	B	nontarget	n/a	n/a
258.6992188	n/a	66227	A	nontarget	n/a	n/a
260.2695312	n/a	66629	D	nontarget	n/a	n/a
262.0039062	n/a	67073	A	nontarget	n/a	n/a
263.578125	n/a	67476	B	nontarget	n/a	n/a
265.2734375	n/a	67910	D	nontarget	n/a	n/a
266.9101562	n/a	68329	B	nontarget	n/a	n/a
268.4960938	n/a	68735	A	nontarget	n/a	n/a
270.1367188	n/a	69155	A	target	hit	507.8125
270.6445312	n/a	69285	rt	n/a	hit	507.8125
271.75	n/a	69568	D	nontarget	n/a	n/a
273.390625	n/a	69988	D	target	hit	843.75
274.234375	n/a	70204	rt	n/a	hit	843.75
274.9648438	n/a	70391	D	target	hit	671.875
275.6367188	n/a	70563	rt	n/a	hit	671.875
276.5390625	n/a	70794	D	target	hit	699.2188
277.2382812	n/a	70973	rt	n/a	hit	699.2188
278.1914062	n/a	71217	B	nontarget	n/a	n/a
279.765625	n/a	71620	C	nontarget	n/a	n/a
281.4648438	n/a	72055	A	nontarget	n/a	n/a
283.0429688	n/a	72459	B	nontarget	n/a	n/a
284.6171875	n/a	72862	C	nontarget	n/a	n/a
286.2734375	n/a	73286	A	nontarget	n/a	n/a
287.9101562	n/a	73705	A	target	hit	695.3125
288.6054688	n/a	73883	rt	n/a	hit	695.3125
289.4921875	n/a	74110	C	nontarget	n/a	n/a
291.1367188	n/a	74531	A	nontarget	n/a	n/a
292.75	n/a	74944	A	target	hit	722.6562
293.4726562	n/a	75129	rt	n/a	hit	722.6562
294.390625	n/a	75364	C	nontarget	n/a	n/a
295.9648438	n/a	75767	C	target	hit	535.1562
296.5	n/a	75904	rt	n/a	hit	535.1562
297.5390625	n/a	76170	A	nontarget	n/a	n/a
299.1757812	n/a	76589	A	target	hit	601.5625
299.7773438	n/a	76743	rt	n/a	hit	601.5625
300.75	n/a	76992	D	nontarget	n/a	n/a
302.3242188	n/a	77395	B	nontarget	n/a	n/a
304.0039062	n/a	77825	B	target	hit	750
304.7539062	n/a	78017	rt	n/a	hit	750
305.578125	n/a	78228	C	nontarget	n/a	n/a
307.2695312	n/a	78661	C	target	hit	847.6562
308.1171875	n/a	78878	rt	n/a	hit	847.6562
309.0429688	n/a	79115	A	nontarget	n/a	n/a
310.625	n/a	79520	C	nontarget	n/a	n/a
312.2695312	n/a	79941	A	nontarget	n/a	n/a
313.8789062	n/a	80353	D	nontarget	n/a	n/a
315.4570312	n/a	80757	A	nontarget	n/a	n/a
317.15625	n/a	81192	A	target	hit	683.5938
