onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
19.3828125	n/a	4962	largeHSmallH	correct	congruent	0.63672	no	H	H
20.01953125	n/a	5125	responseLargeH	correct	n/a	0.63672	no	n/a	n/a
21.0859375	n/a	5398	largeTSmallH	correct	incongruent	0.67969	no	T	H
21.765625	n/a	5572	responseLargeT	correct	n/a	0.67969	no	n/a	n/a
22.83203125	n/a	5845	largeHSmallH	correct	congruent	0.44141	no	H	H
23.2734375	n/a	5958	responseLargeH	correct	n/a	0.44141	no	n/a	n/a
24.33984375	n/a	6231	largeTSmallH	correct	incongruent	0.46484	no	T	H
24.8046875	n/a	6350	responseLargeT	correct	n/a	0.46484	no	n/a	n/a
25.87109375	n/a	6623	largeHSmallT	error	incongruent	0.51172	no	H	T
26.3828125	n/a	6754	responseLargeT	error	n/a	0.51172	no	n/a	n/a
27.4453125	n/a	7026	largeTSmallT	correct	congruent	0.60547	no	T	T
28.05078125	n/a	7181	responseLargeT	correct	n/a	0.60547	no	n/a	n/a
29.11328125	n/a	7453	largeTSmallH	correct	incongruent	0.62891	no	T	H
29.7421875	n/a	7614	responseLargeT	correct	n/a	0.62891	no	n/a	n/a
30.8046875	n/a	7886	largeTSmallT	correct	congruent	0.48047	no	T	T
31.28515625	n/a	8009	responseLargeT	correct	n/a	0.48047	no	n/a	n/a
32.3515625	n/a	8282	largeHSmallH	correct	congruent	0.34375	no	H	H
32.6953125	n/a	8370	responseLargeH	correct	n/a	0.34375	no	n/a	n/a
33.765625	n/a	8644	largeTSmallT	correct	congruent	0.50781	no	T	T
34.2734375	n/a	8774	responseLargeT	correct	n/a	0.50781	no	n/a	n/a
35.33984375	n/a	9047	largeHSmallH	correct	congruent	0.46484	no	H	H
35.8046875	n/a	9166	responseLargeH	correct	n/a	0.46484	no	n/a	n/a
36.87109375	n/a	9439	largeTSmallT	correct	congruent	0.43359	no	T	T
37.3046875	n/a	9550	responseLargeT	correct	n/a	0.43359	no	n/a	n/a
38.3671875	n/a	9822	largeHSmallH	correct	congruent	0.37891	no	H	H
38.74609375	n/a	9919	responseLargeH	correct	n/a	0.37891	no	n/a	n/a
39.8203125	n/a	10194	largeHSmallH	correct	congruent	0.5625	no	H	H
40.3828125	n/a	10338	responseLargeH	correct	n/a	0.5625	no	n/a	n/a
41.4453125	n/a	10610	largeHSmallH	correct	congruent	0.42188	no	H	H
41.8671875	n/a	10718	responseLargeH	correct	n/a	0.42188	no	n/a	n/a
42.92578125	n/a	10989	largeHSmallH	correct	congruent	0.35938	no	H	H
43.28515625	n/a	11081	responseLargeH	correct	n/a	0.35938	no	n/a	n/a
44.3671875	n/a	11358	largeTSmallT	correct	congruent	0.44531	no	T	T
44.8125	n/a	11472	responseLargeT	correct	n/a	0.44531	no	n/a	n/a
45.88671875	n/a	11747	largeHSmallT	correct	incongruent	0.8125	no	H	T
46.69921875	n/a	11955	responseLargeH	correct	n/a	0.8125	no	n/a	n/a
47.765625	n/a	12228	largeTSmallH	correct	incongruent	0.61328	no	T	H
48.37890625	n/a	12385	responseLargeT	correct	n/a	0.61328	no	n/a	n/a
49.4453125	n/a	12658	largeTSmallT	correct	congruent	0.38672	no	T	T
49.83203125	n/a	12757	responseLargeT	correct	n/a	0.38672	no	n/a	n/a
50.8984375	n/a	13030	largeTSmallH	correct	incongruent	0.38672	no	T	H
51.28515625	n/a	13129	responseLargeT	correct	n/a	0.38672	no	n/a	n/a
52.3515625	n/a	13402	largeTSmallH	correct	incongruent	0.38672	no	T	H
52.73828125	n/a	13501	responseLargeT	correct	n/a	0.38672	no	n/a	n/a
53.79296875	n/a	13771	largeTSmallT	correct	congruent	0.42969	no	T	T
54.22265625	n/a	13881	responseLargeT	correct	n/a	0.42969	no	n/a	n/a
55.296875	n/a	14156	largeHSmallH	correct	congruent	0.38281	no	H	H
55.6796875	n/a	14254	responseLargeH	correct	n/a	0.38281	no	n/a	n/a
56.75390625	n/a	14529	largeHSmallT	correct	incongruent	0.49219	no	H	T
57.24609375	n/a	14655	responseLargeH	correct	n/a	0.49219	no	n/a	n/a
58.3125	n/a	14928	largeTSmallH	correct	incongruent	0.51172	no	T	H
58.82421875	n/a	15059	responseLargeT	correct	n/a	0.51172	no	n/a	n/a
59.8984375	n/a	15334	largeTSmallT	correct	congruent	0.45703	no	T	T
60.35546875	n/a	15451	responseLargeT	correct	n/a	0.45703	no	n/a	n/a
61.43359375	n/a	15727	largeTSmallH	correct	incongruent	0.52734	no	T	H
61.9609375	n/a	15862	responseLargeT	correct	n/a	0.52734	no	n/a	n/a
63.03125	n/a	16136	largeHSmallH	correct	congruent	0.35938	no	H	H
63.390625	n/a	16228	responseLargeH	correct	n/a	0.35938	no	n/a	n/a
64.45703125	n/a	16501	largeHSmallH	correct	congruent	0.42969	no	H	H
64.88671875	n/a	16611	responseLargeH	correct	n/a	0.42969	no	n/a	n/a
65.953125	n/a	16884	largeHSmallH	correct	congruent	0.35547	no	H	H
66.30859375	n/a	16975	responseLargeH	correct	n/a	0.35547	no	n/a	n/a
67.37890625	n/a	17249	largeTSmallT	correct	congruent	0.44141	no	T	T
67.8203125	n/a	17362	responseLargeT	correct	n/a	0.44141	no	n/a	n/a
68.88671875	n/a	17635	largeTSmallH	correct	incongruent	0.39062	no	T	H
69.27734375	n/a	17735	responseLargeT	correct	n/a	0.39062	no	n/a	n/a
70.3515625	n/a	18010	largeTSmallH	correct	incongruent	0.39844	no	T	H
70.75	n/a	18112	responseLargeT	correct	n/a	0.39844	no	n/a	n/a
71.81640625	n/a	18385	largeTSmallT	correct	congruent	0.40625	no	T	T
72.22265625	n/a	18489	responseLargeT	correct	n/a	0.40625	no	n/a	n/a
73.296875	n/a	18764	largeHSmallT	correct	incongruent	0.40234	no	H	T
73.69921875	n/a	18867	responseLargeH	correct	n/a	0.40234	no	n/a	n/a
74.765625	n/a	19140	largeHSmallH	correct	congruent	0.33594	no	H	H
75.1015625	n/a	19226	responseLargeH	correct	n/a	0.33594	no	n/a	n/a
