onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
12.921875	n/a	3308	largeHSmallT	correct	incongruent	1.0664	no	H	T
13.98828125	n/a	3581	responseLargeH	correct	n/a	1.0664	no	n/a	n/a
15.0703125	n/a	3858	largeTSmallT	correct	congruent	0.51953	no	T	T
15.58984375	n/a	3991	responseLargeT	correct	n/a	0.51953	no	n/a	n/a
16.65625	n/a	4264	largeTSmallT	correct	congruent	0.44922	no	T	T
17.10546875	n/a	4379	responseLargeT	correct	n/a	0.44922	no	n/a	n/a
18.17578125	n/a	4653	largeHSmallT	correct	incongruent	0.46094	no	H	T
18.63671875	n/a	4771	responseLargeH	correct	n/a	0.46094	no	n/a	n/a
19.70703125	n/a	5045	largeTSmallH	error	incongruent	0.48047	no	T	H
20.1875	n/a	5168	responseLargeH	error	n/a	0.48047	no	n/a	n/a
21.25390625	n/a	5441	largeTSmallH	correct	incongruent	0.59375	no	T	H
21.84765625	n/a	5593	responseLargeT	correct	n/a	0.59375	no	n/a	n/a
22.921875	n/a	5868	largeTSmallH	error	incongruent	0.52734	no	T	H
23.44921875	n/a	6003	responseLargeH	error	n/a	0.52734	no	n/a	n/a
24.5078125	n/a	6274	largeTSmallH	correct	incongruent	0.73438	no	T	H
25.2421875	n/a	6462	responseLargeT	correct	n/a	0.73438	no	n/a	n/a
26.30859375	n/a	6735	largeHSmallT	correct	incongruent	0.55859	no	H	T
26.8671875	n/a	6878	responseLargeH	correct	n/a	0.55859	no	n/a	n/a
27.93359375	n/a	7151	largeHSmallT	correct	incongruent	0.79688	no	H	T
28.73046875	n/a	7355	responseLargeH	correct	n/a	0.79688	no	n/a	n/a
29.80078125	n/a	7629	largeHSmallH	correct	congruent	0.77734	no	H	H
30.578125	n/a	7828	responseLargeH	correct	n/a	0.77734	no	n/a	n/a
31.640625	n/a	8100	largeTSmallT	correct	congruent	0.45703	no	T	T
32.09765625	n/a	8217	responseLargeT	correct	n/a	0.45703	no	n/a	n/a
33.17578125	n/a	8493	largeHSmallT	correct	incongruent	0.56641	no	H	T
33.7421875	n/a	8638	responseLargeH	correct	n/a	0.56641	no	n/a	n/a
34.81640625	n/a	8913	largeTSmallH	correct	incongruent	0.5	no	T	H
35.31640625	n/a	9041	responseLargeT	correct	n/a	0.5	no	n/a	n/a
36.38671875	n/a	9315	largeTSmallH	correct	incongruent	0.52734	no	T	H
36.9140625	n/a	9450	responseLargeT	correct	n/a	0.52734	no	n/a	n/a
37.9765625	n/a	9722	largeHSmallT	correct	incongruent	0.42578	no	H	T
38.40234375	n/a	9831	responseLargeH	correct	n/a	0.42578	no	n/a	n/a
39.46875	n/a	10104	largeHSmallT	correct	incongruent	0.44141	no	H	T
39.91015625	n/a	10217	responseLargeH	correct	n/a	0.44141	no	n/a	n/a
40.9765625	n/a	10490	largeHSmallT	correct	incongruent	0.41406	no	H	T
41.390625	n/a	10596	responseLargeH	correct	n/a	0.41406	no	n/a	n/a
42.453125	n/a	10868	largeHSmallH	correct	congruent	0.39453	no	H	H
42.84765625	n/a	10969	responseLargeH	correct	n/a	0.39453	no	n/a	n/a
43.921875	n/a	11244	largeTSmallH	correct	incongruent	0.41406	no	T	H
44.3359375	n/a	11350	responseLargeT	correct	n/a	0.41406	no	n/a	n/a
45.40234375	n/a	11623	largeTSmallH	correct	incongruent	0.37891	no	T	H
45.78125	n/a	11720	responseLargeT	correct	n/a	0.37891	no	n/a	n/a
46.85546875	n/a	11995	largeHSmallT	correct	incongruent	0.45312	no	H	T
47.30859375	n/a	12111	responseLargeH	correct	n/a	0.45312	no	n/a	n/a
48.375	n/a	12384	largeHSmallH	correct	congruent	0.46875	no	H	H
48.84375	n/a	12504	responseLargeH	correct	n/a	0.46875	no	n/a	n/a
49.90625	n/a	12776	largeHSmallH	correct	congruent	0.36719	no	H	H
50.2734375	n/a	12870	responseLargeH	correct	n/a	0.36719	no	n/a	n/a
51.34765625	n/a	13145	largeTSmallT	correct	congruent	0.47656	no	T	T
51.82421875	n/a	13267	responseLargeT	correct	n/a	0.47656	no	n/a	n/a
52.89453125	n/a	13541	largeTSmallT	correct	congruent	0.48438	no	T	T
53.37890625	n/a	13665	responseLargeT	correct	n/a	0.48438	no	n/a	n/a
54.453125	n/a	13940	largeTSmallH	correct	incongruent	0.64844	no	T	H
55.1015625	n/a	14106	responseLargeT	correct	n/a	0.64844	no	n/a	n/a
56.16015625	n/a	14377	largeHSmallH	correct	congruent	0.44531	no	H	H
56.60546875	n/a	14491	responseLargeH	correct	n/a	0.44531	no	n/a	n/a
57.6796875	n/a	14766	largeHSmallT	correct	incongruent	0.55078	no	H	T
58.23046875	n/a	14907	responseLargeH	correct	n/a	0.55078	no	n/a	n/a
59.30859375	n/a	15183	largeHSmallT	correct	incongruent	0.57031	no	H	T
59.87890625	n/a	15329	responseLargeH	correct	n/a	0.57031	no	n/a	n/a
60.9609375	n/a	15606	largeTSmallH	correct	incongruent	0.47266	no	T	H
61.43359375	n/a	15727	responseLargeT	correct	n/a	0.47266	no	n/a	n/a
62.49609375	n/a	15999	largeTSmallH	correct	incongruent	0.40234	no	T	H
62.8984375	n/a	16102	responseLargeT	correct	n/a	0.40234	no	n/a	n/a
63.9609375	n/a	16374	largeTSmallT	correct	congruent	0.34375	no	T	T
64.3046875	n/a	16462	responseLargeT	correct	n/a	0.34375	no	n/a	n/a
65.375	n/a	16736	largeHSmallH	correct	congruent	0.44141	no	H	H
65.81640625	n/a	16849	responseLargeH	correct	n/a	0.44141	no	n/a	n/a
66.8828125	n/a	17122	largeTSmallH	correct	incongruent	0.48047	no	T	H
67.36328125	n/a	17245	responseLargeT	correct	n/a	0.48047	no	n/a	n/a
68.42578125	n/a	17517	largeTSmallT	correct	congruent	0.45703	no	T	T
68.8828125	n/a	17634	responseLargeT	correct	n/a	0.45703	no	n/a	n/a
69.9609375	n/a	17910	largeHSmallH	correct	congruent	0.42188	no	H	H
70.3828125	n/a	18018	responseLargeH	correct	n/a	0.42188	no	n/a	n/a
71.453125	n/a	18292	largeHSmallH	correct	congruent	0.375	no	H	H
71.828125	n/a	18388	responseLargeH	correct	n/a	0.375	no	n/a	n/a
72.89453125	n/a	18661	largeTSmallT	correct	congruent	0.47266	no	T	T
73.3671875	n/a	18782	responseLargeT	correct	n/a	0.47266	no	n/a	n/a
74.42578125	n/a	19053	largeHSmallT	correct	incongruent	0.37109	no	H	T
74.796875	n/a	19148	responseLargeH	correct	n/a	0.37109	no	n/a	n/a
75.8671875	n/a	19422	largeHSmallT	correct	incongruent	0.51953	no	H	T
76.38671875	n/a	19555	responseLargeH	correct	n/a	0.51953	no	n/a	n/a
77.453125	n/a	19828	largeHSmallH	correct	congruent	0.39844	no	H	H
77.8515625	n/a	19930	responseLargeH	correct	n/a	0.39844	no	n/a	n/a
78.90625	n/a	20200	largeTSmallH	correct	incongruent	0.44531	no	T	H
79.3515625	n/a	20314	responseLargeT	correct	n/a	0.44531	no	n/a	n/a
80.42578125	n/a	20589	largeHSmallH	error	congruent	0.45703	no	H	H
80.8828125	n/a	20706	responseLargeT	error	n/a	0.45703	no	n/a	n/a
81.9453125	n/a	20978	largeTSmallT	correct	congruent	0.36719	no	T	T
82.3125	n/a	21072	responseLargeT	correct	n/a	0.36719	no	n/a	n/a
83.375	n/a	21344	largeHSmallH	correct	congruent	0.44141	no	H	H
83.81640625	n/a	21457	responseLargeH	correct	n/a	0.44141	no	n/a	n/a
84.89453125	n/a	21733	largeHSmallT	correct	incongruent	0.53516	no	H	T
85.4296875	n/a	21870	responseLargeH	correct	n/a	0.53516	no	n/a	n/a
86.4921875	n/a	22142	largeTSmallT	correct	congruent	0.42578	no	T	T
86.91796875	n/a	22251	responseLargeT	correct	n/a	0.42578	no	n/a	n/a
87.98828125	n/a	22525	largeTSmallT	correct	congruent	0.43359	no	T	T
88.421875	n/a	22636	responseLargeT	correct	n/a	0.43359	no	n/a	n/a
89.4921875	n/a	22910	largeTSmallH	correct	incongruent	0.78906	no	T	H
90.28125	n/a	23112	responseLargeT	correct	n/a	0.78906	no	n/a	n/a
91.34765625	n/a	23385	largeTSmallT	correct	congruent	0.39844	no	T	T
91.74609375	n/a	23487	responseLargeT	correct	n/a	0.39844	no	n/a	n/a
92.8125	n/a	23760	largeTSmallH	correct	incongruent	0.48047	no	T	H
93.29296875	n/a	23883	responseLargeT	correct	n/a	0.48047	no	n/a	n/a
94.359375	n/a	24156	largeTSmallT	correct	congruent	0.46094	no	T	T
94.8203125	n/a	24274	responseLargeT	correct	n/a	0.46094	no	n/a	n/a
95.87890625	n/a	24545	largeHSmallT	correct	incongruent	0.40234	no	H	T
96.28125	n/a	24648	responseLargeH	correct	n/a	0.40234	no	n/a	n/a
97.34765625	n/a	24921	largeTSmallH	correct	incongruent	0.53125	no	T	H
97.87890625	n/a	25057	responseLargeT	correct	n/a	0.53125	no	n/a	n/a
98.9453125	n/a	25330	largeTSmallH	correct	incongruent	0.46094	no	T	H
99.40625	n/a	25448	responseLargeT	correct	n/a	0.46094	no	n/a	n/a
100.46875	n/a	25720	largeHSmallH	correct	congruent	0.42969	no	H	H
100.8984375	n/a	25830	responseLargeH	correct	n/a	0.42969	no	n/a	n/a
101.9726562	n/a	26105	largeHSmallH	correct	congruent	0.49219	no	H	H
102.4648438	n/a	26231	responseLargeH	correct	n/a	0.49219	no	n/a	n/a
103.5195312	n/a	26501	largeTSmallH	correct	incongruent	0.50391	no	T	H
104.0234375	n/a	26630	responseLargeT	correct	n/a	0.50391	no	n/a	n/a
105.078125	n/a	26900	largeTSmallT	correct	congruent	0.30469	no	T	T
105.3828125	n/a	26978	responseLargeT	correct	n/a	0.30469	no	n/a	n/a
106.4414062	n/a	27249	largeHSmallT	correct	incongruent	0.46484	no	H	T
106.90625	n/a	27368	responseLargeH	correct	n/a	0.46484	no	n/a	n/a
107.9726562	n/a	27641	largeTSmallH	correct	incongruent	0.42969	no	T	H
108.4023438	n/a	27751	responseLargeT	correct	n/a	0.42969	no	n/a	n/a
109.4648438	n/a	28023	largeHSmallH	correct	congruent	0.40234	no	H	H
109.8671875	n/a	28126	responseLargeH	correct	n/a	0.40234	no	n/a	n/a
110.9335938	n/a	28399	largeTSmallT	correct	congruent	0.33203	no	T	T
111.265625	n/a	28484	responseLargeT	correct	n/a	0.33203	no	n/a	n/a
112.3320312	n/a	28757	largeHSmallH	correct	congruent	0.32031	no	H	H
112.6523438	n/a	28839	responseLargeH	correct	n/a	0.32031	no	n/a	n/a
113.71875	n/a	29112	largeHSmallT	error	incongruent	0.30469	no	H	T
114.0234375	n/a	29190	responseLargeT	error	n/a	0.30469	no	n/a	n/a
115.09375	n/a	29464	largeTSmallT	correct	congruent	0.48828	no	T	T
115.5820312	n/a	29589	responseLargeT	correct	n/a	0.48828	no	n/a	n/a
116.6523438	n/a	29863	largeTSmallH	correct	incongruent	0.34766	no	T	H
117	n/a	29952	responseLargeT	correct	n/a	0.34766	no	n/a	n/a
118.0664062	n/a	30225	largeHSmallH	correct	congruent	0.42578	no	H	H
118.4921875	n/a	30334	responseLargeH	correct	n/a	0.42578	no	n/a	n/a
