onset	duration	sample	value	response_type	response_time
14.4453125	n/a	3698	nontarget	incorrect	n/a
15.92578125	n/a	4077	nontarget	correct	0.40625
16.33203125	n/a	4181	rt	correct	0.40625
17.00390625	n/a	4353	target	correct	n/a
18.5	n/a	4736	nontarget	correct	0.26172
18.76171875	n/a	4803	rt	correct	0.26172
19.56640625	n/a	5009	nontarget	correct	0.42578
19.9921875	n/a	5118	rt	correct	0.42578
20.6328125	n/a	5282	nontarget	correct	0.31641
20.94921875	n/a	5363	rt	correct	0.31641
21.69921875	n/a	5555	nontarget	correct	0.31641
22.015625	n/a	5636	rt	correct	0.31641
22.765625	n/a	5828	nontarget	correct	0.29297
23.05859375	n/a	5903	rt	correct	0.29297
23.84375	n/a	6104	nontarget	correct	0.32031
24.1640625	n/a	6186	rt	correct	0.32031
24.91015625	n/a	6377	nontarget	correct	0.26172
25.171875	n/a	6444	rt	correct	0.26172
25.9765625	n/a	6650	nontarget	correct	0.29297
26.26953125	n/a	6725	rt	correct	0.29297
27.04296875	n/a	6923	nontarget	correct	0.28906
27.33203125	n/a	6997	rt	correct	0.28906
28.11328125	n/a	7197	nontarget	correct	0.31641
28.4296875	n/a	7278	rt	correct	0.31641
29.1796875	n/a	7470	nontarget	correct	0.29297
29.47265625	n/a	7545	rt	correct	0.29297
30.24609375	n/a	7743	nontarget	correct	0.26953
30.515625	n/a	7812	rt	correct	0.26953
31.3125	n/a	8016	nontarget	correct	0.27734
31.58984375	n/a	8087	rt	correct	0.27734
32.390625	n/a	8292	nontarget	correct	0.28516
32.67578125	n/a	8365	rt	correct	0.28516
33.4609375	n/a	8566	nontarget	correct	0.29688
33.7578125	n/a	8642	rt	correct	0.29688
34.5234375	n/a	8838	nontarget	correct	0.27734
34.80078125	n/a	8909	rt	correct	0.27734
35.60546875	n/a	9115	nontarget	correct	0.27734
35.8828125	n/a	9186	rt	correct	0.27734
36.671875	n/a	9388	nontarget	correct	0.26172
36.93359375	n/a	9455	rt	correct	0.26172
37.73828125	n/a	9661	target	correct	n/a
39.21875	n/a	10040	nontarget	correct	0.27344
39.4921875	n/a	10110	rt	correct	0.27344
40.2734375	n/a	10310	nontarget	correct	0.29297
40.56640625	n/a	10385	rt	correct	0.29297
41.3359375	n/a	10582	nontarget	correct	0.25
41.5859375	n/a	10646	rt	correct	0.25
42.40625	n/a	10856	nontarget	correct	0.29688
42.703125	n/a	10932	rt	correct	0.29688
43.484375	n/a	11132	nontarget	correct	0.23828
43.72265625	n/a	11193	rt	correct	0.23828
44.55078125	n/a	11405	nontarget	correct	0.26953
44.8203125	n/a	11474	rt	correct	0.26953
45.6171875	n/a	11678	target	incorrect	0.26562
45.8828125	n/a	11746	rt	incorrect	0.26562
46.68359375	n/a	11951	nontarget	correct	0.56641
