onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
17.078125	n/a	4372	largeHSmallH	correct	congruent	0.51953	no	H	H
17.59765625	n/a	4505	responseLargeH	correct	n/a	0.51953	no	n/a	n/a
18.67578125	n/a	4781	largeHSmallT	correct	incongruent	0.5	no	H	T
19.17578125	n/a	4909	responseLargeH	correct	n/a	0.5	no	n/a	n/a
20.25	n/a	5184	largeTSmallH	correct	incongruent	0.43359	no	T	H
20.68359375	n/a	5295	responseLargeT	correct	n/a	0.43359	no	n/a	n/a
21.75390625	n/a	5569	largeTSmallH	correct	incongruent	0.48828	no	T	H
22.2421875	n/a	5694	responseLargeT	correct	n/a	0.48828	no	n/a	n/a
23.31640625	n/a	5969	largeHSmallH	correct	congruent	0.48047	no	H	H
23.796875	n/a	6092	responseLargeH	correct	n/a	0.48047	no	n/a	n/a
24.875	n/a	6368	largeHSmallT	error	incongruent	0.46094	no	H	T
25.3359375	n/a	6486	responseLargeT	error	n/a	0.46094	no	n/a	n/a
26.41015625	n/a	6761	largeTSmallH	correct	incongruent	0.5625	no	T	H
26.97265625	n/a	6905	responseLargeT	correct	n/a	0.5625	no	n/a	n/a
28.05078125	n/a	7181	largeHSmallH	correct	congruent	0.44141	no	H	H
28.4921875	n/a	7294	responseLargeH	correct	n/a	0.44141	no	n/a	n/a
29.5703125	n/a	7570	largeHSmallH	correct	congruent	0.62109	no	H	H
30.19140625	n/a	7729	responseLargeH	correct	n/a	0.62109	no	n/a	n/a
31.26171875	n/a	8003	largeHSmallH	correct	congruent	0.47656	no	H	H
31.73828125	n/a	8125	responseLargeH	correct	n/a	0.47656	no	n/a	n/a
32.8203125	n/a	8402	largeTSmallH	correct	incongruent	0.46875	no	T	H
33.2890625	n/a	8522	responseLargeT	correct	n/a	0.46875	no	n/a	n/a
34.35546875	n/a	8795	largeTSmallH	correct	incongruent	0.45312	no	T	H
34.80859375	n/a	8911	responseLargeT	correct	n/a	0.45312	no	n/a	n/a
35.875	n/a	9184	largeHSmallH	correct	congruent	0.39453	no	H	H
36.26953125	n/a	9285	responseLargeH	correct	n/a	0.39453	no	n/a	n/a
37.34375	n/a	9560	largeHSmallH	correct	congruent	0.44922	no	H	H
37.79296875	n/a	9675	responseLargeH	correct	n/a	0.44922	no	n/a	n/a
38.875	n/a	9952	largeHSmallH	correct	congruent	0.44141	no	H	H
39.31640625	n/a	10065	responseLargeH	correct	n/a	0.44141	no	n/a	n/a
40.3828125	n/a	10338	largeTSmallH	correct	incongruent	0.44531	no	T	H
40.828125	n/a	10452	responseLargeT	correct	n/a	0.44531	no	n/a	n/a
41.90234375	n/a	10727	largeTSmallH	correct	incongruent	0.44922	no	T	H
42.3515625	n/a	10842	responseLargeT	correct	n/a	0.44922	no	n/a	n/a
43.421875	n/a	11116	largeHSmallT	correct	incongruent	0.53906	no	H	T
43.9609375	n/a	11254	responseLargeH	correct	n/a	0.53906	no	n/a	n/a
45.03515625	n/a	11529	largeTSmallT	correct	congruent	0.5625	no	T	T
45.59765625	n/a	11673	responseLargeT	correct	n/a	0.5625	no	n/a	n/a
46.67578125	n/a	11949	largeHSmallT	correct	incongruent	0.44141	no	H	T
47.1171875	n/a	12062	responseLargeH	correct	n/a	0.44141	no	n/a	n/a
48.18359375	n/a	12335	largeTSmallH	correct	incongruent	0.65625	no	T	H
48.83984375	n/a	12503	responseLargeT	correct	n/a	0.65625	no	n/a	n/a
49.9140625	n/a	12778	largeHSmallH	correct	congruent	0.42578	no	H	H
