onset	duration	sample	value	stimulus	response_type	response_time
22.2734375	n/a	5702	D	nontarget	n/a	n/a
24.27734375	n/a	6215	C	nontarget	n/a	n/a
25.859375	n/a	6620	C	target	hit	449.2188
26.30859375	n/a	6735	rt	n/a	hit	449.2188
27.42578125	n/a	7021	C	target	hit	453.125
27.87890625	n/a	7137	rt	n/a	hit	453.125
29	n/a	7424	D	nontarget	n/a	n/a
30.55859375	n/a	7823	A	nontarget	n/a	n/a
32.12109375	n/a	8223	B	nontarget	n/a	n/a
33.70703125	n/a	8629	D	nontarget	n/a	n/a
35.28125	n/a	9032	C	nontarget	n/a	n/a
36.8515625	n/a	9434	C	target	hit	398.4375
37.25	n/a	9536	rt	n/a	hit	398.4375
38.42578125	n/a	9837	D	nontarget	n/a	n/a
40.01171875	n/a	10243	C	nontarget	n/a	n/a
41.5703125	n/a	10642	B	nontarget	n/a	n/a
43.1328125	n/a	11042	C	nontarget	n/a	n/a
44.70703125	n/a	11445	A	nontarget	n/a	n/a
46.28125	n/a	11848	B	nontarget	n/a	n/a
47.8515625	n/a	12250	D	nontarget	n/a	n/a
49.42578125	n/a	12653	A	nontarget	n/a	n/a
50.99609375	n/a	13055	B	nontarget	n/a	n/a
52.58984375	n/a	13463	B	target	hit	511.7188
53.1015625	n/a	13594	rt	n/a	hit	511.7188
54.171875	n/a	13868	C	nontarget	n/a	n/a
55.74609375	n/a	14271	A	nontarget	n/a	n/a
57.31640625	n/a	14673	A	target	hit	582.0312
57.8984375	n/a	14822	rt	n/a	hit	582.0312
58.890625	n/a	15076	B	nontarget	n/a	n/a
60.46484375	n/a	15479	C	nontarget	n/a	n/a
62.05078125	n/a	15885	D	nontarget	n/a	n/a
63.625	n/a	16288	B	nontarget	n/a	n/a
65.2109375	n/a	16694	B	target	hit	632.8125
65.84375	n/a	16856	rt	n/a	hit	632.8125
66.78515625	n/a	17097	D	nontarget	n/a	n/a
68.37109375	n/a	17503	B	nontarget	n/a	n/a
69.9453125	n/a	17906	D	nontarget	n/a	n/a
71.515625	n/a	18308	D	target	hit	894.5312
72.41015625	n/a	18537	rt	n/a	hit	894.5312
73.09375	n/a	18712	B	nontarget	n/a	n/a
74.6640625	n/a	19114	D	nontarget	n/a	n/a
