onset	duration	sample	value	stimulus	response_type	response_time
21.06640625	n/a	5393	C	nontarget	n/a	n/a
22.8125	n/a	5840	D	nontarget	n/a	n/a
24.3828125	n/a	6242	C	nontarget	n/a	n/a
25.953125	n/a	6644	B	nontarget	n/a	n/a
27.5234375	n/a	7046	D	nontarget	n/a	n/a
29.0859375	n/a	7446	B	nontarget	false_alarm	496.0938
29.58203125	n/a	7573	rt	n/a	false_alarm	496.0938
30.6484375	n/a	7846	D	nontarget	n/a	n/a
32.21875	n/a	8248	B	nontarget	n/a	n/a
33.77734375	n/a	8647	C	nontarget	n/a	n/a
35.3515625	n/a	9050	B	nontarget	n/a	n/a
36.91015625	n/a	9449	B	target	hit	441.4062
37.3515625	n/a	9562	rt	n/a	hit	441.4062
38.484375	n/a	9852	C	nontarget	n/a	n/a
40.05859375	n/a	10255	C	target	hit	359.375
40.41796875	n/a	10347	rt	n/a	hit	359.375
41.6328125	n/a	10658	C	target	hit	468.75
42.1015625	n/a	10778	rt	n/a	hit	468.75
43.203125	n/a	11060	C	target	hit	410.1562
43.61328125	n/a	11165	rt	n/a	hit	410.1562
44.765625	n/a	11460	B	nontarget	n/a	n/a
46.32421875	n/a	11859	A	nontarget	n/a	n/a
47.8984375	n/a	12262	A	target	hit	406.25
48.3046875	n/a	12366	rt	n/a	hit	406.25
49.45703125	n/a	12661	A	target	hit	433.5938
49.890625	n/a	12772	rt	n/a	hit	433.5938
51.02734375	n/a	13063	C	nontarget	n/a	n/a
52.60546875	n/a	13467	A	nontarget	n/a	n/a
54.17578125	n/a	13869	D	nontarget	n/a	n/a
55.75	n/a	14272	D	target	hit	425.7812
56.17578125	n/a	14381	rt	n/a	hit	425.7812
57.32421875	n/a	14675	C	nontarget	n/a	n/a
58.8984375	n/a	15078	C	target	hit	390.625
59.2890625	n/a	15178	rt	n/a	hit	390.625
60.45703125	n/a	15477	A	nontarget	n/a	n/a
62.015625	n/a	15876	C	nontarget	n/a	n/a
63.58984375	n/a	16279	D	nontarget	n/a	n/a
65.15234375	n/a	16679	C	nontarget	n/a	n/a
66.7109375	n/a	17078	B	nontarget	n/a	n/a
68.26953125	n/a	17477	D	nontarget	n/a	n/a
69.83203125	n/a	17877	C	nontarget	n/a	n/a
71.390625	n/a	18276	C	target	hit	324.2188
71.71484375	n/a	18359	rt	n/a	hit	324.2188
72.94921875	n/a	18675	A	nontarget	n/a	n/a
74.51171875	n/a	19075	A	target	hit	335.9375
74.84765625	n/a	19161	rt	n/a	hit	335.9375
76.0703125	n/a	19474	C	nontarget	n/a	n/a
77.62890625	n/a	19873	B	nontarget	n/a	n/a
79.19140625	n/a	20273	D	nontarget	n/a	n/a
80.76171875	n/a	20675	C	nontarget	n/a	n/a
82.3359375	n/a	21078	A	nontarget	n/a	n/a
83.91015625	n/a	21481	D	nontarget	n/a	n/a
85.484375	n/a	21884	C	nontarget	n/a	n/a
87.0546875	n/a	22286	B	nontarget	n/a	n/a
88.6171875	n/a	22686	D	nontarget	n/a	n/a
