onset	duration	sample	value	response_type	response_time
16.00390625	n/a	4097	nontarget	correct	0.61328
16.6171875	n/a	4254	rt	correct	0.61328
17.5	n/a	4480	nontarget	correct	0.36719
17.8671875	n/a	4574	rt	correct	0.36719
18.56640625	n/a	4753	nontarget	correct	0.34375
18.91015625	n/a	4841	rt	correct	0.34375
19.6328125	n/a	5026	nontarget	correct	0.36328
19.99609375	n/a	5119	rt	correct	0.36328
20.69921875	n/a	5299	target	correct	n/a
22.1796875	n/a	5678	nontarget	correct	0.33984
22.51953125	n/a	5765	rt	correct	0.33984
23.24609375	n/a	5951	nontarget	correct	0.37891
23.625	n/a	6048	rt	correct	0.37891
24.3125	n/a	6224	nontarget	correct	0.33984
24.65234375	n/a	6311	rt	correct	0.33984
25.37890625	n/a	6497	target	correct	n/a
26.859375	n/a	6876	nontarget	correct	0.32031
27.1796875	n/a	6958	rt	correct	0.32031
27.92578125	n/a	7149	target	correct	n/a
29.40625	n/a	7528	nontarget	correct	0.32422
29.73046875	n/a	7611	rt	correct	0.32422
30.484375	n/a	7804	nontarget	correct	0.31641
30.80078125	n/a	7885	rt	correct	0.31641
31.55078125	n/a	8077	target	correct	n/a
33.03125	n/a	8456	nontarget	correct	0.33203
33.36328125	n/a	8541	rt	correct	0.33203
34.09765625	n/a	8729	target	correct	n/a
35.578125	n/a	9108	nontarget	correct	0.37109
35.94921875	n/a	9203	rt	correct	0.37109
36.64453125	n/a	9381	nontarget	correct	0.34766
36.9921875	n/a	9470	rt	correct	0.34766
37.71484375	n/a	9655	nontarget	correct	0.35156
38.06640625	n/a	9745	rt	correct	0.35156
38.77734375	n/a	9927	nontarget	correct	0.34766
39.125	n/a	10016	rt	correct	0.34766
39.84375	n/a	10200	nontarget	correct	0.35156
40.1953125	n/a	10290	rt	correct	0.35156
40.91015625	n/a	10473	nontarget	correct	0.34375
41.25390625	n/a	10561	rt	correct	0.34375
41.9765625	n/a	10746	nontarget	correct	0.34375
42.3203125	n/a	10834	rt	correct	0.34375
43.05859375	n/a	11023	target	correct	n/a
44.5390625	n/a	11402	nontarget	correct	0.26953
44.80859375	n/a	11471	rt	correct	0.26953
45.6171875	n/a	11678	nontarget	correct	0.30469
45.921875	n/a	11756	rt	correct	0.30469
46.69921875	n/a	11955	target	correct	n/a
48.1796875	n/a	12334	nontarget	correct	0.26953
48.44921875	n/a	12403	rt	correct	0.26953
49.24609375	n/a	12607	nontarget	correct	0.31641
49.5625	n/a	12688	rt	correct	0.31641
50.3125	n/a	12880	nontarget	correct	0.32422
50.63671875	n/a	12963	rt	correct	0.32422
51.390625	n/a	13156	nontarget	correct	0.29688
51.6875	n/a	13232	rt	correct	0.29688
52.45703125	n/a	13429	nontarget	correct	0.33203
52.7890625	n/a	13514	rt	correct	0.33203
53.5234375	n/a	13702	target	incorrect	0.27344
53.796875	n/a	13772	rt	incorrect	0.27344
54.60546875	n/a	13979	nontarget	correct	0.32031
54.92578125	n/a	14061	rt	correct	0.32031
55.671875	n/a	14252	target	correct	n/a
57.15234375	n/a	14631	nontarget	correct	0.38672
57.5390625	n/a	14730	rt	correct	0.38672
58.21875	n/a	14904	nontarget	correct	0.42578
58.64453125	n/a	15013	rt	correct	0.42578
59.28515625	n/a	15177	nontarget	correct	0.37109
59.65625	n/a	15272	rt	correct	0.37109
60.3515625	n/a	15450	target	correct	n/a
