onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
21.27587891	n/a	5446.625	largeTSmallH	correct	incongruent	0.59912	no	T	H
21.875	n/a	5600	responseLargeT	correct	n/a	0.59912	no	n/a	n/a
22.94042969	n/a	5872.75	largeHSmallH	correct	congruent	0.48242	no	H	H
23.42285156	n/a	5996.25	responseLargeH	correct	n/a	0.48242	no	n/a	n/a
24.48779297	n/a	6268.875	largeHSmallT	correct	incongruent	0.44629	no	H	T
24.93408203	n/a	6383.125	responseLargeH	correct	n/a	0.44629	no	n/a	n/a
25.99462891	n/a	6654.625	largeHSmallH	correct	congruent	0.52344	no	H	H
26.51806641	n/a	6788.625	responseLargeH	correct	n/a	0.52344	no	n/a	n/a
27.59472656	n/a	7064.25	largeTSmallT	correct	congruent	0.4209	no	T	T
28.015625	n/a	7172	responseLargeT	correct	n/a	0.4209	no	n/a	n/a
29.08789062	n/a	7446.5	largeHSmallH	correct	congruent	0.43994	no	H	H
29.52783203	n/a	7559.125	responseLargeH	correct	n/a	0.43994	no	n/a	n/a
30.60791016	n/a	7835.625	largeHSmallT	correct	incongruent	0.43115	no	H	T
31.0390625	n/a	7946	responseLargeH	correct	n/a	0.43115	no	n/a	n/a
32.11425781	n/a	8221.25	largeTSmallH	correct	incongruent	0.42139	no	T	H
32.53564453	n/a	8329.125	responseLargeT	correct	n/a	0.42139	no	n/a	n/a
33.61621094	n/a	8605.75	largeTSmallT	correct	congruent	0.40088	no	T	T
34.01708984	n/a	8708.375	responseLargeT	correct	n/a	0.40088	no	n/a	n/a
35.08740234	n/a	8982.375	largeHSmallH	correct	congruent	0.3833	no	H	H
35.47070312	n/a	9080.5	responseLargeH	correct	n/a	0.3833	no	n/a	n/a
36.54101562	n/a	9354.5	largeHSmallH	correct	congruent	0.36377	no	H	H
36.90478516	n/a	9447.625	responseLargeH	correct	n/a	0.36377	no	n/a	n/a
37.98095703	n/a	9723.125	largeTSmallT	correct	congruent	0.44043	no	T	T
38.42138672	n/a	9835.875	responseLargeT	correct	n/a	0.44043	no	n/a	n/a
39.50097656	n/a	10112.25	largeTSmallH	correct	incongruent	0.36084	no	T	H
39.86181641	n/a	10204.625	responseLargeT	correct	n/a	0.36084	no	n/a	n/a
40.92773438	n/a	10477.5	largeTSmallT	correct	congruent	0.46533	no	T	T
41.39306641	n/a	10596.625	responseLargeT	correct	n/a	0.46533	no	n/a	n/a
42.46044922	n/a	10869.875	largeHSmallH	correct	congruent	0.48877	no	H	H
42.94921875	n/a	10995	responseLargeH	correct	n/a	0.48877	no	n/a	n/a
44.02050781	n/a	11269.25	largeHSmallT	correct	incongruent	0.47266	no	H	T
44.49316406	n/a	11390.25	responseLargeH	correct	n/a	0.47266	no	n/a	n/a
45.55419922	n/a	11661.875	largeTSmallT	correct	congruent	0.41406	no	T	T
45.96826172	n/a	11767.875	responseLargeT	correct	n/a	0.41406	no	n/a	n/a
47.04736328	n/a	12044.125	largeHSmallT	correct	incongruent	0.49951	no	H	T
47.546875	n/a	12172	responseLargeH	correct	n/a	0.49951	no	n/a	n/a
48.62060547	n/a	12446.875	largeHSmallH	correct	congruent	0.4541	no	H	H
49.07470703	n/a	12563.125	responseLargeH	correct	n/a	0.4541	no	n/a	n/a
50.15380859	n/a	12839.375	largeTSmallT	correct	congruent	0.61182	no	T	T
50.765625	n/a	12996	responseLargeT	correct	n/a	0.61182	no	n/a	n/a
51.83300781	n/a	13269.25	largeHSmallT	correct	incongruent	0.45166	no	H	T
52.28466797	n/a	13384.875	responseLargeH	correct	n/a	0.45166	no	n/a	n/a
53.3671875	n/a	13662	largeHSmallH	correct	congruent	0.43994	no	H	H
53.80712891	n/a	13774.625	responseLargeH	correct	n/a	0.43994	no	n/a	n/a
54.87402344	n/a	14047.75	largeTSmallH	correct	incongruent	0.53467	no	T	H
55.40869141	n/a	14184.625	responseLargeT	correct	n/a	0.53467	no	n/a	n/a
56.48730469	n/a	14460.75	largeTSmallH	correct	incongruent	0.37109	no	T	H
56.85839844	n/a	14555.75	responseLargeT	correct	n/a	0.37109	no	n/a	n/a
57.92675781	n/a	14829.25	largeHSmallH	correct	congruent	0.42773	no	H	H
58.35449219	n/a	14938.75	responseLargeH	correct	n/a	0.42773	no	n/a	n/a
59.43359375	n/a	15215	largeHSmallT	correct	incongruent	0.39941	no	H	T
59.83300781	n/a	15317.25	responseLargeH	correct	n/a	0.39941	no	n/a	n/a
60.90039062	n/a	15590.5	largeHSmallT	correct	incongruent	0.38721	no	H	T
61.28759766	n/a	15689.625	responseLargeH	correct	n/a	0.38721	no	n/a	n/a
62.36669922	n/a	15965.875	largeHSmallT	correct	incongruent	0.40186	no	H	T
62.76855469	n/a	16068.75	responseLargeH	correct	n/a	0.40186	no	n/a	n/a
63.84716797	n/a	16344.875	largeTSmallT	correct	congruent	0.44775	no	T	T
64.29492188	n/a	16459.5	responseLargeT	correct	n/a	0.44775	no	n/a	n/a
65.35351562	n/a	16730.5	largeTSmallT	correct	congruent	0.33496	no	T	T
65.68847656	n/a	16816.25	responseLargeT	correct	n/a	0.33496	no	n/a	n/a
66.76708984	n/a	17092.375	largeHSmallT	correct	incongruent	0.44141	no	H	T
67.20849609	n/a	17205.375	responseLargeH	correct	n/a	0.44141	no	n/a	n/a
68.2734375	n/a	17478	largeTSmallH	correct	incongruent	0.45508	no	T	H
68.72851562	n/a	17594.5	responseLargeT	correct	n/a	0.45508	no	n/a	n/a
69.80664062	n/a	17870.5	largeTSmallT	correct	congruent	0.46484	no	T	T
70.27148438	n/a	17989.5	responseLargeT	correct	n/a	0.46484	no	n/a	n/a
71.35351562	n/a	18266.5	largeHSmallT	correct	incongruent	0.37256	no	H	T
71.72607422	n/a	18361.875	responseLargeH	correct	n/a	0.37256	no	n/a	n/a
72.79345703	n/a	18635.125	largeHSmallT	correct	incongruent	0.40137	no	H	T
73.19482422	n/a	18737.875	responseLargeH	correct	n/a	0.40137	no	n/a	n/a
74.2734375	n/a	19014	largeTSmallH	correct	incongruent	0.39258	no	T	H
74.66601562	n/a	19114.5	responseLargeT	correct	n/a	0.39258	no	n/a	n/a
75.7265625	n/a	19386	largeHSmallH	correct	congruent	0.45166	no	H	H
76.17822266	n/a	19501.625	responseLargeH	correct	n/a	0.45166	no	n/a	n/a
77.24658203	n/a	19775.125	largeTSmallH	correct	incongruent	0.3584	no	T	H
77.60498047	n/a	19866.875	responseLargeT	correct	n/a	0.3584	no	n/a	n/a
78.68652344	n/a	20143.75	largeHSmallT	correct	incongruent	0.37158	no	H	T
79.05810547	n/a	20238.875	responseLargeH	correct	n/a	0.37158	no	n/a	n/a
80.12646484	n/a	20512.375	largeTSmallH	correct	incongruent	0.3418	no	T	H
80.46826172	n/a	20599.875	responseLargeT	correct	n/a	0.3418	no	n/a	n/a
81.63964844	n/a	20899.75	largeTSmallT	correct	congruent	0.43848	no	T	T
82.078125	n/a	21012	responseLargeT	correct	n/a	0.43848	no	n/a	n/a
83.13964844	n/a	21283.75	largeHSmallH	correct	congruent	0.40234	no	H	H
83.54199219	n/a	21386.75	responseLargeH	correct	n/a	0.40234	no	n/a	n/a
84.60644531	n/a	21659.25	largeTSmallT	correct	congruent	0.40625	no	T	T
85.01269531	n/a	21763.25	responseLargeT	correct	n/a	0.40625	no	n/a	n/a
86.08642578	n/a	22038.125	largeTSmallH	correct	incongruent	0.44482	no	T	H
86.53125	n/a	22152	responseLargeT	correct	n/a	0.44482	no	n/a	n/a
87.60644531	n/a	22427.25	largeTSmallT	correct	congruent	0.44482	no	T	T
88.05126953	n/a	22541.125	responseLargeT	correct	n/a	0.44482	no	n/a	n/a
89.11279297	n/a	22812.875	largeTSmallT	correct	congruent	0.41699	no	T	T
89.52978516	n/a	22919.625	responseLargeT	correct	n/a	0.41699	no	n/a	n/a
90.59277344	n/a	23191.75	largeHSmallH	correct	congruent	0.43848	no	H	H
91.03125	n/a	23304	responseLargeH	correct	n/a	0.43848	no	n/a	n/a
92.09960938	n/a	23577.5	largeTSmallH	correct	incongruent	0.44482	no	T	H
92.54443359	n/a	23691.375	responseLargeT	correct	n/a	0.44482	no	n/a	n/a
93.65966797	n/a	23976.875	largeHSmallT	correct	incongruent	0.54199	no	H	T
94.20166016	n/a	24115.625	responseLargeH	correct	n/a	0.54199	no	n/a	n/a
95.27294922	n/a	24389.875	largeTSmallH	correct	incongruent	0.38916	no	T	H
95.66210938	n/a	24489.5	responseLargeT	correct	n/a	0.38916	no	n/a	n/a
96.72607422	n/a	24761.875	largeHSmallH	correct	congruent	0.42432	no	H	H
97.15039062	n/a	24870.5	responseLargeH	correct	n/a	0.42432	no	n/a	n/a
98.23291016	n/a	25147.625	largeHSmallT	correct	incongruent	0.43848	no	H	T
98.67138672	n/a	25259.875	responseLargeH	correct	n/a	0.43848	no	n/a	n/a
99.73925781	n/a	25533.25	largeTSmallH	correct	incongruent	0.41064	no	T	H
100.1499023	n/a	25638.375	responseLargeT	correct	n/a	0.41064	no	n/a	n/a
101.2192383	n/a	25912.125	largeHSmallH	correct	congruent	0.43799	no	H	H
101.6572266	n/a	26024.25	responseLargeH	correct	n/a	0.43799	no	n/a	n/a
102.7392578	n/a	26301.25	largeTSmallH	correct	incongruent	0.41797	no	T	H
103.1572266	n/a	26408.25	responseLargeT	correct	n/a	0.41797	no	n/a	n/a
104.2324219	n/a	26683.5	largeHSmallT	correct	incongruent	0.43018	no	H	T
104.6625977	n/a	26793.625	responseLargeH	correct	n/a	0.43018	no	n/a	n/a
105.7260742	n/a	27065.875	largeHSmallT	correct	incongruent	0.44971	no	H	T
106.1757812	n/a	27181	responseLargeH	correct	n/a	0.44971	no	n/a	n/a
107.2460938	n/a	27455	largeHSmallH	correct	congruent	0.47021	no	H	H
107.7163086	n/a	27575.375	responseLargeH	correct	n/a	0.47021	no	n/a	n/a
108.7924805	n/a	27850.875	largeTSmallT	correct	congruent	0.41162	no	T	T
109.2041016	n/a	27956.25	responseLargeT	correct	n/a	0.41162	no	n/a	n/a
110.2724609	n/a	28229.75	largeTSmallT	correct	congruent	0.41406	no	T	T
110.6865234	n/a	28335.75	responseLargeT	correct	n/a	0.41406	no	n/a	n/a
111.7524414	n/a	28608.625	largeHSmallH	correct	congruent	0.43311	no	H	H
112.1855469	n/a	28719.5	responseLargeH	correct	n/a	0.43311	no	n/a	n/a
113.2456055	n/a	28990.875	largeTSmallT	correct	congruent	0.40479	no	T	T
113.6503906	n/a	29094.5	responseLargeT	correct	n/a	0.40479	no	n/a	n/a
114.7124023	n/a	29366.375	largeTSmallH	error	incongruent	0.52246	no	T	H
115.2348633	n/a	29500.125	responseLargeH	error	n/a	0.52246	no	n/a	n/a
116.3125	n/a	29776	largeHSmallT	correct	incongruent	0.38867	no	H	T
116.7011719	n/a	29875.5	responseLargeH	correct	n/a	0.38867	no	n/a	n/a
117.7788086	n/a	30151.375	largeHSmallH	correct	congruent	0.42676	no	H	H
118.2055664	n/a	30260.625	responseLargeH	correct	n/a	0.42676	no	n/a	n/a
119.2719727	n/a	30533.625	largeTSmallH	correct	incongruent	0.47705	no	T	H
119.7490234	n/a	30655.75	responseLargeT	correct	n/a	0.47705	no	n/a	n/a
120.8188477	n/a	30929.625	largeHSmallH	correct	congruent	0.4292	no	H	H
121.2480469	n/a	31039.5	responseLargeH	correct	n/a	0.4292	no	n/a	n/a
122.3120117	n/a	31311.875	largeTSmallT	correct	congruent	0.39648	no	T	T
122.7084961	n/a	31413.375	responseLargeT	correct	n/a	0.39648	no	n/a	n/a
123.7788086	n/a	31687.375	largeHSmallH	correct	congruent	0.41406	no	H	H
124.1928711	n/a	31793.375	responseLargeH	correct	n/a	0.41406	no	n/a	n/a
125.2587891	n/a	32066.25	largeHSmallH	correct	congruent	0.37793	no	H	H
