onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
32.140625	n/a	8228	largeHSmallT	correct	incongruent	0.79346	no	H	T
32.93408203	n/a	8431.125	responseLargeH	correct	n/a	0.79346	no	n/a	n/a
34.00830078	n/a	8706.125	largeHSmallT	correct	incongruent	0.56885	no	H	T
34.57714844	n/a	8851.75	responseLargeH	correct	n/a	0.56885	no	n/a	n/a
35.6484375	n/a	9126	largeHSmallT	correct	incongruent	0.56494	no	H	T
36.21337891	n/a	9270.625	responseLargeH	correct	n/a	0.56494	no	n/a	n/a
37.2890625	n/a	9546	largeTSmallT	correct	congruent	0.646	no	T	T
37.93505859	n/a	9711.375	responseLargeT	correct	n/a	0.646	no	n/a	n/a
39.00927734	n/a	9986.375	largeHSmallT	correct	incongruent	0.49707	no	H	T
39.50634766	n/a	10113.625	responseLargeH	correct	n/a	0.49707	no	n/a	n/a
40.58251953	n/a	10389.125	largeTSmallH	correct	incongruent	0.64453	no	T	H
41.22705078	n/a	10554.125	responseLargeT	correct	n/a	0.64453	no	n/a	n/a
42.2890625	n/a	10826	largeTSmallH	correct	incongruent	0.5542	no	T	H
42.84326172	n/a	10967.875	responseLargeT	correct	n/a	0.5542	no	n/a	n/a
43.91552734	n/a	11242.375	largeHSmallH	correct	congruent	0.40479	no	H	H
44.3203125	n/a	11346	responseLargeH	correct	n/a	0.40479	no	n/a	n/a
45.38232422	n/a	11617.875	largeHSmallH	correct	congruent	0.41895	no	H	H
45.80126953	n/a	11725.125	responseLargeH	correct	n/a	0.41895	no	n/a	n/a
46.86914062	n/a	11998.5	largeHSmallT	correct	incongruent	0.46533	no	H	T
47.33447266	n/a	12117.625	responseLargeH	correct	n/a	0.46533	no	n/a	n/a
48.40869141	n/a	12392.625	largeTSmallT	correct	congruent	0.56445	no	T	T
48.97314453	n/a	12537.125	responseLargeT	correct	n/a	0.56445	no	n/a	n/a
50.04882812	n/a	12812.5	largeTSmallH	correct	incongruent	0.58057	no	T	H
50.62939453	n/a	12961.125	responseLargeT	correct	n/a	0.58057	no	n/a	n/a
51.70214844	n/a	13235.75	largeHSmallH	correct	congruent	0.40869	no	H	H
52.11083984	n/a	13340.375	responseLargeH	correct	n/a	0.40869	no	n/a	n/a
53.18212891	n/a	13614.625	largeTSmallT	correct	congruent	0.37061	no	T	T
53.55273438	n/a	13709.5	responseLargeT	correct	n/a	0.37061	no	n/a	n/a
54.62207031	n/a	13983.25	largeHSmallT	correct	incongruent	0.50928	no	H	T
55.13134766	n/a	14113.625	responseLargeH	correct	n/a	0.50928	no	n/a	n/a
56.1953125	n/a	14386	largeTSmallH	correct	incongruent	0.39307	no	T	H
56.58837891	n/a	14486.625	responseLargeT	correct	n/a	0.39307	no	n/a	n/a
57.66162109	n/a	14761.375	largeHSmallT	correct	incongruent	0.39355	no	H	T
58.05517578	n/a	14862.125	responseLargeH	correct	n/a	0.39355	no	n/a	n/a
59.12841797	n/a	15136.875	largeHSmallT	error	incongruent	0.47266	no	H	T
59.60107422	n/a	15257.875	responseLargeT	error	n/a	0.47266	no	n/a	n/a
60.67529297	n/a	15532.875	largeHSmallT	correct	incongruent	0.47266	no	H	T
61.14794922	n/a	15653.875	responseLargeH	correct	n/a	0.47266	no	n/a	n/a
62.22167969	n/a	15928.75	largeTSmallH	correct	incongruent	0.60986	no	T	H
62.83154297	n/a	16084.875	responseLargeT	correct	n/a	0.60986	no	n/a	n/a
63.90185547	n/a	16358.875	largeHSmallT	correct	incongruent	0.41113	no	H	T
64.31298828	n/a	16464.125	responseLargeH	correct	n/a	0.41113	no	n/a	n/a
65.38183594	n/a	16737.75	largeTSmallT	correct	congruent	0.5249	no	T	T
