onset	duration	sample	value	stimulus	response_type	response_time
35.01953125	n/a	8965	D	nontarget	n/a	n/a
36.58984375	n/a	9367	B	nontarget	n/a	n/a
38.1796875	n/a	9774	A	nontarget	n/a	n/a
39.75	n/a	10176	C	nontarget	n/a	n/a
41.328125	n/a	10580	B	nontarget	n/a	n/a
42.8984375	n/a	10982	A	nontarget	n/a	n/a
44.46875	n/a	11384	A	target	hit	800.7812
45.26953125	n/a	11589	rt	n/a	hit	800.7812
46.046875	n/a	11788	C	nontarget	n/a	n/a
47.6171875	n/a	12190	C	target	hit	570.3125
48.1875	n/a	12336	rt	n/a	hit	570.3125
49.19140625	n/a	12593	C	target	hit	886.7188
50.078125	n/a	12820	rt	n/a	hit	886.7188
50.76171875	n/a	12995	D	nontarget	n/a	n/a
52.3359375	n/a	13398	C	nontarget	n/a	n/a
53.9140625	n/a	13802	A	nontarget	n/a	n/a
55.484375	n/a	14204	D	nontarget	n/a	n/a
57.05859375	n/a	14607	C	nontarget	n/a	n/a
58.62890625	n/a	15009	C	target	hit	863.2812
59.4921875	n/a	15230	rt	n/a	hit	863.2812
60.19140625	n/a	15409	D	nontarget	n/a	n/a
61.77734375	n/a	15815	D	target	hit	1175.7812
62.953125	n/a	16116	rt	n/a	hit	1175.7812
63.3515625	n/a	16218	A	nontarget	n/a	n/a
64.921875	n/a	16620	D	nontarget	n/a	n/a
66.5	n/a	17024	C	nontarget	n/a	n/a
68.07421875	n/a	17427	B	nontarget	n/a	n/a
69.65625	n/a	17832	C	nontarget	n/a	n/a
71.23046875	n/a	18235	A	nontarget	n/a	n/a
72.8046875	n/a	18638	D	nontarget	n/a	n/a
74.37890625	n/a	19041	B	nontarget	n/a	n/a
75.953125	n/a	19444	B	target	miss	n/a
77.5234375	n/a	19846	D	nontarget	miss	n/a
79.0859375	n/a	20246	A	nontarget	n/a	n/a
80.64453125	n/a	20645	D	nontarget	n/a	n/a
82.203125	n/a	21044	A	nontarget	n/a	n/a
83.7890625	n/a	21450	B	nontarget	n/a	n/a
85.36328125	n/a	21853	C	nontarget	n/a	n/a
86.9375	n/a	22256	B	nontarget	n/a	n/a
88.51171875	n/a	22659	A	nontarget	n/a	n/a
90.08203125	n/a	23061	A	target	hit	664.0625
90.74609375	n/a	23231	rt	n/a	hit	664.0625
91.66796875	n/a	23467	A	target	hit	746.0938
92.4140625	n/a	23658	rt	n/a	hit	746.0938
93.2421875	n/a	23870	C	nontarget	n/a	n/a
94.81640625	n/a	24273	C	target	hit	703.125
95.51953125	n/a	24453	rt	n/a	hit	703.125
96.390625	n/a	24676	D	nontarget	n/a	n/a
97.9609375	n/a	25078	B	nontarget	n/a	n/a
99.5390625	n/a	25482	C	nontarget	n/a	n/a
101.1132812	n/a	25885	A	nontarget	n/a	n/a
102.6953125	n/a	26290	C	nontarget	n/a	n/a
104.2734375	n/a	26694	D	nontarget	n/a	n/a
105.84375	n/a	27096	A	nontarget	n/a	n/a
107.4179688	n/a	27499	B	nontarget	n/a	n/a
108.9921875	n/a	27902	A	nontarget	n/a	n/a
110.5742188	n/a	28307	C	nontarget	n/a	n/a
112.1523438	n/a	28711	A	nontarget	n/a	n/a
113.7226562	n/a	29113	C	nontarget	n/a	n/a
115.296875	n/a	29516	C	target	hit	804.6875
116.1015625	n/a	29722	rt	n/a	hit	804.6875
116.8710938	n/a	29919	C	target	hit	691.4062
117.5625	n/a	30096	rt	n/a	hit	691.4062
118.4414062	n/a	30321	B	nontarget	n/a	n/a
120.0039062	n/a	30721	A	nontarget	n/a	n/a
121.5625	n/a	31120	C	nontarget	n/a	n/a
123.1484375	n/a	31526	B	nontarget	n/a	n/a
124.7226562	n/a	31929	A	nontarget	n/a	n/a
126.296875	n/a	32332	C	nontarget	n/a	n/a
127.8710938	n/a	32735	D	nontarget	n/a	n/a
129.4414062	n/a	33137	D	target	hit	761.7188
130.203125	n/a	33332	rt	n/a	hit	761.7188
131.015625	n/a	33540	C	nontarget	n/a	n/a
132.5742188	n/a	33939	D	nontarget	n/a	n/a
134.1367188	n/a	34339	D	target	hit	687.5
134.8242188	n/a	34515	rt	n/a	hit	687.5
135.6953125	n/a	34738	A	nontarget	n/a	n/a
137.28125	n/a	35144	B	nontarget	n/a	n/a
138.8554688	n/a	35547	B	target	hit	804.6875
139.6601562	n/a	35753	rt	n/a	hit	804.6875
140.4296875	n/a	35950	B	target	hit	984.375
141.4140625	n/a	36202	rt	n/a	hit	984.375
142	n/a	36352	B	target	hit	1093.75
143.09375	n/a	36632	rt	n/a	hit	1093.75
143.5742188	n/a	36755	C	nontarget	n/a	n/a
145.1484375	n/a	37158	A	nontarget	n/a	n/a
146.734375	n/a	37564	D	nontarget	n/a	n/a
148.3085938	n/a	37967	B	nontarget	n/a	n/a
149.8828125	n/a	38370	C	nontarget	n/a	n/a
151.4570312	n/a	38773	B	nontarget	n/a	n/a
153.03125	n/a	39176	D	nontarget	n/a	n/a
154.6015625	n/a	39578	D	target	hit	640.625
155.2421875	n/a	39742	rt	n/a	hit	640.625
156.1757812	n/a	39981	C	nontarget	n/a	n/a
157.75	n/a	40384	B	nontarget	n/a	n/a
159.3203125	n/a	40786	B	target	miss	n/a
160.8945312	n/a	41189	A	nontarget	miss	n/a
162.46875	n/a	41592	C	nontarget	n/a	n/a
164.0429688	n/a	41995	B	nontarget	n/a	n/a
165.6015625	n/a	42394	A	nontarget	n/a	n/a
167.1601562	n/a	42793	A	target	hit	570.3125
167.7304688	n/a	42939	rt	n/a	hit	570.3125
168.7460938	n/a	43199	C	nontarget	n/a	n/a
170.3203125	n/a	43602	D	nontarget	n/a	n/a
171.8945312	n/a	44005	B	nontarget	n/a	n/a
173.46875	n/a	44408	A	nontarget	n/a	n/a
175.0429688	n/a	44811	A	target	hit	1222.6562
176.265625	n/a	45124	rt	n/a	hit	1222.6562
176.6171875	n/a	45214	D	nontarget	n/a	n/a
178.1992188	n/a	45619	B	nontarget	n/a	n/a
179.7734375	n/a	46022	C	nontarget	n/a	n/a
181.3515625	n/a	46426	B	nontarget	n/a	n/a
182.921875	n/a	46828	D	nontarget	n/a	n/a
184.4960938	n/a	47231	D	target	hit	503.9062
185	n/a	47360	rt	n/a	hit	503.9062
186.0703125	n/a	47634	B	nontarget	n/a	n/a
187.6328125	n/a	48034	D	nontarget	n/a	n/a
189.2148438	n/a	48439	B	nontarget	n/a	n/a
190.7890625	n/a	48842	A	nontarget	n/a	n/a
192.359375	n/a	49244	B	nontarget	n/a	n/a
193.9335938	n/a	49647	D	nontarget	n/a	n/a
195.5117188	n/a	50051	D	target	hit	539.0625
196.0507812	n/a	50189	rt	n/a	hit	539.0625
197.09375	n/a	50456	D	target	hit	886.7188
197.9804688	n/a	50683	rt	n/a	hit	886.7188
198.6679688	n/a	50859	D	target	hit	648.4375
199.3164062	n/a	51025	rt	n/a	hit	648.4375
200.2421875	n/a	51262	D	target	hit	496.0938
200.7382812	n/a	51389	rt	n/a	hit	496.0938
201.8164062	n/a	51665	C	nontarget	n/a	n/a
203.3867188	n/a	52067	D	nontarget	n/a	n/a
204.9609375	n/a	52470	D	target	hit	605.4688
205.5664062	n/a	52625	rt	n/a	hit	605.4688
206.5234375	n/a	52870	A	nontarget	n/a	n/a
208.1054688	n/a	53275	A	target	hit	894.5312
209	n/a	53504	rt	n/a	hit	894.5312
209.6796875	n/a	53678	C	nontarget	n/a	n/a
211.2539062	n/a	54081	C	target	hit	535.1562
211.7890625	n/a	54218	rt	n/a	hit	535.1562
212.828125	n/a	54484	C	target	hit	792.9688
213.6210938	n/a	54687	rt	n/a	hit	792.9688
214.4023438	n/a	54887	D	nontarget	n/a	n/a
215.9765625	n/a	55290	B	nontarget	n/a	n/a
217.5585938	n/a	55695	C	nontarget	n/a	n/a
219.1328125	n/a	56098	C	target	hit	574.2188
219.7070312	n/a	56245	rt	n/a	hit	574.2188
220.7109375	n/a	56502	A	nontarget	n/a	n/a
222.28125	n/a	56904	A	target	hit	773.4375
223.0546875	n/a	57102	rt	n/a	hit	773.4375
223.8554688	n/a	57307	B	nontarget	n/a	n/a
225.4414062	n/a	57713	B	target	hit	906.25
226.3476562	n/a	57945	rt	n/a	hit	906.25
227.015625	n/a	58116	B	target	hit	605.4688
227.6210938	n/a	58271	rt	n/a	hit	605.4688
228.5859375	n/a	58518	B	target	hit	535.1562
229.1210938	n/a	58655	rt	n/a	hit	535.1562
230.1601562	n/a	58921	A	nontarget	n/a	n/a
231.734375	n/a	59324	C	nontarget	n/a	n/a
233.3085938	n/a	59727	C	target	hit	816.4062
234.125	n/a	59936	rt	n/a	hit	816.4062
234.8789062	n/a	60129	A	nontarget	n/a	n/a
236.4414062	n/a	60529	D	nontarget	n/a	n/a
238.0273438	n/a	60935	A	nontarget	n/a	n/a
239.6015625	n/a	61338	D	nontarget	n/a	n/a
241.1757812	n/a	61741	A	nontarget	n/a	n/a
242.75	n/a	62144	C	nontarget	n/a	n/a
244.3203125	n/a	62546	C	target	hit	1277.3438
245.5976562	n/a	62873	rt	n/a	hit	1277.3438
245.8789062	n/a	62945	C	target	hit	1332.0312
247.2109375	n/a	63286	rt	n/a	hit	1332.0312
247.453125	n/a	63348	C	target	hit	1089.8438
248.5429688	n/a	63627	rt	n/a	hit	1089.8438
249.0273438	n/a	63751	C	target	hit	968.75
249.9960938	n/a	63999	rt	n/a	hit	968.75
250.6015625	n/a	64154	C	target	hit	941.4062
251.5429688	n/a	64395	rt	n/a	hit	941.4062
252.171875	n/a	64556	C	target	hit	910.1562
253.0820312	n/a	64789	rt	n/a	hit	910.1562
253.7460938	n/a	64959	B	nontarget	n/a	n/a
255.3203125	n/a	65362	D	nontarget	n/a	n/a
256.8945312	n/a	65765	B	nontarget	n/a	n/a
258.4804688	n/a	66171	A	nontarget	n/a	n/a
260.0546875	n/a	66574	B	nontarget	n/a	n/a
261.6289062	n/a	66977	D	nontarget	n/a	n/a
263.1992188	n/a	67379	C	nontarget	n/a	n/a
264.7734375	n/a	67782	C	target	hit	769.5312
265.5429688	n/a	67979	rt	n/a	hit	769.5312
266.359375	n/a	68188	B	nontarget	n/a	n/a
267.9335938	n/a	68591	C	nontarget	false_alarm	730.4688
268.6640625	n/a	68778	rt	n/a	false_alarm	730.4688
269.5078125	n/a	68994	B	nontarget	n/a	n/a
271.078125	n/a	69396	B	target	miss	n/a
272.6523438	n/a	69799	A	nontarget	miss	n/a
274.2265625	n/a	70202	B	nontarget	n/a	n/a
275.8125	n/a	70608	D	nontarget	n/a	n/a
277.3867188	n/a	71011	A	nontarget	n/a	n/a
278.9570312	n/a	71413	B	nontarget	n/a	n/a
280.5351562	n/a	71817	D	nontarget	n/a	n/a
282.109375	n/a	72220	A	nontarget	n/a	n/a
