onset	duration	sample	value	response_type	response_time
13.78808594	n/a	3529.75	nontarget	correct	0.53955
14.32763672	n/a	3667.875	rt	correct	0.53955
15.26806641	n/a	3908.625	nontarget	correct	0.44727
15.71533203	n/a	4023.125	rt	correct	0.44727
16.33837891	n/a	4182.625	nontarget	correct	0.49854
16.83691406	n/a	4310.25	rt	correct	0.49854
17.83154297	n/a	4564.875	nontarget	correct	0.41113
18.24267578	n/a	4670.125	rt	correct	0.41113
18.91162109	n/a	4841.375	nontarget	correct	0.35547
19.26708984	n/a	4932.375	rt	correct	0.35547
19.99169922	n/a	5117.875	nontarget	correct	0.33301
20.32470703	n/a	5203.125	rt	correct	0.33301
21.05810547	n/a	5390.875	nontarget	correct	0.30713
21.36523438	n/a	5469.5	rt	correct	0.30713
22.12207031	n/a	5663.25	nontarget	correct	0.37402
22.49609375	n/a	5759	rt	correct	0.37402
23.20166016	n/a	5939.625	nontarget	correct	0.33203
23.53369141	n/a	6024.625	rt	correct	0.33203
24.28271484	n/a	6216.375	nontarget	correct	0.34473
24.62744141	n/a	6304.625	rt	correct	0.34473
25.35009766	n/a	6489.625	nontarget	correct	0.34863
25.69873047	n/a	6578.875	rt	correct	0.34863
26.42871094	n/a	6765.75	target	correct	n/a
27.921875	n/a	7148	nontarget	correct	0.27588
28.19775391	n/a	7218.625	rt	correct	0.27588
28.98828125	n/a	7421	nontarget	correct	0.29004
29.27832031	n/a	7495.25	rt	correct	0.29004
30.06835938	n/a	7697.5	nontarget	correct	0.30225
30.37060547	n/a	7774.875	rt	correct	0.30225
31.13623047	n/a	7970.875	target	incorrect	1.3604
32.49658203	n/a	8319.125	rt	incorrect	1.3604
32.61523438	n/a	8349.5	nontarget	correct	0.067383
32.68261719	n/a	8366.75	rt	correct	0.067383
33.68164062	n/a	8622.5	target	correct	n/a
35.17480469	n/a	9004.75	nontarget	correct	0.28125
35.45605469	n/a	9076.75	rt	correct	0.28125
36.24169922	n/a	9277.875	nontarget	correct	0.55127
36.79296875	n/a	9419	rt	correct	0.55127
37.73486328	n/a	9660.125	nontarget	correct	0.34033
38.07519531	n/a	9747.25	rt	correct	0.34033
38.80175781	n/a	9933.25	target	correct	n/a
40.29492188	n/a	10315.5	nontarget	correct	0.28613
40.58105469	n/a	10388.75	rt	correct	0.28613
41.375	n/a	10592	nontarget	correct	0.42529
41.80029297	n/a	10700.875	rt	correct	0.42529
42.45458984	n/a	10868.375	nontarget	correct	0.44043
42.89501953	n/a	10981.125	rt	correct	0.44043
43.52294922	n/a	11141.875	nontarget	correct	0.37842
43.90136719	n/a	11238.75	rt	correct	0.37842
44.58789062	n/a	11414.5	nontarget	correct	0.38867
44.9765625	n/a	11514	rt	correct	0.38867
45.66796875	n/a	11691	nontarget	correct	0.38135
46.04931641	n/a	11788.625	rt	correct	0.38135
46.73828125	n/a	11965	nontarget	correct	0.3584
47.09667969	n/a	12056.75	rt	correct	0.3584
47.81591797	n/a	12240.875	nontarget	correct	0.3916
48.20751953	n/a	12341.125	rt	correct	0.3916
48.89453125	n/a	12517	nontarget	correct	0.34473
49.23925781	n/a	12605.25	rt	correct	0.34473
49.97460938	n/a	12793.5	target	correct	n/a
51.45458984	n/a	13172.375	nontarget	correct	0.29834
51.75292969	n/a	13248.75	rt	correct	0.29834
52.52392578	n/a	13446.125	nontarget	correct	0.32471
52.84863281	n/a	13529.25	rt	correct	0.32471
53.58789062	n/a	13718.5	nontarget	correct	0.36133
53.94921875	n/a	13811	rt	correct	0.36133
54.66796875	n/a	13995	target	incorrect	0.32422
54.9921875	n/a	14078	rt	incorrect	0.32422
55.74755859	n/a	14271.375	nontarget	correct	0.32275
56.0703125	n/a	14354	rt	correct	0.32275
56.81445312	n/a	14544.5	nontarget	correct	0.30127
57.11572266	n/a	14621.625	rt	correct	0.30127
57.89404297	n/a	14820.875	nontarget	correct	0.2959
58.18994141	n/a	14896.625	rt	correct	0.2959
58.97412109	n/a	15097.375	nontarget	correct	0.39209
59.36621094	n/a	15197.75	rt	correct	0.39209
60.05419922	n/a	15373.875	nontarget	correct	0.36133
60.41552734	n/a	15466.375	rt	correct	0.36133
61.12109375	n/a	15647	nontarget	correct	0.37256
61.49365234	n/a	15742.375	rt	correct	0.37256
62.20068359	n/a	15923.375	nontarget	correct	0.41602
62.61669922	n/a	16029.875	rt	correct	0.41602
63.28076172	n/a	16199.875	nontarget	correct	0.3833
63.6640625	n/a	16298	rt	correct	0.3833
64.35058594	n/a	16473.75	target	correct	n/a
65.84082031	n/a	16855.25	nontarget	correct	0.39502
66.23583984	n/a	16956.375	rt	correct	0.39502
66.90771484	n/a	17128.375	nontarget	correct	0.33057
67.23828125	n/a	17213	rt	correct	0.33057
67.97412109	n/a	17401.375	target	incorrect	0.27393
68.24804688	n/a	17471.5	rt	incorrect	0.27393
69.05419922	n/a	17677.875	nontarget	correct	0.44873
69.50292969	n/a	17792.75	rt	correct	0.44873
70.12158203	n/a	17951.125	nontarget	correct	0.41113
70.53271484	n/a	18056.375	rt	correct	0.41113
71.20068359	n/a	18227.375	nontarget	correct	0.4248
71.62548828	n/a	18336.125	rt	correct	0.4248
72.28076172	n/a	18503.875	nontarget	correct	0.35645
