onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
9.142578125	n/a	2340.5	largeTSmallH	correct	incongruent	1.2617	no	T	H
10.40429688	n/a	2663.5	responseLargeT	correct	n/a	1.2617	no	n/a	n/a
11.47363281	n/a	2937.25	largeHSmallT	correct	incongruent	1.0254	no	H	T
12.49902344	n/a	3199.75	responseLargeH	correct	n/a	1.0254	no	n/a	n/a
13.56689453	n/a	3473.125	largeHSmallT	correct	incongruent	0.66992	no	H	T
14.23681641	n/a	3644.625	responseLargeH	correct	n/a	0.66992	no	n/a	n/a
15.31396484	n/a	3920.375	largeHSmallH	correct	congruent	0.58594	no	H	H
15.89990234	n/a	4070.375	responseLargeH	correct	n/a	0.58594	no	n/a	n/a
16.96679688	n/a	4343.5	largeHSmallH	correct	congruent	0.53955	no	H	H
17.50634766	n/a	4481.625	responseLargeH	correct	n/a	0.53955	no	n/a	n/a
18.56689453	n/a	4753.125	largeTSmallT	correct	congruent	0.6167	no	T	T
19.18359375	n/a	4911	responseLargeT	correct	n/a	0.6167	no	n/a	n/a
20.26025391	n/a	5186.625	largeHSmallT	correct	incongruent	0.5293	no	H	T
20.78955078	n/a	5322.125	responseLargeH	correct	n/a	0.5293	no	n/a	n/a
21.86035156	n/a	5596.25	largeTSmallH	correct	incongruent	0.48926	no	T	H
22.34960938	n/a	5721.5	responseLargeT	correct	n/a	0.48926	no	n/a	n/a
23.42041016	n/a	5995.625	largeTSmallT	correct	congruent	0.49561	no	T	T
23.91601562	n/a	6122.5	responseLargeT	correct	n/a	0.49561	no	n/a	n/a
24.97998047	n/a	6394.875	largeHSmallH	correct	congruent	0.37402	no	H	H
25.35400391	n/a	6490.625	responseLargeH	correct	n/a	0.37402	no	n/a	n/a
26.41992188	n/a	6763.5	largeTSmallH	correct	incongruent	0.52393	no	T	H
26.94384766	n/a	6897.625	responseLargeT	correct	n/a	0.52393	no	n/a	n/a
28.00683594	n/a	7169.75	largeTSmallT	correct	congruent	0.44727	no	T	T
28.45410156	n/a	7284.25	responseLargeT	correct	n/a	0.44727	no	n/a	n/a
29.52685547	n/a	7558.875	largeTSmallH	correct	incongruent	0.54932	no	T	H
30.07617188	n/a	7699.5	responseLargeT	correct	n/a	0.54932	no	n/a	n/a
31.14013672	n/a	7971.875	largeHSmallT	correct	incongruent	0.52881	no	H	T
31.66894531	n/a	8107.25	responseLargeH	correct	n/a	0.52881	no	n/a	n/a
