onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
1.812011719	n/a	463.875	largeTSmallT	correct	congruent	0.59424	no	T	T
2.40625	n/a	616	responseLargeT	correct	n/a	0.59424	no	n/a	n/a
3.478515625	n/a	890.5	largeTSmallH	error	incongruent	0.54199	no	T	H
4.020507812	n/a	1029.25	responseLargeH	error	n/a	0.54199	no	n/a	n/a
5.078125	n/a	1300	largeTSmallH	correct	incongruent	0.72412	no	T	H
5.802246094	n/a	1485.375	responseLargeT	correct	n/a	0.72412	no	n/a	n/a
6.864746094	n/a	1757.375	largeTSmallH	correct	incongruent	0.57666	no	T	H
7.44140625	n/a	1905	responseLargeT	correct	n/a	0.57666	no	n/a	n/a
8.518066406	n/a	2180.625	largeTSmallT	correct	congruent	0.53613	no	T	T
9.054199219	n/a	2317.875	responseLargeT	correct	n/a	0.53613	no	n/a	n/a
10.11816406	n/a	2590.25	largeTSmallH	correct	incongruent	0.46533	no	T	H
10.58349609	n/a	2709.375	responseLargeT	correct	n/a	0.46533	no	n/a	n/a
11.65136719	n/a	2982.75	largeHSmallH	correct	congruent	0.81738	no	H	H
12.46875	n/a	3192	responseLargeH	correct	n/a	0.81738	no	n/a	n/a
13.54492188	n/a	3467.5	largeTSmallT	correct	congruent	0.75342	no	T	T
14.29833984	n/a	3660.375	responseLargeT	correct	n/a	0.75342	no	n/a	n/a
15.37158203	n/a	3935.125	largeTSmallT	correct	congruent	0.48242	no	T	T
15.85400391	n/a	4058.625	responseLargeT	correct	n/a	0.48242	no	n/a	n/a
16.93164062	n/a	4334.5	largeTSmallT	correct	congruent	0.45312	no	T	T
17.38476562	n/a	4450.5	responseLargeT	correct	n/a	0.45312	no	n/a	n/a
18.45166016	n/a	4723.625	largeTSmallH	correct	incongruent	0.76807	no	T	H
19.21972656	n/a	4920.25	responseLargeT	correct	n/a	0.76807	no	n/a	n/a
20.29150391	n/a	5194.625	largeHSmallT	correct	incongruent	0.67676	no	H	T
20.96826172	n/a	5367.875	responseLargeH	correct	n/a	0.67676	no	n/a	n/a
22.03808594	n/a	5641.75	largeHSmallT	correct	incongruent	0.90234	no	H	T
22.94042969	n/a	5872.75	responseLargeH	correct	n/a	0.90234	no	n/a	n/a
24.01123047	n/a	6146.875	largeHSmallH	correct	congruent	0.53662	no	H	H
24.54785156	n/a	6284.25	responseLargeH	correct	n/a	0.53662	no	n/a	n/a
25.61132812	n/a	6556.5	largeTSmallT	correct	congruent	0.60645	no	T	T
26.21777344	n/a	6711.75	responseLargeT	correct	n/a	0.60645	no	n/a	n/a
27.27783203	n/a	6983.125	largeTSmallT	correct	congruent	0.44092	no	T	T
27.71875	n/a	7096	responseLargeT	correct	n/a	0.44092	no	n/a	n/a
28.78466797	n/a	7368.875	largeHSmallH	correct	congruent	0.50098	no	H	H
29.28564453	n/a	7497.125	responseLargeH	correct	n/a	0.50098	no	n/a	n/a
30.35791016	n/a	7771.625	largeTSmallT	correct	congruent	0.61035	no	T	T
30.96826172	n/a	7927.875	responseLargeT	correct	n/a	0.61035	no	n/a	n/a
32.03759766	n/a	8201.625	largeHSmallH	correct	congruent	0.48535	no	H	H
32.52294922	n/a	8325.875	responseLargeH	correct	n/a	0.48535	no	n/a	n/a
33.58447266	n/a	8597.625	largeHSmallT	correct	incongruent	0.81006	no	H	T
34.39453125	n/a	8805	responseLargeH	correct	n/a	0.81006	no	n/a	n/a
35.45117188	n/a	9075.5	largeHSmallT	correct	incongruent	0.53271	no	H	T
35.98388672	n/a	9211.875	responseLargeH	correct	n/a	0.53271	no	n/a	n/a
37.05078125	n/a	9485	largeTSmallT	correct	congruent	0.67871	no	T	T
37.72949219	n/a	9658.75	responseLargeT	correct	n/a	0.67871	no	n/a	n/a
38.79736328	n/a	9932.125	largeHSmallH	correct	congruent	0.65039	no	H	H
39.44775391	n/a	10098.625	responseLargeH	correct	n/a	0.65039	no	n/a	n/a
40.51757812	n/a	10372.5	largeHSmallH	correct	congruent	0.51953	no	H	H
41.03710938	n/a	10505.5	responseLargeH	correct	n/a	0.51953	no	n/a	n/a
42.10449219	n/a	10778.75	largeHSmallT	error	incongruent	0.5874	no	H	T
42.69189453	n/a	10929.125	responseLargeT	error	n/a	0.5874	no	n/a	n/a
43.7578125	n/a	11202	largeHSmallH	correct	congruent	0.58643	no	H	H
44.34423828	n/a	11352.125	responseLargeH	correct	n/a	0.58643	no	n/a	n/a
45.41064453	n/a	11625.125	largeHSmallH	correct	congruent	0.43066	no	H	H
45.84130859	n/a	11735.375	responseLargeH	correct	n/a	0.43066	no	n/a	n/a
46.90429688	n/a	12007.5	largeHSmallT	correct	incongruent	0.68701	no	H	T
47.59130859	n/a	12183.375	responseLargeH	correct	n/a	0.68701	no	n/a	n/a
48.65087891	n/a	12454.625	largeHSmallH	correct	congruent	0.52588	no	H	H
49.17675781	n/a	12589.25	responseLargeH	correct	n/a	0.52588	no	n/a	n/a
50.25097656	n/a	12864.25	largeHSmallH	correct	congruent	0.54102	no	H	H
50.79199219	n/a	13002.75	responseLargeH	correct	n/a	0.54102	no	n/a	n/a
51.85058594	n/a	13273.75	largeTSmallH	correct	incongruent	0.52344	no	T	H
52.37402344	n/a	13407.75	responseLargeT	correct	n/a	0.52344	no	n/a	n/a
53.4375	n/a	13680	largeTSmallH	correct	incongruent	0.46582	no	T	H
53.90332031	n/a	13799.25	responseLargeT	correct	n/a	0.46582	no	n/a	n/a
54.97070312	n/a	14072.5	largeHSmallH	correct	congruent	0.51953	no	H	H
55.49023438	n/a	14205.5	responseLargeH	correct	n/a	0.51953	no	n/a	n/a
56.55712891	n/a	14478.625	largeTSmallH	correct	incongruent	0.56787	no	T	H
57.125	n/a	14624	responseLargeT	correct	n/a	0.56787	no	n/a	n/a
58.18408203	n/a	14895.125	largeTSmallH	correct	incongruent	0.55469	no	T	H
58.73876953	n/a	15037.125	responseLargeT	correct	n/a	0.55469	no	n/a	n/a
59.81103516	n/a	15311.625	largeTSmallH	correct	incongruent	0.55615	no	T	H
60.3671875	n/a	15454	responseLargeT	correct	n/a	0.55615	no	n/a	n/a
61.42431641	n/a	15724.625	largeTSmallH	correct	incongruent	0.49805	no	T	H
61.92236328	n/a	15852.125	responseLargeT	correct	n/a	0.49805	no	n/a	n/a
62.99707031	n/a	16127.25	largeTSmallT	correct	congruent	0.5083	no	T	T
63.50537109	n/a	16257.375	responseLargeT	correct	n/a	0.5083	no	n/a	n/a
64.5703125	n/a	16530	largeTSmallT	correct	congruent	0.54297	no	T	T
65.11328125	n/a	16669	responseLargeT	correct	n/a	0.54297	no	n/a	n/a
66.17041016	n/a	16939.625	largeHSmallH	correct	congruent	0.42334	no	H	H
66.59375	n/a	17048	responseLargeH	correct	n/a	0.42334	no	n/a	n/a
67.65039062	n/a	17318.5	largeHSmallH	correct	congruent	0.42139	no	H	H
68.07177734	n/a	17426.375	responseLargeH	correct	n/a	0.42139	no	n/a	n/a
69.14355469	n/a	17700.75	largeTSmallH	correct	incongruent	0.39258	no	T	H
69.53613281	n/a	17801.25	responseLargeT	correct	n/a	0.39258	no	n/a	n/a
70.61035156	n/a	18076.25	largeTSmallH	correct	incongruent	0.57129	no	T	H
71.18164062	n/a	18222.5	responseLargeT	correct	n/a	0.57129	no	n/a	n/a
72.23681641	n/a	18492.625	largeHSmallT	correct	incongruent	0.43848	no	H	T
72.67529297	n/a	18604.875	responseLargeH	correct	n/a	0.43848	no	n/a	n/a
73.74365234	n/a	18878.375	largeTSmallH	correct	incongruent	0.50244	no	T	H
74.24609375	n/a	19007	responseLargeT	correct	n/a	0.50244	no	n/a	n/a
75.31689453	n/a	19281.125	largeTSmallT	correct	congruent	0.48975	no	T	T
75.80664062	n/a	19406.5	responseLargeT	correct	n/a	0.48975	no	n/a	n/a
76.87695312	n/a	19680.5	largeTSmallT	correct	congruent	0.52441	no	T	T
77.40136719	n/a	19814.75	responseLargeT	correct	n/a	0.52441	no	n/a	n/a
78.46386719	n/a	20086.75	largeHSmallH	correct	congruent	0.45752	no	H	H
78.92138672	n/a	20203.875	responseLargeH	correct	n/a	0.45752	no	n/a	n/a
79.99658203	n/a	20479.125	largeTSmallT	correct	congruent	0.52881	no	T	T
80.52539062	n/a	20614.5	responseLargeT	correct	n/a	0.52881	no	n/a	n/a
81.58349609	n/a	20885.375	largeHSmallT	correct	incongruent	0.49805	no	H	T
82.08154297	n/a	21012.875	responseLargeH	correct	n/a	0.49805	no	n/a	n/a
83.14355469	n/a	21284.75	largeTSmallT	correct	congruent	0.45459	no	T	T
83.59814453	n/a	21401.125	responseLargeT	correct	n/a	0.45459	no	n/a	n/a
84.66308594	n/a	21673.75	largeTSmallH	error	incongruent	0.47656	no	T	H
85.13964844	n/a	21795.75	responseLargeH	error	n/a	0.47656	no	n/a	n/a
86.20996094	n/a	22069.75	largeTSmallT	correct	congruent	0.63184	no	T	T
86.84179688	n/a	22231.5	responseLargeT	correct	n/a	0.63184	no	n/a	n/a
87.90332031	n/a	22503.25	largeHSmallT	correct	incongruent	0.47314	no	H	T
88.37646484	n/a	22624.375	responseLargeH	correct	n/a	0.47314	no	n/a	n/a
89.44970703	n/a	22899.125	largeTSmallT	correct	congruent	0.53662	no	T	T
89.98632812	n/a	23036.5	responseLargeT	correct	n/a	0.53662	no	n/a	n/a
91.04980469	n/a	23308.75	largeHSmallT	correct	incongruent	0.54639	no	H	T
91.59619141	n/a	23448.625	responseLargeH	correct	n/a	0.54639	no	n/a	n/a
92.66308594	n/a	23721.75	largeTSmallH	correct	incongruent	0.57861	no	T	H
