onset	duration	sample	value	response_type	response_time
18.734375	n/a	4796	nontarget	correct	1.0938
19.828125	n/a	5076	rt	correct	1.0938
20.2265625	n/a	5178	nontarget	correct	0.60547
20.83203125	n/a	5333	rt	correct	0.60547
21.72265625	n/a	5561	nontarget	correct	0.52734
22.25	n/a	5696	rt	correct	0.52734
23.19921875	n/a	5939	nontarget	correct	0.53125
23.73046875	n/a	6075	rt	correct	0.53125
24.6796875	n/a	6318	nontarget	correct	0.57031
25.25	n/a	6464	rt	correct	0.57031
26.16015625	n/a	6697	nontarget	correct	0.55469
26.71484375	n/a	6839	rt	correct	0.55469
27.65234375	n/a	7079	nontarget	correct	0.5
28.15234375	n/a	7207	rt	correct	0.5
29.14453125	n/a	7461	target	correct	n/a
30.625	n/a	7840	nontarget	correct	0.4375
31.0625	n/a	7952	rt	correct	0.4375
31.69140625	n/a	8113	nontarget	correct	0.54688
32.23828125	n/a	8253	rt	correct	0.54688
33.171875	n/a	8492	nontarget	correct	0.55859
33.73046875	n/a	8635	rt	correct	0.55859
34.65234375	n/a	8871	target	correct	n/a
36.12890625	n/a	9249	nontarget	correct	0.66016
36.7890625	n/a	9418	rt	correct	0.66016
37.609375	n/a	9628	nontarget	correct	0.60938
38.21875	n/a	9784	rt	correct	0.60938
39.08984375	n/a	10007	nontarget	correct	0.51562
39.60546875	n/a	10139	rt	correct	0.51562
40.5859375	n/a	10390	nontarget	correct	0.41406
41	n/a	10496	rt	correct	0.41406
41.65234375	n/a	10663	target	correct	n/a
43.14453125	n/a	11045	nontarget	correct	0.48438
43.62890625	n/a	11169	rt	correct	0.48438
44.63671875	n/a	11427	nontarget	correct	0.72266
45.359375	n/a	11612	rt	correct	0.72266
46.1171875	n/a	11806	target	correct	n/a
47.59765625	n/a	12185	nontarget	correct	0.50391
48.1015625	n/a	12314	rt	correct	0.50391
49.078125	n/a	12564	nontarget	correct	0.70703
49.78515625	n/a	12745	rt	correct	0.70703
50.55859375	n/a	12943	nontarget	correct	0.5
51.05859375	n/a	13071	rt	correct	0.5
52.0390625	n/a	13322	target	correct	n/a
53.53125	n/a	13704	nontarget	correct	0.53125
54.0625	n/a	13840	rt	correct	0.53125
55.01171875	n/a	14083	nontarget	correct	0.60547
55.6171875	n/a	14238	rt	correct	0.60547
56.4921875	n/a	14462	target	incorrect	0.40625
56.8984375	n/a	14566	rt	incorrect	0.40625
57.55859375	n/a	14735	nontarget	correct	0.50391
58.0625	n/a	14864	rt	correct	0.50391
59.03515625	n/a	15113	target	correct	n/a
60.515625	n/a	15492	nontarget	correct	0.55078
61.06640625	n/a	15633	rt	correct	0.55078
61.99609375	n/a	15871	nontarget	correct	0.47266
62.46875	n/a	15992	rt	correct	0.47266
63.4765625	n/a	16250	nontarget	correct	0.52734
64.00390625	n/a	16385	rt	correct	0.52734
64.95703125	n/a	16629	target	correct	n/a
66.4375	n/a	17008	nontarget	correct	0.45703
66.89453125	n/a	17125	rt	correct	0.45703
67.515625	n/a	17284	nontarget	correct	0.55078
68.06640625	n/a	17425	rt	correct	0.55078
68.99609375	n/a	17663	target	correct	n/a
70.4765625	n/a	18042	nontarget	correct	0.48047
70.95703125	n/a	18165	rt	correct	0.48047
71.96875	n/a	18424	nontarget	correct	0.90625
72.875	n/a	18656	rt	correct	0.90625
73.44921875	n/a	18803	nontarget	correct	0.45312
73.90234375	n/a	18919	rt	correct	0.45312
74.515625	n/a	19076	nontarget	correct	0.50391
75.01953125	n/a	19205	rt	correct	0.50391
76.01171875	n/a	19459	nontarget	correct	0.70312
76.71484375	n/a	19639	rt	correct	0.70312
77.48828125	n/a	19837	target	correct	n/a
78.96875	n/a	20216	nontarget	correct	0.42969
79.3984375	n/a	20326	rt	correct	0.42969
80.03515625	n/a	20489	nontarget	correct	0.48047
80.515625	n/a	20612	rt	correct	0.48047
81.515625	n/a	20868	nontarget	correct	0.39453
81.91015625	n/a	20969	rt	correct	0.39453
82.58203125	n/a	21141	target	correct	n/a
84.078125	n/a	21524	nontarget	correct	0.42578
84.50390625	n/a	21633	rt	correct	0.42578
85.14453125	n/a	21797	nontarget	correct	0.55078
85.6953125	n/a	21938	rt	correct	0.55078
86.62109375	n/a	22175	nontarget	correct	0.67188
87.29296875	n/a	22347	rt	correct	0.67188
88.1171875	n/a	22558	nontarget	correct	0.95312
89.0703125	n/a	22802	rt	correct	0.95312
89.59765625	n/a	22937	nontarget	correct	0.42188
90.01953125	n/a	23045	rt	correct	0.42188
90.6640625	n/a	23210	nontarget	correct	0.42578
91.08984375	n/a	23319	rt	correct	0.42578
91.7421875	n/a	23486	nontarget	correct	0.42578
92.16796875	n/a	23595	rt	correct	0.42578
92.82421875	n/a	23763	nontarget	correct	0.42188
93.24609375	n/a	23871	rt	correct	0.42188
93.890625	n/a	24036	nontarget	correct	0.43359
94.32421875	n/a	24147	rt	correct	0.43359
94.95703125	n/a	24309	nontarget	correct	0.41406
95.37109375	n/a	24415	rt	correct	0.41406
96.03515625	n/a	24585	nontarget	correct	0.42969
96.46484375	n/a	24695	rt	correct	0.42969
97.1015625	n/a	24858	nontarget	correct	0.44531
97.546875	n/a	24972	rt	correct	0.44531
98.171875	n/a	25132	nontarget	correct	0.46484
98.63671875	n/a	25251	rt	correct	0.46484
99.6484375	n/a	25510	nontarget	correct	0.5
100.1484375	n/a	25638	rt	correct	0.5
101.1445312	n/a	25893	nontarget	correct	0.36719
101.5117188	n/a	25987	rt	correct	0.36719
102.2109375	n/a	26166	nontarget	correct	0.50391
102.7148438	n/a	26295	rt	correct	0.50391
103.6875	n/a	26544	nontarget	correct	0.46094
104.1484375	n/a	26662	rt	correct	0.46094
104.7695312	n/a	26821	nontarget	correct	0.47656
105.2460938	n/a	26943	rt	correct	0.47656
106.25	n/a	27200	nontarget	correct	0.4375
106.6875	n/a	27312	rt	correct	0.4375
107.328125	n/a	27476	target	correct	n/a
108.8085938	n/a	27855	nontarget	correct	0.45312
109.2617188	n/a	27971	rt	correct	0.45312
109.8789062	n/a	28129	nontarget	correct	0.49219
110.3710938	n/a	28255	rt	correct	0.49219
111.3554688	n/a	28507	nontarget	correct	0.42578
111.78125	n/a	28616	rt	correct	0.42578
112.421875	n/a	28780	target	correct	n/a
113.9023438	n/a	29159	nontarget	correct	0.40625
114.3085938	n/a	29263	rt	correct	0.40625
114.96875	n/a	29432	nontarget	correct	0.46875
115.4375	n/a	29552	rt	correct	0.46875
116.4492188	n/a	29811	nontarget	correct	0.40234
116.8515625	n/a	29914	rt	correct	0.40234
117.5273438	n/a	30087	nontarget	correct	0.71094
118.2382812	n/a	30269	rt	correct	0.71094
119.0078125	n/a	30466	nontarget	correct	0.39062
119.3984375	n/a	30566	rt	correct	0.39062
120.0898438	n/a	30743	nontarget	correct	0.44141
120.53125	n/a	30856	rt	correct	0.44141
121.1679688	n/a	31019	nontarget	correct	0.42188
121.5898438	n/a	31127	rt	correct	0.42188
122.234375	n/a	31292	nontarget	correct	0.41016
122.6445312	n/a	31397	rt	correct	0.41016
123.3164062	n/a	31569	nontarget	correct	0.37109
123.6875	n/a	31664	rt	correct	0.37109
124.3945312	n/a	31845	target	correct	n/a
125.875	n/a	32224	nontarget	correct	0.51172
126.3867188	n/a	32355	rt	correct	0.51172
127.3554688	n/a	32603	nontarget	correct	0.69141
128.046875	n/a	32780	rt	correct	0.69141
128.8476562	n/a	32985	nontarget	correct	1.2539
130.1015625	n/a	33306	rt	correct	1.2539
130.328125	n/a	33364	target	incorrect	0.41016
130.7382812	n/a	33469	rt	incorrect	0.41016
131.3945312	n/a	33637	nontarget	correct	0.42969
131.8242188	n/a	33747	rt	correct	0.42969
132.4765625	n/a	33914	nontarget	correct	0.41797
132.8945312	n/a	34021	rt	correct	0.41797
133.5429688	n/a	34187	nontarget	correct	0.39844
133.9414062	n/a	34289	rt	correct	0.39844
134.609375	n/a	34460	nontarget	correct	0.39844
135.0078125	n/a	34562	rt	correct	0.39844
135.6875	n/a	34736	target	correct	n/a
137.1679688	n/a	35115	nontarget	correct	0.40234
137.5703125	n/a	35218	rt	correct	0.40234
138.25	n/a	35392	nontarget	correct	0.42969
138.6796875	n/a	35502	rt	correct	0.42969
139.3164062	n/a	35665	nontarget	correct	0.65625
139.9726562	n/a	35833	rt	correct	0.65625
140.796875	n/a	36044	nontarget	correct	0.34375
141.140625	n/a	36132	rt	correct	0.34375
141.8632812	n/a	36317	nontarget	correct	0.42578
142.2890625	n/a	36426	rt	correct	0.42578
142.9414062	n/a	36593	nontarget	correct	0.41797
143.359375	n/a	36700	rt	correct	0.41797
144.0195312	n/a	36869	nontarget	correct	0.5
144.5195312	n/a	36997	rt	correct	0.5
145.5	n/a	37248	nontarget	correct	0.33984
145.8398438	n/a	37335	rt	correct	0.33984
146.5703125	n/a	37522	target	correct	n/a
148.046875	n/a	37900	nontarget	correct	0.39844
148.4453125	n/a	38002	rt	correct	0.39844
149.1132812	n/a	38173	nontarget	correct	0.42188
149.5351562	n/a	38281	rt	correct	0.42188
150.1953125	n/a	38450	nontarget	correct	0.41406
150.609375	n/a	38556	rt	correct	0.41406
151.2734375	n/a	38726	nontarget	correct	0.38672
151.6601562	n/a	38825	rt	correct	0.38672
152.3398438	n/a	38999	nontarget	correct	0.44531
152.7851562	n/a	39113	rt	correct	0.44531
153.40625	n/a	39272	nontarget	correct	0.41016
