onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
17.1953125	n/a	4402	largeTSmallH	correct	incongruent	1.3906	no	T	H
18.5859375	n/a	4758	responseLargeT	correct	n/a	1.3906	no	n/a	n/a
19.66015625	n/a	5033	largeTSmallT	correct	congruent	1.543	yes	T	T
21.203125	n/a	5428	responseLargeT	correct	n/a	1.543	yes	n/a	n/a
22.2734375	n/a	5702	largeHSmallT	correct	incongruent	0.69141	no	H	T
22.96484375	n/a	5879	responseLargeH	correct	n/a	0.69141	no	n/a	n/a
24.03515625	n/a	6153	largeHSmallH	correct	congruent	0.50781	no	H	H
24.54296875	n/a	6283	responseLargeH	correct	n/a	0.50781	no	n/a	n/a
25.609375	n/a	6556	largeHSmallT	correct	incongruent	0.48047	no	H	T
26.08984375	n/a	6679	responseLargeH	correct	n/a	0.48047	no	n/a	n/a
27.15234375	n/a	6951	largeHSmallT	correct	incongruent	0.39453	no	H	T
27.546875	n/a	7052	responseLargeH	correct	n/a	0.39453	no	n/a	n/a
28.609375	n/a	7324	largeTSmallT	correct	congruent	0.48828	no	T	T
29.09765625	n/a	7449	responseLargeT	correct	n/a	0.48828	no	n/a	n/a
30.16796875	n/a	7723	largeHSmallT	correct	incongruent	0.45703	no	H	T
30.625	n/a	7840	responseLargeH	correct	n/a	0.45703	no	n/a	n/a
31.69921875	n/a	8115	largeTSmallH	correct	incongruent	1.1914	no	T	H
32.890625	n/a	8420	responseLargeT	correct	n/a	1.1914	no	n/a	n/a
33.953125	n/a	8692	largeTSmallH	correct	incongruent	0.52734	no	T	H
34.48046875	n/a	8827	responseLargeT	correct	n/a	0.52734	no	n/a	n/a
35.5546875	n/a	9102	largeTSmallT	correct	congruent	0.44141	no	T	T
35.99609375	n/a	9215	responseLargeT	correct	n/a	0.44141	no	n/a	n/a
37.0625	n/a	9488	largeTSmallT	correct	congruent	0.41797	no	T	T
37.48046875	n/a	9595	responseLargeT	correct	n/a	0.41797	no	n/a	n/a
38.5390625	n/a	9866	largeTSmallT	correct	congruent	0.41406	no	T	T
38.953125	n/a	9972	responseLargeT	correct	n/a	0.41406	no	n/a	n/a
40.0078125	n/a	10242	largeHSmallT	correct	incongruent	0.51172	no	H	T
40.51953125	n/a	10373	responseLargeH	correct	n/a	0.51172	no	n/a	n/a
41.59375	n/a	10648	largeTSmallT	correct	congruent	0.58984	no	T	T
42.18359375	n/a	10799	responseLargeT	correct	n/a	0.58984	no	n/a	n/a
43.26171875	n/a	11075	largeHSmallH	correct	congruent	0.44922	no	H	H
43.7109375	n/a	11190	responseLargeH	correct	n/a	0.44922	no	n/a	n/a
44.78125	n/a	11464	largeHSmallH	correct	congruent	0.42578	no	H	H
45.20703125	n/a	11573	responseLargeH	correct	n/a	0.42578	no	n/a	n/a
46.2734375	n/a	11846	largeTSmallH	correct	incongruent	0.51953	no	T	H
46.79296875	n/a	11979	responseLargeT	correct	n/a	0.51953	no	n/a	n/a
47.859375	n/a	12252	largeHSmallT	correct	incongruent	0.41016	no	H	T
48.26953125	n/a	12357	responseLargeH	correct	n/a	0.41016	no	n/a	n/a
49.33984375	n/a	12631	largeHSmallH	correct	congruent	0.40625	no	H	H
49.74609375	n/a	12735	responseLargeH	correct	n/a	0.40625	no	n/a	n/a
50.80859375	n/a	13007	largeHSmallT	correct	incongruent	0.35156	no	H	T
51.16015625	n/a	13097	responseLargeH	correct	n/a	0.35156	no	n/a	n/a
52.234375	n/a	13372	largeTSmallH	error	incongruent	0.44531	no	T	H
52.6796875	n/a	13486	responseLargeH	error	n/a	0.44531	no	n/a	n/a
53.7421875	n/a	13758	largeTSmallH	correct	incongruent	0.64844	no	T	H
54.390625	n/a	13924	responseLargeT	correct	n/a	0.64844	no	n/a	n/a
55.4609375	n/a	14198	largeHSmallT	correct	incongruent	0.63672	no	H	T
