onset	duration	sample	value	response_type	response_time
15.2890625	n/a	3914	nontarget	correct	0.070312
15.359375	n/a	3932	rt	correct	0.070312
16.3671875	n/a	4190	nontarget	correct	0.28516
16.65234375	n/a	4263	rt	correct	0.28516
17.43359375	n/a	4463	nontarget	correct	0.34375
17.77734375	n/a	4551	rt	correct	0.34375
18.50390625	n/a	4737	nontarget	correct	0.29688
18.80078125	n/a	4813	rt	correct	0.29688
19.5703125	n/a	5010	nontarget	correct	0.34766
19.91796875	n/a	5099	rt	correct	0.34766
20.63671875	n/a	5283	nontarget	correct	0.27344
20.91015625	n/a	5353	rt	correct	0.27344
21.71875	n/a	5560	nontarget	correct	0.3125
22.03125	n/a	5640	rt	correct	0.3125
22.796875	n/a	5836	nontarget	correct	0.33203
23.12890625	n/a	5921	rt	correct	0.33203
23.86328125	n/a	6109	target	incorrect	0.32031
24.18359375	n/a	6191	rt	incorrect	0.32031
24.94140625	n/a	6385	nontarget	correct	0.20312
25.14453125	n/a	6437	rt	correct	0.20312
26.01953125	n/a	6661	nontarget	correct	0.27344
26.29296875	n/a	6731	rt	correct	0.27344
27.08984375	n/a	6935	nontarget	correct	0.26172
27.3515625	n/a	7002	rt	correct	0.26172
28.15234375	n/a	7207	nontarget	correct	0.3125
28.46484375	n/a	7287	rt	correct	0.3125
29.234375	n/a	7484	nontarget	correct	0.26562
29.5	n/a	7552	rt	correct	0.26562
30.3125	n/a	7760	nontarget	correct	0.37891
30.69140625	n/a	7857	rt	correct	0.37891
31.37890625	n/a	8033	nontarget	correct	0.32031
31.69921875	n/a	8115	rt	correct	0.32031
32.4609375	n/a	8310	nontarget	correct	0.26562
32.7265625	n/a	8378	rt	correct	0.26562
33.54296875	n/a	8587	nontarget	correct	0.26953
33.8125	n/a	8656	rt	correct	0.26953
34.609375	n/a	8860	nontarget	correct	0.33594
34.9453125	n/a	8946	rt	correct	0.33594
35.67578125	n/a	9133	target	correct	n/a
37.16796875	n/a	9515	nontarget	correct	0.30859
37.4765625	n/a	9594	rt	correct	0.30859
38.234375	n/a	9788	nontarget	correct	0.35547
38.58984375	n/a	9879	rt	correct	0.35547
39.3125	n/a	10064	nontarget	correct	0.36719
39.6796875	n/a	10158	rt	correct	0.36719
40.37890625	n/a	10337	nontarget	correct	0.4375
40.81640625	n/a	10449	rt	correct	0.4375
41.4453125	n/a	10610	nontarget	correct	0.31641
41.76171875	n/a	10691	rt	correct	0.31641
42.52734375	n/a	10887	nontarget	correct	0.29297
42.8203125	n/a	10962	rt	correct	0.29297
43.60546875	n/a	11163	nontarget	correct	0.37891
43.984375	n/a	11260	rt	correct	0.37891
44.671875	n/a	11436	nontarget	correct	0.32031
44.9921875	n/a	11518	rt	correct	0.32031
45.75390625	n/a	11713	nontarget	correct	0.34766
46.1015625	n/a	11802	rt	correct	0.34766
46.83203125	n/a	11989	nontarget	correct	0.42188
47.25390625	n/a	12097	rt	correct	0.42188
47.90234375	n/a	12263	nontarget	correct	0.34766
48.25	n/a	12352	rt	correct	0.34766
48.98046875	n/a	12539	nontarget	correct	0.33984
49.3203125	n/a	12626	rt	correct	0.33984
50.05859375	n/a	12815	nontarget	correct	0.48438
50.54296875	n/a	12939	rt	correct	0.48438
51.5390625	n/a	13194	nontarget	correct	0.34766
51.88671875	n/a	13283	rt	correct	0.34766
52.62109375	n/a	13471	nontarget	correct	0.28906
52.91015625	n/a	13545	rt	correct	0.28906
53.6875	n/a	13744	nontarget	correct	0.30078
53.98828125	n/a	13821	rt	correct	0.30078
54.75390625	n/a	14017	nontarget	correct	0.29297
55.046875	n/a	14092	rt	correct	0.29297
55.83203125	n/a	14293	nontarget	correct	0.39062
56.22265625	n/a	14393	rt	correct	0.39062
56.90234375	n/a	14567	nontarget	correct	0.27734
57.1796875	n/a	14638	rt	correct	0.27734
57.98046875	n/a	14843	target	incorrect	0.25
58.23046875	n/a	14907	rt	incorrect	0.25
59.05859375	n/a	15119	nontarget	correct	0.20703
59.265625	n/a	15172	rt	correct	0.20703
60.140625	n/a	15396	target	incorrect	0.10547
60.24609375	n/a	15423	rt	incorrect	0.10547
61.2109375	n/a	15670	nontarget	correct	0.097656
61.30859375	n/a	15695	rt	correct	0.097656
62.28515625	n/a	15945	nontarget	correct	0.17969
62.46484375	n/a	15991	rt	correct	0.17969
63.3671875	n/a	16222	nontarget	correct	0.26953
63.63671875	n/a	16291	rt	correct	0.26953
64.4453125	n/a	16498	nontarget	correct	0.082031
64.52734375	n/a	16519	rt	correct	0.082031
65.515625	n/a	16772	nontarget	correct	0.097656
65.61328125	n/a	16797	rt	correct	0.097656
66.59375	n/a	17048	nontarget	correct	0.10938
66.703125	n/a	17076	rt	correct	0.10938
67.671875	n/a	17324	nontarget	correct	0.38672
68.05859375	n/a	17423	rt	correct	0.38672
68.7421875	n/a	17598	nontarget	correct	0.26953
69.01171875	n/a	17667	rt	correct	0.26953
69.8046875	n/a	17870	nontarget	correct	0.28906
70.09375	n/a	17944	rt	correct	0.28906
70.88671875	n/a	18147	nontarget	correct	0.30078
71.1875	n/a	18224	rt	correct	0.30078
71.95703125	n/a	18421	nontarget	correct	0.25
72.20703125	n/a	18485	rt	correct	0.25
73.03125	n/a	18696	nontarget	correct	0.32812
73.359375	n/a	18780	rt	correct	0.32812
74.11328125	n/a	18973	nontarget	correct	0.26562
74.37890625	n/a	19041	rt	correct	0.26562
75.19140625	n/a	19249	nontarget	correct	0.30859
75.5	n/a	19328	rt	correct	0.30859
76.26171875	n/a	19523	nontarget	correct	0.29688
76.55859375	n/a	19599	rt	correct	0.29688
77.328125	n/a	19796	target	correct	n/a
78.8203125	n/a	20178	nontarget	correct	0.30469
79.125	n/a	20256	rt	correct	0.30469
79.88671875	n/a	20451	nontarget	correct	0.28906
80.17578125	n/a	20525	rt	correct	0.28906
80.96484375	n/a	20727	nontarget	correct	0.33203
81.296875	n/a	20812	rt	correct	0.33203
82.03515625	n/a	21001	nontarget	correct	0.33984
82.375	n/a	21088	rt	correct	0.33984
83.09765625	n/a	21273	nontarget	correct	0.28906
83.38671875	n/a	21347	rt	correct	0.28906
84.1796875	n/a	21550	target	incorrect	0.30859
84.48828125	n/a	21629	rt	incorrect	0.30859
85.24609375	n/a	21823	nontarget	correct	0.28125
85.52734375	n/a	21895	rt	correct	0.28125
86.3125	n/a	22096	nontarget	correct	0.33203
86.64453125	n/a	22181	rt	correct	0.33203
87.39453125	n/a	22373	nontarget	correct	0.41797
87.8125	n/a	22480	rt	correct	0.41797
88.47265625	n/a	22649	nontarget	correct	0.32422
88.796875	n/a	22732	rt	correct	0.32422
89.5390625	n/a	22922	nontarget	correct	0.38672
89.92578125	n/a	23021	rt	correct	0.38672
90.62109375	n/a	23199	target	correct	n/a
92.11328125	n/a	23581	nontarget	correct	0.32422
92.4375	n/a	23664	rt	correct	0.32422
93.19140625	n/a	23857	nontarget	correct	0.38281
93.57421875	n/a	23955	rt	correct	0.38281
94.2734375	n/a	24134	nontarget	correct	0.42969
94.703125	n/a	24244	rt	correct	0.42969
95.33984375	n/a	24407	nontarget	correct	0.48047
95.8203125	n/a	24530	rt	correct	0.48047
96.83203125	n/a	24789	nontarget	correct	0.48828
97.3203125	n/a	24914	rt	correct	0.48828
98.3125	n/a	25168	target	incorrect	0.35547
98.66796875	n/a	25259	rt	incorrect	0.35547
99.3828125	n/a	25442	nontarget	correct	0.27344
99.65625	n/a	25512	rt	correct	0.27344
100.4570312	n/a	25717	nontarget	correct	0.25391
100.7109375	n/a	25782	rt	correct	0.25391
