onset	duration	sample	value	response_type	congruence	response_time	response_out_of_range	largeletter	smallletter
12.4765625	n/a	3194	largeTSmallT	correct	congruent	0.70703	no	T	T
13.18359375	n/a	3375	responseLargeT	correct	n/a	0.70703	no	n/a	n/a
14.2578125	n/a	3650	largeHSmallH	correct	congruent	0.62109	no	H	H
14.87890625	n/a	3809	responseLargeH	correct	n/a	0.62109	no	n/a	n/a
15.953125	n/a	4084	largeHSmallH	correct	congruent	0.54297	no	H	H
16.49609375	n/a	4223	responseLargeH	correct	n/a	0.54297	no	n/a	n/a
17.578125	n/a	4500	largeHSmallH	correct	congruent	0.51562	no	H	H
18.09375	n/a	4632	responseLargeH	correct	n/a	0.51562	no	n/a	n/a
19.16796875	n/a	4907	largeHSmallT	error	incongruent	0.75391	no	H	T
19.921875	n/a	5100	responseLargeT	error	n/a	0.75391	no	n/a	n/a
20.9921875	n/a	5374	largeTSmallT	correct	congruent	0.60938	no	T	T
21.6015625	n/a	5530	responseLargeT	correct	n/a	0.60938	no	n/a	n/a
22.671875	n/a	5804	largeHSmallH	correct	congruent	0.5	no	H	H
23.171875	n/a	5932	responseLargeH	correct	n/a	0.5	no	n/a	n/a
24.2578125	n/a	6210	largeHSmallH	correct	congruent	0.71484	no	H	H
24.97265625	n/a	6393	responseLargeH	correct	n/a	0.71484	no	n/a	n/a
26.046875	n/a	6668	largeHSmallT	correct	incongruent	0.56641	no	H	T
26.61328125	n/a	6813	responseLargeH	correct	n/a	0.56641	no	n/a	n/a
27.6875	n/a	7088	largeHSmallT	correct	incongruent	0.53906	no	H	T
28.2265625	n/a	7226	responseLargeH	correct	n/a	0.53906	no	n/a	n/a
29.3125	n/a	7504	largeHSmallT	correct	incongruent	0.47266	no	H	T
29.78515625	n/a	7625	responseLargeH	correct	n/a	0.47266	no	n/a	n/a
30.84765625	n/a	7897	largeHSmallH	correct	congruent	0.44922	no	H	H
31.296875	n/a	8012	responseLargeH	correct	n/a	0.44922	no	n/a	n/a
32.3671875	n/a	8286	largeHSmallH	correct	congruent	0.42188	no	H	H
32.7890625	n/a	8394	responseLargeH	correct	n/a	0.42188	no	n/a	n/a
33.859375	n/a	8668	largeTSmallH	correct	incongruent	0.58594	no	T	H
34.4453125	n/a	8818	responseLargeT	correct	n/a	0.58594	no	n/a	n/a
35.51171875	n/a	9091	largeHSmallT	correct	incongruent	0.57422	no	H	T
